MATCHED_ON_CODE	MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	RECORD_TYPE_TEXT	RECORD_TYPE_CODE	RECORD_FORMAT_TEXT	RECORD_FORMAT_CODE	BIB_LEVEL_TEXT	BIB_LEVEL_CODE	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	SHIPPING_LIST	ONLINE_EQUIV	ONLINE_EQUIV_OCLC	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
Title statement	245	Geohydrologic significance of lithofacies of the Carrizo Sand of Arkansas, Louisiana, and Texas and the Meridian Sand of Mississippi	000002744	2282330		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.16:569-D	I 19.16:569-D					1975		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Public Law 94-234: 94th Congress, H.R. 8508, March 17, 1976 : an act to authorize the Secretary of Transportation to release restrictions on the use of certain property conveyed to the city of Camden, Arkansas, for airport purposes.	000004232	2293056		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:PUB.LAW 234	94-2:PUB.LAW 234					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Flood plain information: Magnolia, Arkansas, Big Creek, Nations Creek and tributaries.	000004913	2339515		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:M 27/2	D 103.47:M 27/2					1975?		FALSE							
Subject added entry--topical term; General note; Title statement; Name of publisher, distributor, etc.; Varying form of title	650; 500; 245; 260/264$b; 246	Flood plain information: Hicks Creek and tributaries, Mountain Home, Arkansas.	000004918	2335173		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:M 86/2	D 103.47:M 86/2					1975		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood plain information: Caney Creek Lateral no. 5, Turkey Creek and tributaries, vicinity of Wynne, Arkansas.	000004927	2335457		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:W 99	D 103.47:W 99					1975		FALSE							
Title statement	245	Site index tables for shortleaf pine in the Ozark Highlands of northern Arkansas and southern Missouri	000007596	2473287		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.79:SO-207	A 13.79:SO-207					1975		FALSE							
Subject added entry--topical term; Title statement	650; 245	Another Arkansas colony of Neviusia	000007600	2473436		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.79:SO-211	A 13.79:SO-211					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Floods in Malvern, Arkansas: Ouachita River, Town Creek, Chatman Creek, Rockport Creek, Lindsey Creek	000007903	2474733		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:M 29	D 103.47/2:M 29					1975		FALSE							
General note; Subject added entry--topical term; Title statement; Varying form of title	500; 650; 245; 246	Hicks Creek: floods in Mountain Home, Arkansas.	000009248	2515366		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:M 86/3	D 103.47/2:M 86/3					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Summary appraisals of the Nation's ground-water resources, Arkansas-White-Red region	000012099	2319014		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.16:813-H	I 19.16:813-H					1976		FALSE							
Title statement; Subject added entry--corporate name	245; 610	Ruedi Dam and Reservoir, technical record of design and construction: Fryingpan-Arkansas project, Colorado.	000012137	2631916		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 27.2:R 83/2	I 27.2:R 83/2					1975		FALSE							
Title statement; Varying form of title	245; 246	Public Law 94-543, Oct. 18, 1976: an act designating Ozark Lock and Dam on the Arkansas River as the "Ozark-Jeta Taylor Lock and Dam".	000012862	2651867		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:PUB.LAW 543	94-2:PUB.LAW 543					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Red River and Tributaries, Downstream from Denison Dam-West Agurs Levee Louisiana; Days Creek and Tributaries, Arkansas and Texas; and McKinney Bayou, Arkansas and Texas: Communication from the Assistant Secretary of the Army (Civil Works) transmitting a letter from the Chief of Engineers, Department of the Army, submitting a report on the Red River and Tributaries, downstream from Denison Dam-West Agurs Levee, Louisiana; Days Creek and Tributaries, Arkansas and Texa	000013225	2661504		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.22:R 24/11	D 103.22:R 24/11					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Red River and Tributaries, Downstream from Denison Dam-West Agurs Levee Louisiana; Days Creek and Tributaries, Arkansas and Texas; and McKinney Bayou, Arkansas and Texas: Communication from the Assistant Secretary of the Army (Civil Works) transmitting a letter from the Chief of Engineers, Department of the Army, submitting a report on the Red River and Tributaries, downstream from Denison Dam-West Agurs Levee, Louisiana; Days Creek and Tributaries, Arkansas and Texa	000014291	2661519		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:H.DOC.647	94-2:H.DOC.647					1976		FALSE							
General note; Subject added entry--topical term; Title statement	500; 650; 245	Flood plain information: Arkansas River and Gar Creek, Ozark Arkansas.	000014655	2739767		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:OZ 1	D 103.47:OZ 1					1976		FALSE							
General note; Subject added entry--topical term; Title statement	500; 650; 245	Flood plain information: Little Red River and tributaries, Searcy, Arkansas.	000014661	2725238		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:SE 1	D 103.47:SE 1					1975		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Soil survey of Drew County, Arkansas	000016698	2787848		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:D 82	A 57.38:D 82		102 (Rev. 1957)			1976		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Soil survey of Benton County, Arkansas	000017624	2846665		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:B 44/4	A 57.38:B 44/4		102 (Rev. 1957)			1977		FALSE							
General note; Subject added entry--topical term; Title statement	500; 650; 245	Arkansas River and Gar Creek: floods in Ozark, Arkansas.	000017840	2902147		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:OZ 1	D 103.47/2:OZ 1					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Little Red River and tributaries: floods in Searcy, Arkansas.	000017844	2902119		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:SE 1	D 103.47/2:SE 1					1976		FALSE							
Subject added entry--topical term; Title statement; Added entry--corporate name; Subject added entry--geographic name	650; 245; 710; 651	Soil survey of Poinsett County, Arkansas	000019724	3558773	3086863	Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:P 75/2			0102 (Rev. 1957)			1977		FALSE							
Subject added entry--topical term; Title statement; Subject added entry--geographic name; Varying form of title	650; 245; 651; 246	Preliminary analysis of an industrial park for El Dorado, El Dorado, Arkansas: phase I	000020027	2857844		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 46.2:IN 2/15						1970		FALSE							
Subject added entry--topical term; Title statement	650; 245	School desegregation in Little Rock, Arkansas: a staff report of the U.S. Commission on Civil Rights.	000020154	3076443		Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:D 45/14	CR 1.2:D 45/14		288-A			1977		FALSE							
Title statement	245	Holiday and vacation planning guide to the Federal parks of the Southwest: Arkansas, Louisiana, New Mexico, Oklahoma, Texas and Navajo Reservation : prepared especially for tourist information desks, travel writers, travel agents	000021493	3055063		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 29.9/2:H 71	I 29.9/2:H 71		648-A			1977		FALSE							
Subject added entry--topical term; Title statement	650; 245	Problems of the elderly in Arkansas: hearings before the SelectCommittee on Aging, House of Representatives, Ninety-fourth Congress, second session, held in Bella Vista and Hot Springs, Ark., October 26 and 29, 1976.	000022424	3057807		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.AG 4/2:EL 2/11	Y 4.AG 4/2:EL 2/11		1009			1977		FALSE							
Title statement	245	Nomination of Arthur Vernon Weaver, Jr., of Arkansas, to be Small Business Administrator: hearing before the Select Committee on Small Business of the United States Senate, Ninety-fifth Congress, first session ... March 31, 1977.	000022685	2958253		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.SM 1/2:W 37/2	Y 4.SM 1/2:W 37/2		1049			1977		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Soil survey of Lee County, Arkansas	000024443	3231969		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:L 51/3	A 57.38:L 51/3		102(Rev.1957)			1977		FALSE							
Title statement; Subject added entry--geographic name	245; 651	Arkansas riverbed settlement act: report to accompany S. 600.	000025898	3236355		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			95-1:S.RP.302	95-1:S.RP.302		1008-A			1977		FALSE							
Title statement	245	Urban atlas, tract data for standard metropolitan statistical areas: Memphis, Tennessee-Arkansas.	000025973	3286563		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.62/7:4920	C 3.62/7:4920		146-K			1974 i.e. 1975		FALSE							
Subject added entry--geographic name; Title statement; Varying form of title	651; 245; 246	Estimates of the population of Arkansas counties and metropolitan areas: July 1, 1974 and 1975.	000027067	49492623		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.186:P-26/75-4			0142-C			1976		FALSE							
General note; Subject added entry--topical term; Title statement	500; 650; 245	Water resources development in Arkansas	000027176	3369212		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.35:AR 4/977	D 103.35:AR 4/977		334-A-6			1977		FALSE							
Title statement	245	Arkansas riverbed rights of Cherokee, Choctaw, and Chickasaw Indian Nations: hearing before the U.S. Senate Select Committee on Indian Affairs on S. 660 ... May 25, 1977.	000028014	3374172		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 2/11:AR 4	Y 4.IN 2/11:AR 4		1009			1977		FALSE							
Subject added entry--topical term; Title statement	650; 245	Complaints concerning the Farmers Home Administration's rural housing loan program in five Arkansas counties: Department of Agriculture : report to the Intergovernmental Relations Subcommittee, Committee on Government Operations, House of Representatives.	000028673	3440499		Language material	a	No attempt to code	|	Monograph/item	m	GA			Government Accountability Office			GA 1.13:F 22/7	GA 1.13:F 22/7		546-D (microfiche)			1972		FALSE							
Title statement; Subject added entry--geographic name	245; 651	Monthly normals of temperature, precipitation, and heating and cooling degree days 1941-1970: Arkansas.	000031009	2106011		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.286:AR 4 K/941-70	C 55.286:AR 4 K/941-70					1973		FALSE							
Title statement; Subject added entry--geographic name	245; 651	Monthly averages of temperature and precipitation for state climatic divisions 1941-1970: Arkansas.	000031054	3522971		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.286/2:AR 4 K/941-70	C 55.286/2:AR 4 K/941-70					1973		FALSE							
Title statement; Subject added entry--geographic name	245; 651	Spillway vibration, pressure and velocity measurements, Ozark Lock and Dam, Arkansas River, Arkansas: final report	000033331	3148249		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.24/2:H-77-6	D 103.24/2:H-77-6					1977		FALSE							
Title statement; Subject added entry--corporate name	245; 610	Safety evaluation report, Office of Nuclear Reactor Regulation, U.S. Nuclear Regulatory Commission, in the matter of Arkansas Power and Light Company, Arkansas Nuclear One-- Unit 2, Docket No. 50-368	000035031	3572351		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.N 88:10/0308			1051-H-02			1977		FALSE							
Subject added entry--topical term; Title statement	650; 245	Wilderness recommendation: Buffalo National River, Arkansas	000035213	3569719		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			95-1:H.DOC.164/PT.4	95-1:H.DOC.164/PT.4					1977		FALSE							
General note; Subject added entry--topical term; Title statement; Varying form of title	500; 650; 245; 246	Petit Jean River: floods in Danville, Arkansas.	000037625	3781553		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:D 23	D 103.47/2:D 23					1976?		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of West Helena, Arkansas, Phillips County.	000038275	3752206		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:W 52 H	HH 10.9:W 52 H		594-C-4			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Paragould, Arkansas, Greene County.	000040533	3867394		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:P 21/2	HH 10.9:P 21/2		594-C-4			1977		FALSE							
Title statement	245	Water resource appraisals for hydroelectric licensing: lower White River basin : Missouri-Arkansas.	000042166	3924201		Language material	a	No attempt to code	|	Monograph/item	m	FP			Federal Power Commission			FP 1.29:L 95	FP 1.29:L 95					1977		FALSE							
Subject added entry--topical term; Title statement	650; 245	Soil survey of Johnson County, Arkansas	000043539	3469549		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:J 63/2/ERRATUM	A 57.38:J 63/2/ERRATUM		102 (Rev. 1957)			1977		FALSE							
Title statement	245	Planning status report: water resource appraisals for hydroelectric licensing : Upper White River basin, Missouri-Arkansas.	000044147	3983954		Language material	a	No attempt to code	|	Monograph/item	m	FP			Federal Power Commission			FP 1.29:UP 6	FP 1.29:UP 6					1977		FALSE							
Title statement; Subject added entry--corporate name; Varying form of title	245; 610; 246	Supplement no. 1 to the safety evaluation report, Office of Nuclear Reactor Regulation, U.S. Nuclear Regulatory Commission, in the matter of: Arkansas Power and Light Company, Arkansas Nuclear One - Unit 2 Docket no. 50-368.	000045727	3976436		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.N 88:10/0308/SUPP.1			1051-H-02			1978		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Soil survey of Lawrence County, Arkansas	000046403	4079914		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:L 43/2	A 57.38:L 43/2		102 (Rev. 1957)			1978		FALSE							
Subject added entry--topical term; Title statement	650; 245	Final environmental impact statement: South Fourche Watershed : Perry, Yell, Saline, and Garland Counties, Arkansas.	000046422	4059842		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.65/2:SO 8 F	A 57.65/2:SO 8 F					1976		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Jacksonville, Arkansas, Pulaski County.	000048244	4128150		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:J 13/7	HH 10.9:J 13/7		594-C-4			1978		FALSE							
Title statement	245	Fryingpan-arkansas project	000048363	4121182		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 27.2:F 94/977	I 27.2:F 94/977					1977		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Soil survey of Clay County, Arkansas	000049568	4157247		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:C 57/4	A 57.38:C 57/4		102 (Rev. 1957)			1978		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Soil survey of Monroe County, Arkansas	000049570	4144180		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:M 75/3	A 57.38:M 75/3		102 (Rev. 1957)			1978		FALSE							
General note; Subject added entry--topical term; Title statement	500; 650; 245	Arkansas River and tributaries: floods in Morrilton, Arkansas.	000049977	4166168		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:M 83	D 103.47/2:M 83					1977?		FALSE							
General note; Subject added entry--topical term; Title statement; Varying form of title	500; 650; 245; 246	Flood plain information: Arkansas River and tributaries, Morrilton, Arkansas.	000052115	2606425		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:M 83/2	D 103.47:M 83/2					1976		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Sherwood, Arkansas, Pulaski County.	000052918	4300437		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:SH 5/3	HH 10.9:SH 5/3		594-C-4			1978		FALSE							
Title statement	245	Lake Dardanelle, Arkansas River: hydraulic model investigation	000056038	2949594		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.24/2:H-77-4	D 103.24/2:H-77-4					1977		FALSE							
Subject added entry--topical term; Title statement	650; 245	Pumping stations for Drainage District no. 17, Mississippi County, Arkansas: hydraulic model investigation, final report	000056040	3193894		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.24/2:H-77-12	D 103.24/2:H-77-12					1977		FALSE							
Subject added entry--topical term; Subject added entry--corporate name; General note; Subject added entry--geographic name; Title statement	650; 610; 500; 651; 245	Safety evaluation report by the Office of Nuclear Reactor Regulation, U.S. Nuclear Regulatory Commission, in the matter of Arkansas Power and Light Company, Arkansas Nuclear One, Unit 2, docket no. 50-368	000056938	4349087		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.N 88:10/0308/SUPP.1/CORR.			1051-H-02			1978		FALSE							
Subject added entry--topical term; Subject added entry--corporate name; Subject added entry--geographic name; Title statement; Varying form of title	650; 610; 651; 245; 246	Safety evaluation report by the Office of Nuclear Reactor Regulation, U.S. Nuclear Regulatory Commission, in the matter of Arkansas Power and Light Company, Arkansas Nuclear One, Unit 2, docket no. 50-368	000056939	4349143		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.N 88:10/0308/SUPP.2			1051-H-02			1978		FALSE							
Subject added entry--topical term; Title statement	650; 245	Arkansas Nuclear One, Unit 2, technical specification, appendix "A" to license no. NPF-6	000058939	4385733		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.N 88:10/0336/APP.A	Y 3.N 88:10/0336/APP.A		1051-H-2			1978		FALSE							
General note; Subject added entry--topical term; Title statement; Subject added entry--corporate name	500; 650; 245; 610	Environmental technical specifications, Arkansas Nuclear One, Unit no. 2, Arkansas Power and Light Company	000058940	4385797		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.N 88:10/0336/APP.B	Y 3.N 88:10/0336/APP.B		1051-H-2			1978		FALSE							
Title statement	245	Act to name a certain Federal building in Jonesboro, Arkansas, the "E. C. ʻTook' Gathings Building"	000059246	4402691		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			95-2:PUB.LAW 418	95-2:PUB.LAW 418		575			1978		FALSE							
Title statement	245	Act to designate the building known as the Ozark National Forest Headquarters Building in Russellville, Arkansas, as the "Henry R. Koen Forest Service Building"	000060958	4539861		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			95-2:PUB.LAW 468	95-2:PUB.LAW 468		575			1978		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood plain information: Petit Jean River and tributaries, Danville, Arkansas	000061397	2437729		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:D 23	D 103.47:D 23					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Stand model for upland forests of southern Arkansas	000061608	4580629		Language material	a	No attempt to code	|	Monograph/item	m	E			Department of Energy			E 1.28:ORNL/TM-6225	E 1.28:ORNL/TM-6225		429-T-4 (microfiche)			1978		FALSE							
Subject added entry--topical term; Title statement	650; 245	Railroad accident report: St. Louis Southwestern Railway Company, freight train derailment and rupture of vinyl chloride tank car, Lewisville, Arkansas, March 29, 1978.	000062503	4603084		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 1.112/3:78-8	TD 1.112/3:78-8		982-I-11			1978		FALSE							
Title statement	245	Nomination: hearing before the Committee on Human Resources, United States Senate, Ninety-fifth Congress, second session on Cecilia Denogean Esquer, of Arizona, Steven L. Engelberg, of Maryland, Hillary Diane Rodham, of Arkansas, Richard Allan Trudell, of California, and Josephine Marie Worthy, of Massachusetts	000062893	4629816		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.H 88:N 72/978-7	Y 4.H 88:N 72/978-7		1043			1978		FALSE							
Title statement	245	Act to designate the proposed new Veterans' Administration hospital in Little Rock, Arkansas, as the "John L. McClellan Memorial Veterans' Hospital", and for other purposes	000063262	4596691		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			95-2:PUB.LAW 311	95-2:PUB.LAW 311		575			1978		FALSE							
Title statement	245	Fertilization increases growth of thinned and nonthinned upland oak stands in the Boston Mountains of Arkansas	000063418	4725719		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.79:SO-243			83-B	0083-B-04 (online)		1978		FALSE		https://purl.fdlp.gov/GPO/LPS84259					
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Final environmental impact statement for Carroll-Boone regional water supply system: Carroll-Boone Water District, Carrol and Boone Counties, Arkansas	000063456	4720308		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 46.30:C 23/FINAL						1977?		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Soil survey of Hempstead County, Arkansas	000064669	4783240		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:H 37/2	A 57.38:H 37/2		102 (Rev. 1957)			1979		FALSE							
Subject added entry--topical term; Title statement; Subject added entry--geographic name	650; 245; 651	Monticello Pink Tomato Growers, Inc. marketing expansion in southeastern Arkansas	000064695	4848582	1225701255	Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 105.25:43			0021-N-2			1979		FALSE							
Subject added entry--topical term; Title statement; Added entry--corporate name	650; 245; 710	Minerals in the economy of Arkansas	000065791	4216745		Language material	a	No attempt to code	|	Serial	s	I			Department of the Interior			I 28.37/4:AR 4 K/979	I 28.37/4:AR 4 K/979		639-B			1978		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Soil survey of Faulkner County, Arkansas	000066579	4952587		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:F 27	A 57.38:F 27		102 (Rev. 1957)			1979		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Soil survey of Saline County, Arkansas	000066591	4960579		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:SA 3/5	A 57.38:SA 3/5		102 (Rev. 1957)			1979		FALSE							
