MATCHED_ON_CODE	MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	RECORD_TYPE_TEXT	RECORD_TYPE_CODE	RECORD_FORMAT_TEXT	RECORD_FORMAT_CODE	BIB_LEVEL_TEXT	BIB_LEVEL_CODE	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	SHIPPING_LIST	ONLINE_EQUIV	ONLINE_EQUIV_OCLC	ONLINE_EQUIV_IN_CGP	ONLINE_EQUIV_CGP_SYS_NO	ONLINE_EQUIV_PURL	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
Subject added entry--corporate name; Name of publisher, distributor, etc.; Main entry; Subject added entry--topical term; Subject added entry--geographic name	610; 260/264$b; 110; 650; 651	Update	000990215	954608900	1029443504	Language material	a	Online	o	Serial	s	A			Department of Agriculture			A 57.81/33:			0120-C-33 (online)			2013-2014		NA		FALSE			https://purl.fdlp.gov/GPO/gpo70843					
Added entry--corporate name; Main entry; Subject added entry--topical term; Subject added entry--geographic name	710; 110; 650; 651	Before the Interstate Commerce Commission, ex parte no. 116, interterritorial rate bases: statement as to the sound principles of constructing interterritorial rates under established law	001133798	913573771		Language material	a	No attempt to code	|	Monograph/item	m	IC			Interstate Commerce Commission			IC 1.2:R 18/14						1935		FALSE		FALSE								
Main entry; Subject added entry--topical term; Subject added entry--geographic name	110; 650; 651	Black white perceptions: race relations in Greensboro : a report	001159999	7465371	979649400; 980127298; 1176004673; 1225770639	Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:B 56			0288-A			1980		TRUE	784683923	FALSE	None	None						
Main entry; Subject added entry--topical term; Varying form of title; Title statement	110; 650; 246; 245	Civil rights and equity of legal financial obligations in North Carolina: a report of the North Carolina Advisory Committee to the U.S. Commission on Civil Rights.	001251453	1411854803		Language material	a	Online	o	Monograph/item	m	CR			Civil Rights Commission			CR 1.8/2-2:N 81 C/OB 4			0288-A-17 (online)			2023		NA		FALSE			https://purl.fdlp.gov/GPO/gpo220612			https://www.usccr.gov/files/2023-08/nc-lfo-report.pdf		
Added entry--corporate name; Subject added entry--topical term; Title statement	710; 650; 245	Sediment characteristics of streams in the eastern Piedmont and western Coastal Plain regions of North Carolina	000000812	1859509		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.13:1798-0	I 19.13:1798-0					1975		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Review of VA hospital programs in North Carolina: hearing before the Subcommittee on Hospitals of the Committee on Veterans' Affairs, House of Representatives, Ninety-fourth Congress, first session ... November 10, 1975.	000001303	2058395		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.V 64/3:H 79/34	Y 4.V 64/3:H 79/34		1027			1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	North Carolina's timberland acreage is declining	000004570	2322269		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.79:SE-231	A 13.79:SE-231					1975		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	North Carolina's timber, 1974	000004582	2319966		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.80:SE-33	A 13.80:SE-33					1975		FALSE		FALSE								
Added entry--corporate name; Subject added entry--topical term; General note; Title statement	710; 650; 500; 245	Soil survey of Forsyth County, North Carolina	000004608	2327852		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:F 77/3	A 57.38:F 77/3					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	North Carolina's medicaid insurance agreement : contracting procedures need improvement, Dept. of Health, Education, and Welfare: report to the Subcommittee on Health, Senate Committee on Finance	000005039	2355452		Language material	a	No attempt to code	|	Monograph/item	m	GA			Government Accountability Office			GA 1.13:HRD-76-139	GA 1.13:HRD-76-139					1976		FALSE		FALSE								
Title statement	245	Decentralization and regionalization of health professional education and training: proceedings of the national conference, the Area Health Education Centers Program, AHEC, April 25-27 1975, Asheville, North Carolina	000005168	2367312		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.6602:AR 3	HE 20.6602:AR 3					1975?		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Reconnaissance geology of the submerged and emerged Coastal Plain province, Cape Lookout area, North Carolina	000005228	1552243		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.16:859	I 19.16:859					1975		FALSE		FALSE								
Title statement	245	Moores Creek National Military Park, North Carolina	000005327	2314704		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 29.21:M 78/976	I 29.21:M 78/976					1976		FALSE		FALSE								
Varying form of title; Title statement	246; 245	Great Smoky Mountains National Park, North Carolina-Tennessee	000005338	2322628		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 29.79:G 79/2	I 29.79:G 79/2					1974		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Aircraft accident report: Eastern Air Lines, Inc., Douglas DC-9-31, N8984E Charlotte, North Carolina September 11, 1974, Erratum	000005611	2232555		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 1.112:75-9/ERRATA	TD 1.112:75-9/ERRATA					1975		FALSE		FALSE								
Added entry--corporate name; Subject added entry--topical term; General note; Title statement	710; 650; 500; 245	Soil survey of Durham County, North Carolina	000006356	2378988		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:D 93	A 57.38:D 93					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Federal outlays in North Carolina;: a report of the Federal Government's impact by state, county and large city.	000006452	1963152		Language material	a	No attempt to code	|	Serial	s	CSA			Community Services Administration			CSA 1.10:N 81 C/975	CSA 1.10:N 81 C/975					1975		FALSE		FALSE								
General note; Title statement	500; 245	Improvements for Masonboro Inlet, North Carolina: hydraulic model investigation, final report	000006509	2376884		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.24/2:H-76-4/V.1, 2	D 103.24/2:H-76-4/V.1, 2					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Erts-1 study of coastal features on the North Carolina coast	000007886	2453679		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.42/8:76-2	D 103.42/8:76-2					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Dune stabilization with Panicum Amarum along the North Carolina coast	000007887	2367472		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.42/8:76-3	D 103.42/8:76-3					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Vegetative study at the Duck Field Research Facility, Duck, North Carolina	000007889	2369540		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.42/8:76-6	D 103.42/8:76-6					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Cape Hatteras light station, North Carolina	000008515	2462655		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 5.30:C 17 H/2	TD 5.30:C 17 H/2					1976		FALSE		FALSE								
Subject added entry--topical term; General note; Title statement	650; 500; 245	Effects of the lowered maximum speed limit and fuel shortage on highway safety in North Carolina	000008526	1286143		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 8.2:L 62/2	TD 8.2:L 62/2					1975		FALSE		FALSE								
Subject added entry--topical term; General note; Title statement	650; 500; 245	Flood hazard information report: [Tar River and its tributaries, Hardee Creek, Green Mill Run, and Parkers Creek] : Greenville, North Carolina.	000009227	2539850		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:G 86/2	D 103.47:G 86/2					1975		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Flood hazard information: City of Tarboro, North Carolina.	000009237	2539810		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:T 17/2	D 103.47:T 17/2					1975		FALSE		FALSE								
Title statement	245	Publications bibliography, 1971-1975, Environmental Research Center: Research Triangle Park, North Carolina.	000009290	30689101	2335841; 3512016; 1225688351	Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.21:EN 8/9/971-75			0431-I-09			1976		TRUE	962446076	FALSE	None	None						
Subject added entry--topical term; Title statement	650; 245	Designating a segment of the New River, North Carolina, as a component of the National Wild and Scenic Rivers System: report together with minority views to accompany S. 158.	000009924	2497519		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:S.RP.952	94-2:S.RP.952					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Physical, chemical, and biological aspects of subsurface organic waste injection near Wilmington, North Carolina	000012115	2389922		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.16:987	I 19.16:987					1976		FALSE		FALSE								
Title statement	245	Moores Creek Bridge: Moores Creek National Military Park, North Carolina.	000013568	2685724		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 29.20:M 78	I 29.20:M 78					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Atlantic Intracoastal Waterway Bridges, N.C.: Communication from the Assistant Secretary of the Army (Civil Works) transmitting a letter from the Chief of Engineers, Department of the Army, submitting a special report on the Atlantic Intracoastal Waterway Bridges, North Carolina, requesting modification of the project for replacement of five br	000014263	2661094		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:H.DOC.597	94-2:H.DOC.597					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Moisture variation in selected pocosin shrubs of eastern North Carolina	000016676	1888101		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.78:SE-124	A 13.78:SE-124					1975		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Atlantic Intracoastal Waterway Bridges, N.C.: Communication from the Assistant Secretary of the Army (Civil Works) transmitting a letter from the Chief of Engineers, Department of the Army, submitting a special report on the Atlantic Intracoastal Waterway Bridges, North Carolina, requesting modification of the project for replacement of five br	000016923	2661073		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.22:AT 6/8	D 103.22:AT 6/8		334-A			1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Ocracoke Light Station, North Carolina	000017384	2812465		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 5.30:OC 6	TD 5.30:OC 6					1976?		FALSE		FALSE								
Title statement	245	Geologic evaluation of waste-storage potential in selected segments of the Mesozoic aquifer system below the zone of fresh water, Atlantic Coastal Plain, North Carolina through New Jersey	000018222	1009534		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.16:881	I 19.16:881/PLATES	I 19.16:881	624			1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Entocytherid ostracods of North Carolina	000018681	2493682		Language material	a	No attempt to code	|	Monograph/item	m	SI			Smithsonian Institution			SI 1.27:247			0910-D			1977		TRUE	465226165	TRUE	000899891	https://purl.fdlp.gov/GPO/gpo36813						
Subject added entry--topical term; Title statement	650; 245	Aircraft accident report: Eastern Air Lines, Inc., Boeing 727, N8838E, Raleigh, North Carolina, November 12, 1975.	000018726	2888642		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 1.112:76-15	TD 1.112:76-15					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Forest statistics for the piedmont of North Carolina: 1975	000019673	1656561		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.80:SE-32	A 13.80:SE-32					1975		FALSE		FALSE								
Added entry--corporate name; Subject added entry--topical term; General note; Title statement	710; 650; 500; 245	Soil survey of New Hanover County, North Carolina	000019723	3039572		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:N 42 H	A 57.38:N 42 H		102(Rev.1957)			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Barrier island ecology of Cape Lookout National Seashore and vicinity, North Carolina	000021499	2526624		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 29.80:9			0646-G			1976		FALSE		FALSE								
Subject added entry--topical term; General note; Title statement	650; 500; 245	Legal status of homemakers in North Carolina	000022413	3066444		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.W 84:9/34	Y 3.W 84:9/34		1089			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Food distribution facilities for Asheville, North Carolina	000023050	3107719		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 1.82:1069	A 1.82:1069		13-B			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Eden, North Carolina, Rockingham County.	000023650	3139615		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:ED 2/3	HH 10.9:ED 2/3		594-C-36			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Mayodan, North Carolina, Rockingham County.	000023676	3127384		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:M 45	HH 10.9:M 45		594-A-2			1977		FALSE		FALSE								
Added entry--corporate name; Subject added entry--topical term; General note; Title statement	710; 650; 500; 245	Soil survey of Orange County, North Carolina	000024445	3217168		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:OR 1/2	A 57.38:OR 1/2		102(Rev.1957)			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Cape Carteret, North Carolina, Cartert County.	000024995	3209142		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:C 17	HH 10.9:C 17		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Edenton, North Carolina, Chowan County.	000025033	3237860		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:ED 2/2	HH 10.9:ED 2/2		594-C-36			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Surf City, North Carolina, Pender County.	000025219	3197975		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:SU 7 C	HH 10.9:SU 7 C		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Topsail Beach, North Carolina, Pender County.	000025229	3178776		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:T 62	HH 10.9:T 62		594-C-36			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Washington, North Carolina, Beaufort County.	000025240	3182142		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:W 27/2	HH 10.9:W 27/2		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Windsor, North Carolina, Bertie County.	000025261	3172907		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:W 72/2	HH 10.9:W 72/2		590-C-36			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Canada, the MTTR study: North Carolina, the Blue Ridge Parkway.	000026630	3285537		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 2.44:4	TD 2.44:4					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	United States Coast Guard: Elizabeth City, North Carolina.	000026683	3283441		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 5.30:EL 4 C	TD 5.30:EL 4 C					1977?		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Biomass of yellow-poplar in natural stands in western North Carolina	000027001	3404262		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.78:SE-165	A 13.78:SE-165		83-B			1977		FALSE		FALSE								
Title statement	245	Current directions in family nurse practitioner curricula: proceedings of a National Conference of Representatives from Family Nurse Practitioner Programs, Chapel Hill, North Carolina, January 29-31, 1976	000027441	3210799		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.6602:N 93/19	HE 20.6602:N 93/19		507-J-1			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Tarboro, North Carolina, Edgecombe County.	000027558	3391020		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:T 17	HH 10.9:T 17					1976 i.e. 1977		FALSE		FALSE								
Title statement	245	Mineral resources of the Joyce Kilmer-Slickrock Wilderness, North Carolina-Tennessee	000027578	2796303		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.3:1416			0620			1977		TRUE	885281815	TRUE	001001092	https://purl.fdlp.gov/GPO/gpo74676						
Subject added entry--topical term; Title statement	650; 245	Veterans' Administration medical system in North Carolina: hearing before the Subcommittee on Medical Facilities and Benefits of the Committee on Veterans' Affairs, House of Representatives, Ninety-fifth Congress, first session, July 25, 1977.	000028101	3383887		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.V 64/3:M 46/32	Y 4.V 64/3:M 46/32		1027			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Soil survey of Lenoir County, North Carolina	000028326	2905047		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:L 54/ERRATUM	A 57.38:L 54/ERRATUM		102 (Rev. 1957)			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of North Wilkesboro, North Carolina, Wilkes County.	000028993	3488358		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:N 81 WI	HH 10.9:N 81 WI		594-C-45			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Hydrology and hydrogeology of Ahoskie Creek watershed, North Carolina: data and analysis	000030802	3529160		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 1.36:1563	A 1.36:1563		16			1977		FALSE		FALSE								
Subject added entry--geographic name; Title statement	651; 245	Monthly normals of temperature, precipitation, and heating and cooling degree days 1941-1970: North Carolina.	000031034	2106011		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.286:N 81 C/941-70	C 55.286:N 81 C/941-70					1973		FALSE		FALSE								
Subject added entry--geographic name; Title statement	651; 245	Monthly averages of temperature and precipitation for state climatic divisions 1941-1970: North Carolina.	000031078	3522971		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.286/2:N 81 C/941-70	C 55.286/2:N 81 C/941-70					1973		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Eden, North Carolina, Rockingham County.	000031742	3477169		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:ED 2/3/976	HH 10.9:ED 2/3/976		594-C-36			1976		FALSE		FALSE								
Title statement	245	Solar radiation observation stations with complete listing of data archived by the National Climatic Center, Asheville, North Carolina and initial listing of data not currently archived	000033488	3568583		Language material	a	No attempt to code	|	Monograph/item	m	ER			Energy Research and Development Administration			ER 1.11:DSE/1024-2	ER 1.11:DSE/1024-2		1051-C (microfiche)			1976		FALSE		FALSE								
Varying form of title; Title statement	246; 245	Flood insurance study: city of Elizabeth City, North Carolina, Pasquotank and Camden Counties.	000034045	3613932		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:EL 4	HH 10.9:EL 4		594-C-36			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Shelby, North Carolina, Cleveland County.	000034082	3597170		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:SH 4/2	HH 10.9:SH 4/2		594-C-36			1977		FALSE		FALSE								
Added entry--corporate name; Subject added entry--topical term; General note; Title statement	710; 650; 500; 245	Soil survey of Guilford County, North Carolina	000035395	3689200		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:G 94	A 57.38:G 94		102(Rev.1957)			1977		FALSE		FALSE								
Added entry--corporate name; Subject added entry--topical term; General note; Title statement	710; 650; 500; 245	Soil survey of Robeson County, North Carolina	000035407	3678086		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:R 54/3	A 57.38:R 54/3		102 (Rev. 1957)			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Chapel Hill, North Carolina, Orange, Durham, and Chatham Counties.	000035895	3681775		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:C 36	HH 10.9:C 36		594-C-36			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Roanoke Rapids, North Carolina, Halifax County.	000035980	3663467		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:R 53/2	HH 10.9:R 53/2		594-C-36			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Rocky Mount, North Carolina, Nash and Edgecombe Counties.	000035981	3682266		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:R 59/3	HH 10.9:R 59/3		594-C-36			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Rockwell, North Carolina, Rowan County.	000035982	3699563		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:R 59/4	HH 10.9:R 59/4		594-C-36			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Wilmington, North Carolina, New Hanover County.	000036007	3682108		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:W 68	HH 10.9:W 68		594-C-36			1977		FALSE		FALSE								
