MATCHED_ON_CODE	MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	RECORD_TYPE_TEXT	RECORD_TYPE_CODE	RECORD_FORMAT_TEXT	RECORD_FORMAT_CODE	BIB_LEVEL_TEXT	BIB_LEVEL_CODE	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	SHIPPING_LIST	ONLINE_EQUIV	ONLINE_EQUIV_OCLC	ONLINE_EQUIV_IN_CGP	ONLINE_EQUIV_CGP_SYS_NO	ONLINE_EQUIV_PURL	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
Subject added entry--topical term; Varying form of title; Main entry; Title statement	650; 246; 110; 245	Police-community relations in southern West Virginia	000402540	28826501		Language material	a	Microfiche	b	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:P 75/23			0288-A (MF)			1993	93-0991-M.	FALSE		FALSE								
Subject added entry--topical term; Main entry; Title statement	650; 110; 245	Civil rights issues in West Virginia	000549518	51516039		Language material	a	Electronic	s	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:2003006283	CR 1.2:2003006283		0288-A (online)			2002		NA		FALSE			https://purl.fdlp.gov/GPO/LPS26182					
Varying form of title; Main entry; Subject added entry--corporate name; Subject added entry--topical term; Title statement	246; 110; 610; 650; 245	West Virginia annual report fiscal year	000604705	171015618		Language material	a	Electronic	s	Serial	s	A			Department of Agriculture			A 114.1/48:			0034-B-48 (online)			19uu		NA		FALSE			https://purl.fdlp.gov/GPO/LPS80258					
Varying form of title; Main entry; Subject added entry--geographic name; Subject added entry--corporate name; Name of publisher, distributor, etc.	246; 110; 651; 610; 260/264$b	WVARNG annual report	000680845	613332996		Language material	a	Electronic	s	Serial	s	D			Department of Defense			D 12.1/7:			0356-A-24 (online)			19uu		NA		FALSE			https://purl.fdlp.gov/GPO/LPS122109			http://www.wv.ngb.army.mil/pa/publications/annualreport.aspx		
Subject added entry--geographic name; Subject added entry--topical term; Main entry	651; 650; 110	Creating economic growth and jobs through travel and tourism: a manual for community and business developers	001138876	7344800	7346064; 499539547; 732329289; 1150819751	Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 46.8:EC 7/6			0130-C			1981		TRUE	597790827	FALSE	None	None						
Subject added entry--geographic name; Subject added entry--topical term; General note; Main entry	651; 650; 500; 110	Achieving change: a report	001160191	7514239	7125297; 1001862305; 1225714998	Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:C 36			0288-A			1981		TRUE	644245467	FALSE	None	None						
Subject added entry--topical term; Title statement	650; 245	Chemical and mineralogical characterization of core samples from underground coal gasification sites in Wyoming and West Virginia	000000518	2105973		Language material	a	No attempt to code	|	Monograph/item	m	ER			Energy Research and Development Administration			ER 1.11:MERC/RI-75/2	ER 1.11:MERC/RI-75/2					1975		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Compositional analyses of synthoil from West Virginia coal	000002377	2114200		Language material	a	No attempt to code	|	Monograph/item	m	ER			Energy Research and Development Administration			ER 1.11:BERC/RI-76/2	ER 1.11:BERC/RI-76/2					1976		FALSE		FALSE								
Subject added entry--topical term; General note; Varying form of title; Title statement	650; 500; 246; 245	Flood plain information: Monongahela, Westfork and Tygart Rivers, Marion County, West Virginia.	000004915	2335433		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:M 33/12	D 103.47:M 33/12					1975		FALSE		FALSE								
Subject added entry--topical term; General note; Title statement	650; 500; 245	Flood plain information: Greenbrier River and tributaries, Marlinton, West Virginia.	000004916	2335055		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:M 34	D 103.47:M 34					1974		FALSE		FALSE								
General note; Title statement	500; 245	Silurian nomenclature and correlations in southwest Virginia and northeast Tennessee	000006787	1946326		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.3:1405-H			0620			1976		TRUE	885281706	TRUE	001000465	https://purl.fdlp.gov/GPO/gpo74297						
Subject added entry--topical term; General note; Title statement	650; 500; 245	Floods on the Greenbrier River and tributaries: Marlinton, West Virginia.	000007905	2455326		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:M 34	D 103.47/2:M 34					1974		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Implementation plan review for West Virginia as required by the Energy supply and environmental coordination act	000007959	2487876		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.58:450/3-75-020	EP 1.58:450/3-75-020					1975		FALSE		FALSE								
Title statement	245	Characteristics of an educated person: remarks, before the West Virginia University Spring Honors Award Dinner, Morgantown, W. Va., Apr. 14, 1975.	000008110	2455674		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 19.110:B 41/17	HE 19.110:B 41/17					1976?		FALSE		FALSE								
Title statement	245	Six-year results of a white pine seed-source test in West Virginia	000010058	2561562		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.79:NE-224	A 13.79:NE-224					1976		FALSE		FALSE								
Subject added entry--geographic name; Varying form of title; Title statement	651; 246; 245	Estimates of the population of West Virginia counties and metropolitan areas: July 1, 1974 and 1975.	000010128	49522777		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.186:P-26/75-48			0142-C			1976		FALSE		FALSE								
Subject added entry--topical term; General note; Title statement	650; 500; 245	Flood plain information: Ohio River, Tyler County, West Virginia.	000010325	2551185		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:T 97/3	D 103.47:T 97/3					1974		FALSE		FALSE								
Title statement	245	Bluestone Lake, West Virginia	000011633	2602537		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.2:L 14/3	D 103.2:L 14/3					1976?		FALSE		FALSE								
Title statement	245	Sutton Lake, West Virginia	000011634	2602537		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.2:SU 8	D 103.2:SU 8					1976?		FALSE		FALSE								
Title statement	245	Forest inventory statistics: Bland-Grayson-Wythe, southwest Virginia.	000012308	2603488		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.T 25:18/174	Y 3.T 25:18/174					1975		FALSE		FALSE								
Varying form of title; Title statement	246; 245	Public Law 94-516, Oct. 15, 1976: an act to name the Federal office building in Bluefield, West Virginia, the "Eizabeth Kee Federal Building".	000012854	2642328		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:PUB.LAW 516	94-2:PUB.LAW 516					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Upper Guyandotte River Basin, West Virginia: Communication from the assistant Secretary of the Army (Civil Works) transmitting a letter from the Chief of Engineers, Department of the Army, dated October 1, 1975, submitting a report on the Upper Guyandotte River Basin, West Virginia, requested by resolutions of the Senate and House Committees o	000013207	2668700		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.22:G 99/2	D 103.22:G 99/2					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Upper Guyandotte River Basin, West Virginia: Communication from the Assistant Secretary of the Army (Civil Works) transmitting a letter from the Chief of Engineers, Department of the Army, dated October 1, 1975, submitting a report on the Upper Guyandotte River Basin, West Virginia, requested by resolutions of the Senate and House Committees o	000014259	2668723		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:H.DOC.576	94-2:H.DOC.576					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Water resources development in West Virginia, 1977	000014642	2722882		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.35:W 52 V/977	D 103.35:W 52 V/977					1977		FALSE		FALSE								
Name of publisher, distributor, etc.; General note; Subject added entry--topical term; Title statement	260/264$b; 500; 650; 245	Flood hazard information: Monongahela River, Monongalia County, West Virginia.	000014652	2725356		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:M 75/7	D 103.47:M 75/7					1975		FALSE		FALSE								
Subject added entry--topical term; General note; Title statement	650; 500; 245	Flood plain information: Ohio River, Jackson County, West Virginia.	000017818	2884279		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:J 13/8	D 103.47:J 13/8					1975		FALSE		FALSE								
Subject added entry--topical term; General note; Title statement	650; 500; 245	Flood plain information: Ohio River, Mason Coutny, West Virginia.	000017822	2884333		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:M 38/2	D 103.47:M 38/2					1975		FALSE		FALSE								
Subject added entry--topical term; General note; Title statement	650; 500; 245	Flood plain information: Ohio River, Pleasants County, West Virginia.	000017824	2547936		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:P 71	D 103.47:P 71					1974		FALSE		FALSE								
Title statement	245	Drilling a directionally deviated well to stimulate gas production from a marginal reservoir in southern West Virginia: technical progress report	000018034	2901305		Language material	a	No attempt to code	|	Monograph/item	m	ER			Energy Research and Development Administration			ER 1.11:MERC/TPR-76/3	ER 1.11:MERC/TPR-76/3					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Lithologic description of cored wells no. 11940 and no. 12041 in the Devonian Shale in the Cottageville, West Virginia area: cored well no. 11940 cored intervals, 3410'-3500', and cored well no. 12041 cored interval, 3220'-3690	000018037	2901341		Language material	a	No attempt to code	|	Monograph/item	m	ER			Energy Research and Development Administration			ER 1.11:MERC/TPR-76/7	ER 1.11:MERC/TPR-76/7					1976		FALSE		FALSE								
Title statement	245	Unveiling of a portrait of the Honorable Harley O. Staggers, a Representative in Congress from the Second District of West Virginia since January 1949, elected to Eighty-first Congress, and succeeding Congresses, chairman, House Committee on Interstate and Foreign Commerce	000019219	2864369		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:H.DOC.662	94-2:H.DOC.662					1977		FALSE		FALSE								
Title statement	245	Uneven-aged siviculture and management in the eastern United States: proceedings of an in-service workshop, Morgantown, West Virginia, July 15-17, 1975.	000019623	3064337		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.2:SI 3/2	A 13.2:SI 3/2					1975		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Use and users of the cranberry backcountry in West Virginia insights for eastern background management	000019639	3043165		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.78:NE-363	A 13.78:NE-363		83-B			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Timber industries of West Virginia	000019668	2957031		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.80:NE-47	A 13.80:NE-47		83-B			1977		FALSE		FALSE								
Subject added entry--topical term; General note; Title statement	650; 500; 245	Floods on the Ohio River: Jackson County, West Virginia.	000020442	2957407		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:J 13/8	D 103.47/2:J 13/8					1975		FALSE		FALSE								
Subject added entry--topical term; General note; Title statement	650; 500; 245	Floods on the Ohio River: Mason County, West Virginia.	000020443	2957545		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:M 38/2	D 103.47/2:M 38/2					1975		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Water resources data for West Virginia	000021375	1160502	3638946	Language material	a	No attempt to code	|	Serial	s	I			Department of the Interior			I 19.53/2:WV-			0619-E-48			1965		TRUE	622948038	FALSE	None	None						
Subject added entry--topical term; Title statement	650; 245	Methods of determining the orientations of bedrock fracture systems in southwestern Pennsylvania and northern West Virginia	000021394	2972952		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 28.23:8217	I 28.23:8217		637-A			1977		FALSE		FALSE								
Title statement	245	Cleaning out, sealing and mining through wells penetrating areas of active coal mines in northern West Virginia	000021527	2949363		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 69.9:1052	I 69.9:1052		637-A			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Ripley, West Virginia, Jackson County.	000025178	3172788		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:R 48	HH 10.9:R 48		594-C-53			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Preview of West Virginia's forest resource	000028315	3440371		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.79:NE-249	A 13.79:NE-249		83-B			1977		FALSE		FALSE								
Subject added entry--geographic name; Subject added entry--topical term; Title statement	651; 650; 245	Distribution of phytoplankton in West Virginia lakes	000028524	3441114	658748957; 799891765; 1225693219	Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.23:600/3-77-103			0431-I-11			1977		TRUE	949645710	TRUE	001033644	https://purl.fdlp.gov/GPO/gpo86091						
Subject added entry--topical term; Title statement	650; 245	Delayed redevelopment was reasonable after flood disaster in West Virginia: multiagency	000028610	3210573		Language material	a	No attempt to code	|	Monograph/item	m	GA			Government Accountability Office			GA 1.13:CED-77-17	GA 1.13:CED-77-17		546-D (microfiche)			1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Appalachian development highway system in West Virginia - too little funding too late?: Appalachian Regional Commission : report to the Congress	000028805	2819119		Language material	a	No attempt to code	|	Monograph/item	m	GA			Government Accountability Office			GA 1.13:PSAD-76-155	GA 1.13:PSAD-76-155		546-D (microfiche)			1976		FALSE		FALSE								
Subject added entry--geographic name; Title statement	651; 245	Monthly normals of temperature, precipitation, and heating and cooling degree days 1941-1970: West Virginia.	000031048	2106011		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.286:W 52 V/941-70	C 55.286:W 52 V/941-70					1973		FALSE		FALSE								
Subject added entry--geographic name; Title statement	651; 245	Monthly averages of temperature and precipitation for state climatic divisions 1941-1970: West Virginia.	000031092	3522971		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.286/2:W 52 V/941-70	C 55.286/2:W 52 V/941-70					1973		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Kermit, West Virginia.	000031754	3520497		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:K 45	HH 10.9:K 45		594-C-53			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Baltimore and Ohio Railroad Company, Parkersburg, West Virginia: February 26, 1973.	000032142	3521593		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 3.110/3:89	TD 3.110/3:89					l975		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Hartford, West Virginia, Mason County.	000034050	3579548		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:H 25	HH 10.9:H 25		594-C-53			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Pipeline accident report: Columbia Gas of West Virginia, Inc., Charleston, West Virginia, December 2, 1973.	000034585	3644621		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 1.118:74-4	TD 1.118:74-4					1974		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Interim soil survey: Harrison County, West Virginia	000035396	3681970		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:H 24/6/V.2/INTERIM	A 57.38:H 24/6/V.2/INTERIM					1975-		FALSE		FALSE								
Title statement	245	Three lick bed: useful stratigraphic marker in the upper Devonian Shale in eastern Kentucky and adjacent areas of Ohio, West Virginia and Tennessee	000035659	3678429		Language material	a	No attempt to code	|	Monograph/item	m	ER			Energy Research and Development Administration			ER 1.11:MERC/CR-77-2	ER 1.11:MERC/CR-77-2		1051-C (microfiche)			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Clarksburg, West Virginia, Harrison County.	000035897	3672061		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:C 56/2	HH 10.9:C 56/2		594-C-53			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Flood insurance study: town of Mason, West Virginia Mason County.	000035954	3672254		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:M 38	HH 10.9:M 38		594-C-53			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Point Pleasant, West Virginia, Mason County.	000035974	3688917		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:P 75/4	HH 10.9:P 75/4		594-C-53			1977		FALSE		FALSE								
Title statement	245	Uneven-ages silviculture and management in the United States: combined proceedings of two in service workshops held in Morgantown, West Virginia, July 15-17, 1975, and in Redding, California, October 19-21, 1976.	000037167	3800001		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.2:SI 3/4	A 13.2:SI 3/4		84			1978		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	West Virginia watershed progress report	000037256	3053929		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.2:W 52 V/4	A 57.2:W 52 V/4					1977		FALSE		FALSE								
General note; Title statement	500; 245	Borehole gravity survey to determine density variations in the Devonian shale sequence of Lincoln County, West Virginia	000037906	3767089		Language material	a	No attempt to code	|	Monograph/item	m	ER			Energy Research and Development Administration			ER 1.11:MERC/CR-77/7	ER 1.11:MERC/CR-77/7					1977		FALSE		FALSE								
Title statement	245	Proceedings, Second Annual Underground Coal Gasification Symposium, August 10-12, 1976 ... Morgantown, West Virginia	000037908	3780706		Language material	a	No attempt to code	|	Monograph/item	m	ER			Energy Research and Development Administration			ER 1.11:MERC/SP-76/3	ER 1.11:MERC/SP-76/3		1051-C (microfiche)			1976		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Henderson, West Virginia, Mason County.	000038238	3778206		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:H 36	HH 10.9:H 36		594-C-53			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Natural reforestation reclaims a watershed: a case history from West Virginia	000039219	3860072		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.78:NE-392	A 13.78:NE-392		83-B			1978		FALSE		FALSE								
Subject added entry--topical term; General note; Added entry--corporate name; Title statement	650; 500; 710; 245	Soil survey of Hampshire, Mineral, and Morgan Counties, West Virginia	000039235	3836222		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:H 18	A 57.38:H 18		102 (Rev. 1957)			1978		FALSE		FALSE								
Subject added entry--topical term; General note; Varying form of title; Title statement	650; 500; 246; 245	Flood plain information: West Fork River, Harrison County, West Virginia.	000039586	2986716		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:H 24/7	D 103.47:H 24/7					1976		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of New Haven, West Virginia, Mason County.	000040522	3855023		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:N 42 H/3	HH 10.9:N 42 H/3		594-C-53			1978		FALSE		FALSE								
Subject added entry--topical term; General note; Added entry--corporate name; Title statement	650; 500; 710; 245	Stress and recovery of aquatic organisms as related to highway construction along Turtle Creek, Boone County, West Virginia	000040589	3344476		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.13:2055	I 19.13:2055		625			1978		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Snow in West Virginia	000041760	2870402		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.13/2:NWS ER-63	C 55.13/2:NWS ER-63					1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Star City, West Virginia, Monongalia County.	000042346	3955912		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:ST 2/2	HH 10.9:ST 2/2		594-C-53			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Westover, West Virginia, Monongalia County.	000042358	3950378		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:W 52/6	HH 10.9:W 52/6		594-C-53			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of White Sulphur Springs, West Virginia, Greenbrier County.	000042362	3950648		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 58/5	HH 58/5		594-C-53			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	West Virginia watershed progress report	000043525	4029180		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.2:W 52 V/3	A 57.2:W 52 V/3					1975		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Lost River subwatershed of the Potomac River Watershed, Hardy County, West Virginia: work plan for watershed protection and flood prevention.	000043545	1491112		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.59:L 89	A 57.59:L 89					1974		FALSE		FALSE								
Title statement	245	Harpers Ferry National Historical Park, West Virginia	000044685	3968067		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 29.21:H 23/978	I 29.21:H 23/978		650			1978		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Elk Creek Watershed: Barbour, Harrison, and Upshur Counties, West Virginia : environmental statement for watershed protection and flood prevention.	000046417	4059826		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.65/2:EL 5	A 57.65/2:EL 5					1975		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Petrography of selected Devonian shale core samples from the CGTC 20403 and CGSC 11940 wells, Lincoln and Jackson Counties, West Virginia	000047763	4080026		Language material	a	No attempt to code	|	Monograph/item	m	ER			Energy Research and Development Administration			ER 1.11:MERC/CR-77/6	ER 1.11:MERC/CR-77/6					1976?		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Leon, West Virginia, Mason County.	000048249	4067530		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:L 55/2	HH 10.9:L 55/2		594-C-53			1978		FALSE		FALSE								
Title statement	245	Question and answer session following the address by the Honorable Cyrus R. Vance, Secretary of State, at Morris Harvey College, Charleston, West Virginia, January 11, 1978	000048732	4086376		Language material	a	No attempt to code	|	Monograph/item	m	S			Department of State			S 1.106:V 28/28	S 1.106:V 28/28					1978		FALSE		FALSE								
Title statement	245	Proceedings of the Outdoor Recreation Research Needs Workshop at the Mather Training Center, Harpers Ferry, West Virginia, September 4-6, 1974	000050904	4161588		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 66.2:OU 8/6	I 66.2:OU 8/6					1974?		FALSE		FALSE								
