MATCHED_ON_CODE	MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	RECORD_TYPE_TEXT	RECORD_TYPE_CODE	RECORD_FORMAT_TEXT	RECORD_FORMAT_CODE	BIB_LEVEL_TEXT	BIB_LEVEL_CODE	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	SHIPPING_LIST	ONLINE_EQUIV	ONLINE_EQUIV_OCLC	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-40 : project, big game and rodent enclosure fence construction : location, Josephine County, Medford District, Oregon.	000229592	12813675		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-40	I 53.38:OR 910-IFB 5-40					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-51 : project, prescribed burning, mop-up, and hand fireline construction : location, Grants Pass Resource Area, Josephine County, Medford District, Oregon.	000229593	12826715		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-51	I 53.38:OR 910-IFB 5-51					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-55 : project, Son of Super Sow tree planting and tubing : location, Tioga Resource Area, Coos and Douglas Counties, Coos Bay District, Oregon.	000229594	12834464		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-55	I 53.38:OR 910-IFB 5-55					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-56 : project, line brushing : location, within the Noti, Lorane, and Mohawk Resource Areas, Eugene District, Oregon.	000229595	12826744		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-56	I 53.38:OR 910-IFB 5-56					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-64 : project, paper mulching : location, within the Butte Falls and Glendale Resource Area, Medford District, Oregon.	000229596	12826796		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-64	I 53.38:OR 910-IFB 5-64					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-66 : project, hot bituminous plant mix (asphalt concrete) : location, Salem, Eugene, Roseburg, Medford, and Coos Bay District, Oregon.	000229597	12826784		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-66	I 53.38:OR 910-IFB 5-66					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-67 : project, bud capping and big game repellant application : location, within the Lorane and Noti Resource Area, Eugene District, Oregon.	000229598	12826770		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-67	I 53.38:OR 910-IFB 5-67					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-68 : project, one time through precommercial thinning : location, North Umpqua Resource Area, Douglas County, Roseberg District, Oregon.	000229599	12826608		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-68	I 53.38:OR 910-IFB 5-68					1985		FALSE							
Subject added entry--topical term; Main entry; Title statement; Name of publisher, distributor, etc.; Varying form of title	650; 110; 245; 260/264$b; 246	Schedule and general provisions: solicitation no. OR910-IFB5-69 : project, precommercial thinning : location, within the Butte Falls Resource Area, Medford District, Oregon.	000229600	12813671		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-69	I 53.38:OR 910-IFB 5-69					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-71 : project, precommercial thinning : location, within the Lorane Resource Area, Eugene District, Oregon.	000229601	12813640		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-71	I 53.38:OR 910-IFB 5-71					1985		FALSE							
Subject added entry--topical term; Main entry; Title statement; Name of publisher, distributor, etc.; Varying form of title	650; 110; 245; 260/264$b; 246	Schedule and general provisions: solicitation no. OR910-IFB5-72 : project, hand scalping and paper mulching : location, within the Jacksonville and Grants Pass Resource Area, Medford District, Oregon.	000229602	12813656		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-72	I 53.38:OR 910-IFB 5-72					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-73 : project, Umpqua tubing maintenance : location, Umpqua Resource Area, Douglas County, Coos Bay District, Oregon.	000229603	12834491		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-73	I 53.38:OR 910-IFB 5-73					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-74 : project, Umpqua precommercial thinning : location, Umpqua Resource Area, Coos and Douglas Counties, Coos Bay District, Oregon.	000229604	12813701		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-74	I 53.38:OR 910-IFB 5-74					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-76 : project, Dillard precommercial thinning : location, Dillard Resource Area, Douglas County, Roseburg District, Oregon.	000229605	12813622		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-76	I 53.38:OR 910-IFB 5-76					1985		FALSE							
Subject added entry--topical term; Main entry; Title statement; Name of publisher, distributor, etc.; Varying form of title	650; 110; 245; 260/264$b; 246	Schedule and general provisions: solicitation no. OR910-IFB5-78 : project, paper mulching : location, within the Glendale Resource Area, Medford District, Oregon.	000229606	12813664		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-78	I 53.38:OR 910-IFB 5-78					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-79 : project, supply, deliver, and apply liquid asphalts and emulsified asphalts : location, Eugene, Roseburg, Medford, and Coos Bay Districts, Oregon.	000229607	12818973		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-79	I 53.38:OR 910-IFB 5-79					1985		FALSE							
Subject added entry--topical term; Main entry; Title statement; Name of publisher, distributor, etc.; Varying form of title	650; 110; 245; 260/264$b; 246	Schedule and general provisions: solicitation no. OR910-IFB5-81 : project, tractor, industrial wheeled : location, Salem District, Oregon.	000229608	12819066		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-81	I 53.38:OR 910-IFB 5-81					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-84 : project, Umpqua spring tree planting and tubing installation : location, Umpqua Resource Area, Douglas County, Coos Bay District, Oregon.	000229609	12819028		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-84	I 53.38:OR 910-IFB 5-84					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.	650; 110; 260/264$b	Schedule and general provisions: solicitation no. OR910-IFB5-87 : project, fireline construction, holding/mop-up and mop-up services : location, within the Eugene District east of interstate 5.	000229610	12818933		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-87	I 53.38:OR 910-IFB 5-87					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-92 : project, Walter Horning Seed Orchard land clearing V : location, Salem District, Clackamas Resource Area, Walter Horning Seed Orchard, Colton, Oregon.	000229611	12813713		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-92	I 53.38:OR 910-IFB 5-92					1985		FALSE							
Main entry; Name of publisher, distributor, etc.	110; 260/264$b	Schedule and general provisions: solicitation no. OR910-IFB5-93 : project, precommercial thinning : location, Border Resource Area, Stevens County, Spokane District, Washington.	000229612	12834473		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-93	I 53.38:OR 910-IFB 5-93					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-95 : project, South Gerber precommercial thinning : location, Klamath Resource Area, Klamath County, Lakeview District, Oregon.	000229613	12813691		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-95	I 53.38:OR 910-IFB 5-95					1985		FALSE							
Subject added entry--topical term; Main entry; Title statement; Name of publisher, distributor, etc.; Varying form of title	650; 110; 245; 260/264$b; 246	Schedule and general provisions: solicitation no. OR910-IFB5-96 : project, fence construction and fence removal : location, Lakeview District, Oregon.	000229614	12790198		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:0R 910-IFB 5-96	I 53.38:OR 910-IFB 5-96					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-97 : project, rental of rollers for compacting asphalt pavement : location, Eugene, Roseburg, and Medford Districts, Oregon.	000229615	12826567		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-97	I 53.38:OR 910-IFB 5-97					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-98 : project, roadside brushing : location, Tillamook, Yamhill and Clackamas Resource Areas, Clackamas, Columbia, Tillamook and Yamhill Counties, Salem District, Oregon.	000229616	12813681		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-98	I 53.38:OR 910-IFB 5-98					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-99 : project, precommercial thinning and mop up : location, within the Santiam Resource Area, Salem District, Oregon.	000229617	12813686		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-99	I 53.38:OR 910-IFB 5-99					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-100 : project, paper mulch installation : location, Klamath Resource Area, Jackson and Klamath Counties, Medford District, Oregon.	000229618	12813734		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-100	I 53.38:OR 910-IFB 5-100					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-101 : project, Drain precommercial thinning #2 : location, Drain Resource Area, Douglas County, Roseburg District, Oregon.	000229619	12818884		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-101	I 53.38:OR 910-IFB 5-101					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-102 : project, high altitude aerial photography : location, Roseburg District, Douglas County, Oregon.	000229620	12819052		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-102	I 53.38:OR 910-IFB 5-102					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-105 : project, roadside brushing : location, within Lane County, Eugene District, Oregon.	000229621	12826492		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-105	I 53.38:OR 910-IFB 5-105					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-108 : project, precommercial thinning and manual brushing : location, within the Grants Pass, Jacksonville and Glendale Resource Areas, Medford District, Oregon.	000229622	12813647		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-108	I 53.38:OR 910-IFB 5-108					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-109 : project, Dixie/Silvies precommercial thinning and slash piling : location, Grant and Harney Counties, Burns District, Oregon.	000229623	12813732		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-109	I 53.38:OR 910-IFB 5-109					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-110 : project, cleaning and brushing : location, Yamhill Resource Area, Yamhill County, Salem District, Oregon.	000229624	12819010		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-110	I 53.38:OR 910-IFB 5-110					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-111 : project, cleaning and precommercial thinning : location, within the Alsea Resource Area, Salem District, Oregon.	000229625	12819001		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-111	I 53.38:OR 910-IFB 5-111					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-112 : project, big game and rodent exclosure fence construction : location, Clackamas and Lincoln Counties, Salem District, Oregon.	000229626	12818909		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-112	I 53.38:OR 910-IFB 5-112					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-113 : project, Tioga Fat Hog precommercial thinning : location, Tioga Resource Area, Coos and Douglas Counties, Coos Bay District, Oregon.	000229627	12834459		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-113	I 53.38:OR 910-IFB 5-113					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-114 : project, Dillard precommercial thinning : location, Dillard Resource Area. Douglas County, Roseburg District, Oregon.	000229628	12813629		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-114	I 53.38:OR 910-IFB 5-114					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-115 : project, brushing : location, within the Lorane Resource Area, Eugene District, Oregon.	000229629	12813725		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-115	I 53.38:OR 910-IFB 5-115					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-118 : project, hand scalping and paper mulching : location, within the Jacksonville Resource Area, Medford District, Oregon.	000229630	12813649		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-118	I 53.38:OR 910-IFB 5-118					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-120 : project, roadside brushing : location, Glendale, Grants Pass, Jacksonville and Butte Falls Resource Area, Medford District, Oregon.	000229631	12813723		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-120	I 53.38:OR 910-IFB 5-120					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-121 : project, cleaning and brushing : location, Clackamas Resource Area, Clackamas and Marion Counties, Salem District, Oregon.	000229632	12818948		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-121	I 53.38:OR 910-IFB 5-121					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-123 : project, cleaning, brushing, and precommercial thinning : location, Noti Resource Area, Eugene District, Oregon.	000229633	12818917		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-123	I 53.38:OR 910-IFB 5-123					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-128 : project, fireline construction, holding/mop-up, and mop-up services : location, within the Coos Bay District, Oregon.	000229634	12826808		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-128	I 53.38:OR 910-IFB 5-128					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-130 : project, Travis Tyrell Seed Orchard, clearing #5 : location, Lorane Resource Area, Eugene District, Oregon.	000229635	12818961		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-130	I 53.38:OR 910-IFB 5-130					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-132 : project, precommercial thinning : location, Umpqua Resource Area, Douglas County, Coos Bay District, Oregon.	000229636	12819019		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-132	I 53.38:OR 910-IFB 5-132					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-133 : project, Dirty Hog brushing and cleaning : location, Tioga Resource Area. Coos County, Coos Bay District, Oregon.	000229637	12826636		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-133	I 53.38:OR 910-IFB 5-133					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-134 : project, precommercial thinning : location, within the Santiam resource area, Salem District, Oregon.	000229638	12818989		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-134	I 53.38:OR 910-IFB 5-134					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-135 : project, provide bridge railing for Luken's Creek bridge no. 1 : location, Clackamas County, Salem District, Oregon.	000229639	12818983		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-135	I 53.38:OR 910-IFB 5-135					1985		FALSE							
Subject added entry--topical term; Main entry; Title statement; Name of publisher, distributor, etc.; Varying form of title	650; 110; 245; 260/264$b; 246	Schedule and general provisions: solicitation no. OR910-RFP5-106 : project, employee assistance program : location, Portland, Oregon.	000229640	12826689		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-RFP 5-106	I 53.38:OR 910-RFP 5-106					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-RFP5-107 : project, Myrtlewood precommercial thinning : location, Myrtlewood Resource Area, Coos County, Coos Bay District, Oregon.	000229641	12826621		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-RFP 5-107	I 53.38:OR 910-RFP 5-107					1985		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Schedule and general provisions: solicitation no. OR910-IFB5-124 : project, biomass removal, disposal, and soil shattering : location, Santiam resource area, Linn County, Salem District, Oregon.	000233318	13087859		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.38:OR 910-IFB 5-124	I 53.38:OR 910-IFB 5-124					1985		FALSE							
