MATCHED_ON_CODE	MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	RECORD_TYPE_TEXT	RECORD_TYPE_CODE	RECORD_FORMAT_TEXT	RECORD_FORMAT_CODE	BIB_LEVEL_TEXT	BIB_LEVEL_CODE	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	SHIPPING_LIST	ONLINE_EQUIV	ONLINE_EQUIV_OCLC	ONLINE_EQUIV_IN_CGP	ONLINE_EQUIV_CGP_SYS_NO	ONLINE_EQUIV_PURL	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
Subject added entry--corporate name; Title statement	610; 245	Guam constitution: report to accompany H.R. 9491.	000008956	2462486		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:S.RP.1034	94-2:S.RP.1034					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Hearings on H.R. 15136 to authorize appropriations for construction of facilities on Guam, and for other purposes	000009731	2531460		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.AR 5/2 A:975-76/60	Y 4.AR 5/2 A:975-76/60					1976		FALSE		FALSE								
Subject added entry--corporate name; Title statement	610; 245	Puerto Rico Federal relations act, establishment of a Constitution for the Virgin Islands and Guam: hearing before the Committee on Interior and Insular Affairs, United States Senate, Ninety-fourth Congress, second session, on S. 2998 ... H.R. 9460 ... H.R. 9491 ... April 12, 1976.	000009748	2517444		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/13:P 96/18	Y 4.IN 8/13:P 96/18					1976		FALSE		FALSE								
Subject added entry--geographic name; Title statement	651; 245	Authorizing appropriations for construction of facilities on Guam, and for other purposes: report including cost estimate of the Congressional Budget Office to accompany H.R. 15136.	000009862	2538700		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:H.RP.1446	94-2:H.RP.1446					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Department of Defense supplemental appropriation for the repair and replacement of typhoon damaged facilities on Guam (H.J. Res. 1096): hearings before the subcommittees of the Committee on Appropriations, House of Representatives, Ninety-fourth Congress, second session.	000010959	2587099		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.AP 6/1:D 36/9	Y 4.AP 6/1:D 36/9					1976		FALSE		FALSE								
Varying form of title; Subject added entry--corporate name; Title statement	246; 610; 245	Public Law 94-395: 94th Congress, H.R. 13679, September 3, 1976 : an act to provide assistance to the Government of Guam, to guarantee certain obligations of the Guam Power Authority, and for other purposes.	000011222	2580186		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:PUB.LAW 395	94-2:PUB.LAW 395					1976		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Public Law 94-438: 94th Congress, H.J. Res. 1096, September 30, 1976 : joint resolution making supplemental appropriations for the Department of Defense for the repair and replacement of facilities on Guam damaged or destroyed by Typhoon Pamela, and for other purposes.	000011249	2592121		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:PUB.LAW 438	94-2:PUB.LAW 438					1976		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Public Law 94-508, Oct. 15, 1976: an act to authorize appropriations for construction of facilities on Guam and for other purposes.	000012846	2607846		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:PUB.LAW 508	94-2:PUB.LAW 508					1976		FALSE		FALSE								
Subject added entry--corporate name; Title statement	610; 245	Guam Power Authority guarantee: report to accompany S. 3681.	000012902	2617760		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:S.RP.1155	94-2:S.RP.1155					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Repair of typhoon damage, Guam: report to accompany H.R. 15136.	000012935	2618742		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:S.RP.1309	94-2:S.RP.1309					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Supplemental Department of Defense appropriation for repair and replacement of typhoon-damaged facilities on Guam: report to accompany H.J. Res. 1096.	000014342	2657622		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:H.RP.1603	94-2:H.RP.1603					1976		FALSE		FALSE								
Varying form of title; Subject added entry--corporate name; Title statement	246; 610; 245	Public Law 94-584, Oct. 21, 1976: an act to provide for the establishment of constitutions for the Virgin Islands and Guam.	000014434	2657117		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:PUB.LAW 584	94-2:PUB.LAW 584					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Supplemental Department of Defense Appropriation for the repair and replacement of typhoon-damaged facilities on Guam and for other purposes: report to accompany H.J. Res. 1096.	000014480	2657355		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:S.RP.1301	94-2:S.RP.1301					1976		FALSE		FALSE								
Subject added entry--topical term; General note; Title statement	650; 500; 245	Supplemental requests for typhoon damage on Guam and for other purposes: hearings before subcommittees of the Committee on Appropriations, United States Senate, Ninety-fourth Congress, second session, on H.J. Res. 1096 ...	000017406	2829918		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.AP 6/2:T 98	Y 4.AP 6/2:T 98		1033			1977		FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	1975 patterns of foreign travel in the U.S.: Agana, Guam.	000017690	2899777		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 47.18:AG 1			0271-B-5			1977		FALSE		FALSE								
Title statement	245	Quality control in AFDC and the adult programs (Guam, Puerto Rico, V.I.)	000020958	2999136		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 17.8:Q 2/SEC.3-A			0512-A-03			1976		FALSE		FALSE								
Title statement	245	Characteristics of State plans for aid to families with dependent children under the Social security act, Title IV-A: and for Guam, Puerto Rico & Virgin Islands--old age assistance, aid to the blind, aid to the permanently & totally disabled, under titles I, X, XIV, and XVI (AABD) of the Social security act.	000027351	3270260		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 3.402:C 43/976	HE 3.402:C 43/976		512-B-2			1977?		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Technical assistance: a way to promote better management of Guam's resources and to increase its self-reliance : Department of the Interior : report to the Congress	000028739	3485200		Language material	a	No attempt to code	|	Monograph/item	m	GA			Government Accountability Office			GA 1.13:GGD-77-80	GA 1.13:GGD-77-80		546-D (microfiche)			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Medicaid amendments relating to Puerto Rico, the Virgin Islands, and Guam: report	000032654	3506536		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			95-1:H.RP.771	95-1:H.RP.771		1008-A			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Aircraft accident report, Air Manila, Incorporated: Lockheed L-188A, Republic of the Philippines registry RP-C1061, Guam, Mariana Islands, June 4, 1976.	000034576	3624238		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 1.112:77-6	TD 1.112:77-6		982-I-9			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Increase Medicaid assistance to Puerto Rico, the Virgin Islands, and Guam: Hearing before the Subcommittee on Health and the Environment of the Committee on Interstate and Foreign Commerce, House of Representatives, Ninety-fifth Congress, first session, on H.R. 3871 a bill to amend the Social Security Act to provide that Federal assistance to Puerto Rico, the Virgin Island	000036814	3627237		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/4:95-37	Y 4.IN 8/4:95-37		1019			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	War in the Pacific National Historical Park, Guam	000046114	3986938		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			95-1:H.DOC.264/PT.3	95-1:H.DOC.264/PT.3					1977		FALSE		FALSE								
Subject added entry--geographic name; Title statement	651; 245	Authorizing $8,868,000 for agents to the government of Guam for construction of public facilities, and for other purposes: report to accompany S. 2821.	000046264	3988399		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			95-2:S.RP.784	95-2:S.RP.784		1008-A			1978		FALSE		FALSE								
Subject added entry--corporate name; Title statement	610; 245	Constitution of Guam: hearing before the Committee on Energy and Natural Resourcs, United States Senate, Ninety-fifth Congress, second session ... May 22, 1978.	000057020	4271142		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.EN 2:95-132	Y 4.EN 2:95-132		1040			1978		FALSE		FALSE								
Title statement	245	Act to amend section 216(b) of the Merchant marine act, 1936, to entitle the Delegates in Congress from the District of Columbia, Guam, and the Virgin Islands to make nominations for appointments to the Merchant Marine Academy, and for other purposes	000057280	4311565		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			95-2:PUB.LAW 323	95-2:PUB.LAW 323		575			1978		FALSE		FALSE								
Title statement	245	Medicaid amendments relating to Puerto Rico, the Virgin Islands, and Guam: report together with additional views to accompany H.R. 9434.	000057371	4330837		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			95-2:S.RP.1310	95-2:S.RP.1310		1008-A			1978		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Bikini Atoll and Guam authorizations: hearing before the Committee on Energy and Natural Resources, United States Senate, Ninety-fifth Congress, second session, on S. 2821 ... S. 2822 ...	000062821	4144989		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.EN 2:95-152	Y 4.EN 2:95-152		1040			1978-		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Agana River, Guam: communication from the Secretary of the Army transmitting a Corps of Engineers report ...	000064972	4816184		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.22:AG 1	D 103.22:AG 1		334-A			1979		FALSE		FALSE								
Title statement	245	Characteristics of state plans for aid to families with dependent children under the Social security act title IV-A: and for Guam, Puerto Rico, & Virgin Islands; old age assistance, aid to the blind, aid to the permanently & totally disabled, under titles I, X, XIV, and XVI (AABD) of the Social security act.	000065570	4816562		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 3.2:ST 2	HE 3.2:ST 2		516			1978		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Agana River, Guam: communication from the Secretary of the Army transmitting a Corps of Engineers report ...	000066406	4816174		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			96-1:H.DOC.16	96-1:H.DOC.16					1979		FALSE		FALSE								
Title statement	245	Cellular immunity in Guamanians with amyotrophic lateral sclerosis and Parkinsonism-dementia	000070660	5229875		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.3002:G 93	HE 20.3002:G 93		507			1978 i.e. 1979		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Drug trafficking in and through Hawaii and Guam: hearings before the Select Committee on Narcotics Abuse and Control, House of Representatives, Ninety-fifth Congress, second session ...	000075571	5343674		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.N 16:95-2-18	Y 4.N 16:95-2-18		1009			1978 i.e. 1979		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Area wage survey: territory of Guam	000083858	539388		Language material	a	No attempt to code	|	Monograph/item	m	L			Department of Labor			L 2.71:410	L 2.71:410					1972		FALSE		FALSE								
Title statement	245	Territorial income tax systems: income taxation in the Virgin Islands, Guam, the northern Mariana Islands and American Samoa.	000083967	5823639		Language material	a	No attempt to code	|	Monograph/item	m	T			Department of the Treasury			T 1.2:T 27	T 1.2:T 27		925			1979		FALSE		FALSE								
Title statement	245	Characteristics of state plans for aid to families with dependent children under the Social security act, title IV-A and for Guam, Puerto Rico, & Virgin Islands: old age assistance, aid to the blind, aid to the permanently & totally disabled, under titles I, X, XIV, and XVI (AABD) of the Social Security Act	000107876	6939810		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 3.2:C 43/6/980	HE 3.2:C 43/6/980		516			1980		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Use of temporary alien labor on Guam: a special study	000111606	4957084		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.J 89/1:AL 4/9	Y 4.J 89/1:AL 4/9					1979		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Drug abuse and trafficking in the state of Hawaii and the trust territory of Guam: a report of the Select Committee on Narcotics Abuse and Control, Ninety-fifth Congress, second session.	000121962	5582196		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.N 16:95-2-8	Y 4.N 16:95-2-8					1978		FALSE		FALSE								
Title statement	245	Territorial policy: message from the president of the United States transmitting proposals for a comprephensive federal territorial policy toward Guam, the United States Virgin Islands, American Samoa, and the Northern Mariana Islands.	000133415	8384225		Language material	a	No attempt to code	|	Monograph/item	m	X			Congressional Record			X 96-2:H.DOC.268	X 96-2:H.DOC.268		996-A	996-B (microfiche)		1980		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	1981 White House Conference on Aging: state conference report from Guam.	000138996	8515014		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.W 58/4:9 G 93/981	Y 3.W 58/4:9 G 93/981		1088 (microfiche)			1981		FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	1980 census of population and housing: Guam final population and housing unit counts.	000154770	9096897	1225756455	Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.223/19:80-V-54						1982		TRUE	1302735843	FALSE	None	None						
Subject added entry--geographic name; Title statement	651; 245	Guam authorization: report (to accompany S. 589).	000167800	9628078		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 1.1/5:98-46	Y 1.1/5:98-46		1008-C	1008-D (microfiche)		1983		FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Guam authorization: hearing before the Subcommittee on Energy Conservation and Supply of the Committee on Energy and Natural Resources, United States Senate, Ninety-eighth Congress, first session, on S. 598 ... March 8, 1983.	000168059			Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.EN 2:S.HRG.98-143	Y 4.EN 2:S.HRG.98-143		1040-A	1040-B (microfiche)		1983		FALSE		FALSE								
Title statement	245	Establishing an Insular Areas Commission on Federal Laws to study the application of the laws of the United States to Guam, the Virgin Islands, and American Samoa: report (to accompany H.R. 2954) (including the cost estimate of the Congressional Budget Office).	000169342	9776501		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 1.1/8:98-171	Y 1.1/8:98-171		1008-C	1008-D (microfiche)		1983		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Authorizing $15,500,000 for capital improvement projects on Guam, and for other purposes: report (to accompany S. 589).	000169343	9743736		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 1.1/8:98-174	Y 1.1/8:98-174		1008-C	1008-D (microfiche)		1983		FALSE		FALSE								
Varying form of title; Title statement	246; 245	Circular SS, federal tax guide for employers in the Virgin Islands, Guam, and American Samoa	000172610	9877992		Language material	a	No attempt to code	|	Monograph/item	m	T			Department of the Treasury			T 22.20/2:SS/982	T 22.20/2:SS/982		955-A			1982		FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Local climatological data. Guam, Pacific, monthly summary	000173783	6301519		Language material	a	No attempt to code	|	Serial	s	C			Department of Commerce			C 55.287/54:						19uu		TRUE	656091455	FALSE	None	None						
Title statement	245	Concerning U.S. military and paramilitary operations in Nicaragua: markup before the Committee on Foreign Affairs, House of Representatives, Ninety-eighth Congress, first session, on H.R. 2760, May 18, June 6 and 7, 1983.	000177222	10026151		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.F 76/1:N 51/20	Y 4.F 76/1:N 51/20		1017-A	1017-B (microfiche)		1983		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Bibliography of amyotrophic lateral sclerosis and parkinsonism-dementia of Guam	000178378	9930080		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.3513:AM 9	HE 20.3513:AM 9		507-L-4			1983		FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Local climatological data. Guam, Pacific, annual summary with comparative data	000185132	6262883		Language material	a	No attempt to code	|	Serial	s	C			Department of Commerce			C 55.287/54:						19uu		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Followup of Guam's administration of its income tax program: report to the Governor of Guam	000185708	10514347		Language material	a	No attempt to code	|	Monograph/item	m	GA			Government Accountability Office			GA 1.13:GGD-84-11	GA 1.13:GGD-84-11		546-D (microfiche)			1983		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Act to Authorize $15,500,000 for Capital Improvement Projects on Guam, and for Other Purposes	000188104	10679229		Language material	a	No attempt to code	|	Monograph/item	m	GS			General Services Administration			GS 4.110:98-213	GS 4.110:98-213		575			1984		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Summary of environmental and fishing information on Guam and the Commonwealth of the Northern Mariana Islands: a review of the plankton communities and fishery resources	000189602	10471233		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.13/2:NMFS-SWFC-33	C 55.13/2:NMFS-SWFC-33		208-C-4 (microfiche)			1983		FALSE		FALSE								
Title statement	245	U.S. relations with Honduras and Nicaragua: March 28, 1984.	000200047	11271213		Language material	a	No attempt to code	|	Monograph/item	m	S			Department of State			S 1.71/4:569	S 1.71/4:569		877-C			1984		FALSE		FALSE								
General note; Title statement	500; 245	To enhance economic development of Guam, the Virgin Islands, American Samoa, the Northern Mariana Islands, and for other purposes	000208228	11544527		Language material	a	No attempt to code	|	Monograph/item	m	GS			General Services Administration			GS 4.110:98-454	GS 4.110:98-454		575			1984		FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Fishery data collection system, Guam: final report	000218205	12129920		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.337:H-83-21 C						1983		FALSE		FALSE								
Title statement	245	Characteristics of state plans for aid to families with dependent children under the Social Security Act, Title IV-A, and for Guam, Puerto Rico, & Virgin Islands	000218828	3437421		Language material	a	No attempt to code	|	Serial	s	HE			Department of Health and Human Services			HE 3.2:	HE 3.2:C 43/6/	HE 3.402:C 43/	512-D-19			197u		FALSE		FALSE								
Added entry--corporate name; Subject added entry--topical term; General note; Title statement	710; 650; 500; 245	Distribution and abundance of the forest birds of Guam: results of a 1981 survey	000219127	12087662		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 49.89:84/20	I 49.89:84/20		611-R-1 (microfiche)			1984		FALSE		FALSE								
Title statement	245	National emergency with respect to Nicaragua: message from the President of the United States transmitting notification of the exercise of authority under the International Emergency Economic Powers Act with respect to Nicaragua, pursuant to 50 U.S.C. 1703.	000219834	12164711		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 1.1/7:99-65	Y 1.1/7:99-65		996-A	996-B (microfiche)		1985		FALSE		FALSE								
Title statement	245	Enhancing the economic development of Guam, the Virgin Islands, American Samoa, the Northern Mariana Islands, and for other purposes: report (to accompany H.R. 5531).	000219872	12174180		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 1.1/8:98-784	Y 1.1/8:98-784					1984		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: territory of Guam.	000224873	12733709		Language material	a	No attempt to code	|	Monograph/item	m	FEM			Federal Emergency Management Agency			FEM 1.209:660001	FEM 1.209:660001		594-C-53 (microfiche)			1985		FALSE		FALSE								
Title statement	245	Continuing national emergency with respect to Nicaragua: message from the President of the United States transmitting a report on the exercise of authorities under the International Emergency Economic Powers Act with respect to Nicaragua, pursuant to 50 U.S.C. 1703.	000231974	12887734		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 1.1/7:99-120	Y 1.1/7:99-120		996-A	966-B (microfiche)		1985	85-1098-P.	FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Reconnaissance study of stream sedimentation, southern Guam	000236020	10573787		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:83-4212	I 19.42/4:83-4212					1983		FALSE		FALSE								
Title statement	245	Continuation of national emergency with respect to Nicaragua: message from the President of the United States transmitting notification that the Nicaraguan emergency is to continue in effect beyond May 1, 1986, pursuant to 50 U.S.C. 1622(d).	000237952	13546651		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 1.1/7:99-207	Y 1.1/7:99-207		996-A	996-B (microfiche)		1986	86-366-P.	FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Nonimmigrant treatment of crewmen on certain fishing vessels based in Guam: report (to accompany H.R. 2224) (including cost estimate of the Congressional Budget Office).	000239445	13660372		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 1.1/8:99-592	Y 1.1/8:99-592		1008-C	1008-D (microfiche)		1986	86-430-P.	FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Search for the cause of amyotrophic lateral sclerosis and parkinsonism-dementia of Guam: deposition of heavy metals and essential minerals in the central nervous system	000240030	13806607		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.3502:AM 9/3	HE 20.3502:AM 9/3		507-L-2			1985	85-964-P.	FALSE		FALSE								
Title statement	245	National emergency with respect to Nicaragua: message from the President of the United States transmitting a report on developments concerning the national emergency with respect to Nicaragua, pursuant to 50 U.S.C. 1703.	000240772	13756301		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 1.1/7:99-228	Y 1.1/7:99-228		996-A	996-B (microfiche)		1986	86-493-P.	FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; General note; Title statement	650; 651; 500; 245	Guam and Trust Territory of the Pacific Islands, including Northern Mariana Islands	000242484	9970110		Cartographic material	e	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.62/6:G 93/980	C 3.62/6:G 93/980		140-B-2			1983		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Durability of preservative-treated wood utility poles in Guam	000246219	13611906		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.78:FPL-472	A 13.78:FPL-472		83-B (microfiche)			1986		FALSE		FALSE								
General note; Title statement	500; 245	Act to Amend the Revised Organic Act of the Virgin Islands, to Amend the Covenant to Establish a Commonwealth of the Northern Mariana Islands, to Amend the Organic Act of Guam, to Provide for the Governance of the Insular Areas of the United States, and for Other Purposes	000246366	14543914		Language material	a	No attempt to code	|	Monograph/item	m	AE			National Archives and Records Administration			AE 2.110:99-396	AE 2.110:99-396		575			1986	86-825-P.	FALSE		FALSE								
