MATCHED_ON_CODE	MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	RECORD_TYPE_TEXT	RECORD_TYPE_CODE	RECORD_FORMAT_TEXT	RECORD_FORMAT_CODE	BIB_LEVEL_TEXT	BIB_LEVEL_CODE	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	SHIPPING_LIST	ONLINE_EQUIV	ONLINE_EQUIV_OCLC	ONLINE_EQUIV_IN_CGP	ONLINE_EQUIV_CGP_SYS_NO	ONLINE_EQUIV_PURL	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
Title statement	245	Enhancing the economic development of Guam, the Virgin Islands, American Samoa, the Northern Mariana Islands, and for other purposes: report (to accompany H.R. 5531).	000219872	12174180		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 1.1/8:98-784	Y 1.1/8:98-784					1984		FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Financial assistance for the Northern Mariana Islands: report (to accompany S.J. Res. 192).	000236591	13367157		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 1.1/5:99-262	Y 1.1/5:99-262		1008-C	1008-D (microfiche)		1986	86-263-P.	FALSE		FALSE								
Title statement	245	Guam and Trust Territory of the Pacific Islands, including Northern Mariana Islands	000242484	9970110		Cartographic material	e	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.62/6:G 93/980	C 3.62/6:G 93/980		140-B-2			1983		FALSE		FALSE								
Subject added entry--topical term; General note; Title statement	650; 500; 245	Act to Amend the Revised Organic Act of the Virgin Islands, to Amend the Covenant to Establish a Commonwealth of the Northern Mariana Islands, to Amend the Organic Act of Guam, to Provide for the Governance of the Insular Areas of the United States, and for Other Purposes	000246366	14543914		Language material	a	No attempt to code	|	Monograph/item	m	AE			National Archives and Records Administration			AE 2.110:99-396	AE 2.110:99-396		575			1986	86-825-P.	FALSE		FALSE								
Varying form of title; Title statement	246; 245	Circular SS, federal tax guide for employers in the Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands	000252976	15188444		Language material	a	No attempt to code	|	Monograph/item	m	T			Department of the Treasury			T 22.20/2:SS/987	T 22.20/2:SS/987		955-A			1987	87-79-P.	FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Eligibility for citizenship in the Northern Mariana Islands: report (to accompany S. 1047).	000260796	16238462		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 1.1/5:100-95	Y 1.1/5:100-95		1008-C	1008-D (microfiche)		1987	87-407-P.	FALSE		FALSE								
Varying form of title; Title statement	246; 245	Circular SS, federal tax guide for employers in the Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands	000270840	17424526		Language material	a	No attempt to code	|	Monograph/item	m	T			Department of the Treasury			T 22.20/2:SS/988	T 22.20/2:SS/988		955-A			1988	88-40-P.	FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Financial assistance for the Northern Mariana Islands: hearing before the Committee on Interior and Insular Affairs, House of Representatives, Ninety-ninth Congress, second session on H.J. Res. 423 ... H.J. 493 ... hearings held in Washington, DC, March 20, 1986.	000271188	17369783		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/14:99-66	Y 4.IN 8/14:99-66		1023-A	1023-B (microfiche)		1987	88-18-P.	FALSE		FALSE								
Subject added entry--geographic name; Title statement	651; 245	Northern Mariana Islands (United States)	000298752	19946440		Cartographic material	e	No attempt to code	|	Monograph/item	m	PREX			Executive Office of the President			PREX 3.10/4:N 81 M	PREX 3.10/4:N 81 M		856-A-1			1989	89-375-P.	FALSE		FALSE								
Added entry--corporate name; Subject added entry--topical term; Title statement	710; 650; 245	Soil survey of the islands of Aguijan, Rota, Saipan, and Tinian, Commonwealth of the Northern Mariana Islands	000311094	21142471		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:AG 9	A 57.38:AG 9		102-B-53			1989	90-099-P.	FALSE		FALSE								
Title statement	245	Why should the people of the northern Mariana Islands answer the Census?: because you--and every other person living in the northern Mariana Islands--benefit if everyone is counted April 1, 1990.	000312707	21402151		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.270:D 3214 CNMI (E)			0144-A-20			1990	90-0199-P.	FALSE		FALSE								
Subject added entry--geographic name; Varying form of title; Title statement	651; 246; 245	1990 Census Education Project: Commonwealth of the Northern Mariana Islands.	000336972	21708038		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.2:ED 8/4			146			1989	90-081-P.	FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Meetings between representatives of the President and the governor of the Northern Mariana Islands on issues in the federal-commonwealth relationship: oversight hearing before the Subcommittee on Insular and International Affairs of the Committee on Interior and Insular Affairs, House of Representatives, One Hundred First Congress, first session ... hearing held in Washington, DC, May 23, 1989.	000344279	22903948		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/14:101-19	Y 4.IN 8/14:101-19		1023-A	1023-B (MF)		1990	90-794-P.	FALSE		FALSE								
Subject added entry--geographic name; Title statement	651; 245	Northern Mariana Islands covenant technical amendments: hearing before the Subcommittee on Insular and International Affairs of the Committee on Interior and Insular Affairs, House of Representatives, One Hundredth Congress, first session, on H.R. 2234 ... hearing held in Washington, DC, May 5, 1987.	000347742	23173398		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/14:100-81	Y 4.IN 8/14:100-81		1023-A	1023-B (MF)		1991	91-185-P.	FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Vegetation survey of Rota, Tinian, and Saipan, Commonwealth of the Northern Mariana Islands	000352062	23849072		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.80:PSW-27			0083-B-05 (MF)			1989		FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	To implement certain proposals relating to recommendations made pursuant to the Covenant to Establish a Commonwealth of the Northern Mariana Islands: hearing before the Subcommittee on Insular and International Affairs of the Committee on Interior and Insular Affairs, House of Representatives, One Hundred Second Congress, first session, on H.R. 2575 ... hearing held in San Francisco, CA, June 17, 1991.	000362158	25041926		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/14:102-6	Y 4.IN 8/14:102-6		1023-A	1023-B (MF)		1991	91-815-P.	FALSE		FALSE								
Subject added entry--geographic name; Title statement	651; 245	Pacific Ocean, Northern Mariana Islands and Guam, Saipan to Santa Rosa Reef	000369308	25771232		Cartographic material	e	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 5.356:81060/991			378-E-28			1991		FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Varying form of title; Title statement	650; 651; 246; 245	1990 census of population and housing, Social, economic, and housing characteristics: Commonwealth of the Northern Mariana Islands.	000370374	25899000		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.223/18:990 CPH-6-CNMI			0159-B-53			1992	92-279-P.	TRUE	820728698	FALSE	None	None						
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Northern Mariana Islands' garment industry: oversight hearing before the Subcommittee on Insular and International Affairs of the Committee on Interior and Insular Affairs, House of Representatives, One Hundred Second Congress, second session ... hearing held in Washington, DC, July 30, 1992.	000393376	28058657		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/14:102-95	Y 4.IN 8/14:102-95		1023-A	1023-B (MF)		1993	93-0237-P.	FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Written comments on H.R. 997, to amend general note 3(a)(iv) of the harmonized tariff schedule of the United States to deny special tariff treatment to goods of the Commonwealth of the Northern Mariana Islands unless certain conditions are met, to require the Secretary of Labor to assign a full-time	000395732	28246809		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.W 36:WMCP 103-10	Y 4.W 36:WMCP 103-10		1028-A	1028-B (MF)		1993	93-0294-P.	FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Authorizing financial assistance for the Northern Mariana Islands: hearing before the Subcommittee on Mineral Resources Development and Production of the Committee on Energy and Natural Resources, United States Senate, One Hundred Third Congress, first session, on S. 558 ... March 18, 1993.	000397842	28434560		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.EN 2:S.HRG.103-87	Y 4.EN 2:S.HRG.103-87		1040-A	1040-B (MF)		1993	93-0359-P.	FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	To authorize financial assistance for the Northern Mariana Islands: hearing before the Subcommittee on Insular and International Affairs of the Committee on Natural Resources, House of Representatives, One Hundred Third Congress, first session, on H.R. 1092 ... hearing held in Washington, DC, March 18, 1993.	000402108	28767491		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.R 31/3:103-12			1023-A	1023-B (MF)		1993	93-0504-P.	FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Geologic map of Alamagan Volcano, northern Mariana Islands	000408023	29481660		Cartographic material	e	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.91:I-2408	I 19.91:I-2408		0619-G-08			1993		FALSE		FALSE								
Subject added entry--geographic name; Title statement	651; 245	Pacific Ocean, Northern Mariana Islands and Guam (United States), Saipan to Santa Rosa Reef	000410986	29695371		Cartographic material	e	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 5.356:81060/993			0378-E-28			1993		TRUE	761870984	TRUE	000854724	https://purl.fdlp.gov/GPO/gpo15401						
Subject added entry--topical term; Title statement	650; 245	Application of federal laws in-- American Samoa, Guam, the Northern Mariana Islands, the U.S. Virgin Islands	000416455	30404986		Language material	a	Microfiche	b	Monograph/item	m	I			Department of the Interior			I 1.2:AP 5/3/V.1-3			0603 (MF)			1993	94-0177-M (v. 1), 94-0699-M (v. 2), 94-0296-M (v. 3).	FALSE		FALSE								
Added entry--corporate name; Title statement	710; 245	Volcanologic investigations in the Commonwealth of the Northern Mariana Islands, May 1992	000429469	31625321		Language material	a	Microfiche	b	Monograph/item	m	I			Department of the Interior			I 19.76:93-541	I 19.76:93-541		0624-H (MF)			1993	94-0334-M.	FALSE		FALSE								
Subject added entry--geographic name; Title statement	651; 245	Northern Mariana Islands immigration: hearing before the Subcommittee on Mineral Resources Development and Production of the Committee on Energy and Natural Resources, United States Senate, One Hundred Third Congress, second session ... September 22, 1994.	000436975	32216418		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.EN 2:S.HRG.103-954			1040-A	1040-B (MF)		1995	95-0084-P.	TRUE	682024320	TRUE	000879453	https://purl.fdlp.gov/GPO/gpo28011						
Added entry--corporate name; Title statement	710; 245	Volcanologic investigations in the Commonwealth of the Northern Mariana Islands, September-October 1990	000449213	33270385		Language material	a	Microfiche	b	Monograph/item	m	I			Department of the Interior			I 19.76:91-320	I 19.76:91-320		0624-H (MF)			1994	95-0621-M.	FALSE		FALSE								
Added entry--corporate name; Subject added entry--topical term; Title statement	710; 650; 245	Geology, streamflow, and water chemistry of the Talufofo stream basin, Saipan, Northern Mariana Islands	000452178	33927919		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:95-4183			0624-B			1995	96-0087-P.	FALSE		FALSE								
Subject added entry--geographic name; Title statement	651; 245	Virgin Islands, Guam, and Northern Mariana Islands issues: hearings before the Subcommittee on Native American & Insular Affairs of the Committee on Resources, House of Representatives, One Hundred Fourth Congress, second session, on Virgin Islands and Guam issues ... Resolution 433 ... H.R. 3721, July 24, 1996--Washington, DC ; Virgin Islands and Northern	000465990	36120659	1038143966	Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.R 31/3:104-94			1023-A			1996	1997-0084-P.	TRUE	1019678738	TRUE	001095789	https://purl.fdlp.gov/GPO/gpo117972						
Subject added entry--topical term; Title statement	650; 245	Study of risk factors among high school students in the Commonweath of the Northern Mariana Islands	000468750	36525253		Language material	a	Microfiche	b	Monograph/item	m	ED			Department of Education			ED 1.310/2:395073			0466-A-03 (MF)			1995	97-0207-M.	FALSE		FALSE								
Added entry--corporate name; Title statement	710; 245	Volcanic investigations in the Commonwealth of the Northern Mariana Islands, April to May 1994	000488024	39273067		Language material	a	Microfiche	b	Monograph/item	m	I			Department of the Interior			I 19.76:94-705			0624-H (MF)			1995		FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Northern Mariana Islands Covenant Implementation Act: report together with additional views (to accompany S. 1275).	000489907	39522603		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 1.1/5:105-201			1008-C	1008-D (MF)		1998	98-0276-P.	FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Northern Mariana Islands: hearing before the Committee on Energy and Natural Resources, United States Senate, One Hundred Fifth Congress, second session on S. 1100 ... S. 1275 ... March 31, 1998.	000493167	39901416		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.EN 2:S.HRG.105-558	Y 4.EN 2:S.HRG.105-558		1040-A	1040-B (MF)		1998	98-0343-P.	FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	JROTC program earning distinction in Commonwealth of the Northern Mariana Islands	000495556	40222928		Language material	a	Microfiche	b	Monograph/item	m	ED			Department of Education			ED 1.310/2:412190	ED 1.310/2:412190		0466-A-03 (MF)			1997	98-0991-M.	FALSE		FALSE								
Added entry--corporate name; Subject added entry--topical term; Subject added entry--geographic name; Title statement	710; 650; 651; 245	Geology, ground-water occurrence, and estimated well yields from the Mariana Limestone, Kagman area, Saipan, Commonwealth of the Northern Mariana Islands	000496872	40413313	806302653	Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:98-4077			0624-B			1998	99-0006-P.	TRUE	680135053	TRUE	001161493	https://purl.fdlp.gov/GPO/gpo158274						
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Veterans' health care: service delivery for veterans on Guam and the Commonwealth of the Northern Mariana Islands : report to congressional requesters	000508908	41986253		Language material	a	Microfiche	b	Monograph/item	m	GA			Government Accountability Office			GA 1.13:HEHS-99-14			0546-D (MF)			1999	99-0712-M.	FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Northern Mariana Islands Covenant Implementation Act: report (to accompany S. 1052).	000516036	43097155		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 1.1/5:106-204	Y 1.1/5:106-204		1008-C	1008-D (MF)		1999	2000-0066-P.	FALSE		FALSE								
Title statement	245	Making sense of Census 2000, Commonwealth of the Northern Mariana Islands: grades K-12.	000516364	43166446		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.6/2:SE 5/ENV./MARIANA			0146-A			1999?	2000-0075-P.	FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Northern Mariana Islands: garment and tourist industries play a dominant role in the Commonwealth's economy : report to Congressional committees	000518986	43594158		Language material	a	No attempt to code	|	Monograph/item	m	GA			Government Accountability Office			GA 1.13:RCED/GGD-00-79			0546-D (online)			2000		NA		FALSE			https://purl.fdlp.gov/GPO/LPS13365					
Added entry--corporate name; Subject added entry--topical term; Subject added entry--geographic name; Title statement	710; 650; 651; 245	Reconnaissance of hydrology and water quality of Lake Susupe, Saipan, Commonwealth of the Northern Mariana Islands, 1990	000521755	44084395		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:00-4054			0624-B			2000		TRUE	621880918	FALSE	None	None						
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Northern Mariana Islands: garment and tourist industries play a dominant role in the Commonwealth's economy : report to congressional committees	000523186	44433367		Language material	a	Microfiche	b	Monograph/item	m	GA			Government Accountability Office			GA 1.13:RCED/GGD-00-79			0546-D (MF)	0546-D (online)		2000	2000-0641-M.	NA		FALSE			https://purl.fdlp.gov/GPO/LPS13365					
Added entry--corporate name; Subject added entry--topical term; Varying form of title; Title statement	710; 650; 246; 245	Ground-water resources of Tinian, Commonwealth of the Northern Mariana Islands	000525525	44922482	45444702	Cartographic material	e	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:00-4068			0624-B			2000	2000-0371-P.	TRUE	966640804	TRUE	001112765	https://purl.fdlp.gov/GPO/gpo130562						
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Oversight hearing on the enforcement of federal laws and the use of federal funds in the Northern Mariana Islands: hearing before the Committee on Resources, House of Representatives, One Hundred Sixth Congress, first session, September 16, 1999, Washington, DC.	000528879	45576798	50393426; 1034942908	Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.R 31/3:106-60			1023-A			1999 [that is, 2000	2001-0035-P.	TRUE	852763075	TRUE	001101248	https://purl.fdlp.gov/GPO/LPS7345; https://purl.fdlp.gov/GPO/LPS7336						
Title statement	245	Act to Establish a Standard Time Zone for Guam and the Commonwealth of the Northern Mariana Islands, and for Other Purposes	000532964	46831250		Language material	a	No attempt to code	|	Monograph/item	m	AE			National Archives and Records Administration			AE 2.110:106-564	AE 2.110:106-564		0575	0575 (online)		2000	2001-0159-P.	NA		FALSE			https://purl.fdlp.gov/GPO/LPS11499	https://purl.fdlp.gov/GPO/LPS11501				
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Northern Mariana Islands Covenant Implementation Act: report (to accompany S. 507).	000535251	47645494		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 1.1/5:107-28	Y 1.1/5:107-28		1008-C	1008-C (online)	1008-D (MF)	2001	2001-0246-P.	NA		FALSE			https://purl.fdlp.gov/GPO/LPS13549	https://purl.fdlp.gov/GPO/LPS13550				
Subject added entry--geographic name; Varying form of title; Title statement	651; 246; 245	Topographic map of the island of Tinian, commonwealth of the Northern Mariana Islands	000539772	48750205		Cartographic material	e	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.81:14145-H 6-TM-025/999			0619-G-08	0619-M-53		2001		FALSE		FALSE								
Subject added entry--geographic name; Varying form of title; Title statement	651; 246; 245	Topographic map of the island of Saipan, commonwealth of the Northern Mariana Islands	000539773	48750206		Cartographic material	e	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.81:15145-A 7-TM-025/999	I 19.81:15145-A 7-TM-025/999		0619-G-08			2001		FALSE		FALSE								
Subject added entry--geographic name; Varying form of title; Title statement	651; 246; 245	Topographic map of the island of Rota (Luta), commonwealth of the Northern Mariana Islands	000539774	48750207		Cartographic material	e	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.81:14145-A 3-TM-025/999			0619-G-08	0619-M-53		2001		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Foreign relations: migration from Micronesian nations has had significant impact on Guam, Hawaii, and the Commonwealth of the Northern Mariana Islands : report to congressional requesters	000540118	48815691		Language material	a	No attempt to code	|	Monograph/item	m	GA			Government Accountability Office			GA 1.13:GAO-02-40						2001		NA		FALSE			https://purl.fdlp.gov/GPO/LPS17905					
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Foreign relations: migration from Micronesian nations has had significant impact on Guam, Hawaii, and the Commonwealth of the Northern Mariana Islands : report to congressional requesters	000541320	49241476		Language material	a	Electronic	s	Monograph/item	m	GA			Government Accountability Office			GA 1.13:GAO-02-40	GA 1.13:GAO-02-40		0546-D (online)			2001		NA		FALSE			https://purl.fdlp.gov/GPO/LPS17905					
Added entry--corporate name; Subject added entry--topical term; Title statement	710; 650; 245	Geohydrology and numerical simulation of alternative pumping distributions and the effects of drought on the ground-water flow system of Tinian, Commonwealth of the Northern Mariana Islands	000543933	49932093		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:02-4077			0624-B			2002	2002-0216-P.	TRUE	680610428	TRUE	001179494	https://purl.fdlp.gov/GPO/gpo182559						
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Retention and attrition of Pacific school teachers and administrators (RAPSTA) study: Commonwealth of the Northern Mariana Islands (CNMI)	000547253	50792670		Language material	a	Microfiche	b	Monograph/item	m	ED			Department of Education			ED 1.310/2:458702	ED 1.310/2:458702		0466-A-03 (MF)			1998	2002-0416-M.	FALSE		FALSE								
