MATCHED_ON	TITLE	CGP#	OCLC_035	OCLC_019	RECTYPE	BIBLVL	RECFORM	AGENCY_CLASS	SUDOC	ITEM#	PURL
main_entry;norm_title	List of publications of the Ohio River Division Laboratories 	001060366	3820222		a	m	Print	D	D 103.39:OH 3/962		
main_entry;norm_title;subject_650;subject_651	Policing in Cincinnati, Ohio :	001161382	7143390	13722241;1001896083;1052946525;1057101597;1060556407;1083413851;1109179931;1225654288	a	m	Print	CR	CR 1.2:P 75/16	0288-A	
main_entry;subject_650;subject_610	Annual report.	001181748	1332524208		a	s	Online	D	D 12.1/8:	0355-B-01 (online)	https://purl.fdlp.gov/GPO/gpo183631;https://www.dvidshub.net/search/?filter%5Bunit%5D=180FWONG&filter%5Btype%5D=publication_issue&sort=date
main_entry	Environmental research publications, January 1971-July 1973 	001250095	960820		a	m	Print	EP	EP 1.21:EN 8/7		
norm_title;subject_650	The timber industries of Ohio 	000001570	2229187		a	m	Print	A	A 13.80:NE-40		
norm_title;subject_650	Draft environmental impact statement for the Delaware County, Ohio Board of Commissioners :	000002367	2024586		a	m	Print	EP	EP 1.57/4:01 2		
norm_title	Environmental Protection Agency transfer of pesticide laboratories from Beltsville, Maryland and Washington, D.C., to Cincinnati, Ohio, should be reconsidered 	000002498	2005831		a	m	Print	GA	GA 1.13:RED-75-388		
norm_title	Environmental Protection Agency transfer of pesticide laboratories from Beltsville, Maryland, and Washington, D.C., to Cincinnati, Ohio, should be reconsidered 	000002499	2163076		a	m	Print	GA	GA 1.13:RED-75-389		
norm_title;subject_650	Geologic and ground-control aspects of an experimental shortwall operation in the upper Ohio Valley 	000002845	2152325		a	m	Print	I	I 28.23:8112		
norm_title;subject_650	The screech owl :	000002942	1974782		a	m	Print	I	I 49.30:71		
norm_title	Effect of minor reactive metal additions on fracture toughness of iron-12-percent nickel alloy at -196 ̊and 25 ̊C / Walter R. Witzke and Joseph R. Stephens ; Lewis Research Center, Cleveland, Ohio.	000003142	2281515		a	m	Print	NAS	NAS 1.14:D-8232		
subject_651;norm_title;subject_650	Recommending the addition of the Little Beaver Creek, Ohio, to the national wild and scenic rivers system :	000003961	2237076		a	m	Print	Y	94-2:H.DOC.364		
subject_650;additional_creator_710;norm_title;notes	Soil survey of Montgomery County, Ohio 	000004613	2351777		a	m	Print	A	A 57.38:M 76/5		
norm_title	Crimes against business :	000004802	2876410	2339026	a	m	Print	C	C 57.502:C 86/5	0215	
subject_651;norm_title	Greenup Locks and Dam on the Ohio River.	000004899	2344488		a	m	Print	D	D 103.2:G 85		
norm_title;subject_650	Flood plain information :	000004900	2338713		a	m	Print	D	D 103.47:B 72		
norm_title;subject_650	Flood plain information :	000004901	2339702		a	m	Print	D	D 103.47:C 55		
norm_title;subject_650	Flood plain information :	000004912	2338659		a	m	Print	D	D 103.47:L 58		
norm_title;subject_650	Flood plain information :	000004917	2338684		a	m	Print	D	D 103.47:M 38		
varying_title;norm_title;subject_650	Flood plain information :	000004923	2339493		a	m	Print	D	D 103.47:SP 8/4		
norm_title;subject_650	Using comprehensive employment and training act funds to rehire laid-off employees in Toledo, Ohio, Department of Labor :	000005049	2355394		a	m	Print	GA	GA 1.13:MWD-76-84		
subject_651;varying_title;norm_title	Chesapeake & Ohio Canal National Historical Park, District of Columbia-Maryland :	000005323	3751290	2337995	a	m	Print	I	I 29.2:C 42/9	0648	
norm_title	Global peace, the Middle East, and the United States :	000005545	2307276		a	m	Print	S	S 1.106:K 64/26		
subject_650;additional_creator_710;norm_title;notes	Soil survey of Lorain County, Ohio 	000006357	2379495		a	m	Print	A	A 57.38:L 88		
subject_650;norm_title;notes	Floods on the Ohio river, past and future :	000007895	2457864		a	m	Print	D	D 103.47/2:B 72		
norm_title;subject_650	Ohio River :	000007897	2457437		a	m	Print	D	D 103.47/2:C 54/2		
norm_title;subject_650	Ohio River :	000007902	2474823		a	m	Print	D	D 103.47/2:H 38/3		
subject_650;norm_title;notes	Floods on the Ohio River, past and future :	000007906	2457608		a	m	Print	D	D 103.47/2:M 38		
norm_title	Four questions by a student of economics :	000007978	2456132		a	m	Print	FR	FR 1.23:B 93/25		
norm_title	The cities - our new frontier in education :	000008122	2474921		a	m	Print	HE	HE 19.110:B 41/35		
norm_title	Job stress and the policy officer - identifying stress reduction techniques :	000008207	2416943		a	m	Print	HE	HE 20.7102:J 57		
norm_title	Occupational health and safety symposia :	000008211	2155244		a	m	Print	HE	HE 20.7102:OC 1/3		
subject_650;norm_title;notes	Floods on Ohio River, past and future :	000009245	2512777		a	m	Print	D	D 103.47/2:L 58		
subject_650;norm_title;notes	Buck Creek floods in the vicinity of Springfield, Ohio :	000009253	2515350		a	m	Print	D	D 103.47/2:SP 8/3		
subject_650;norm_title;notes	Floods on the Ohio River, past and future :	000009254	2512714		a	m	Print	D	D 103.47/2:T 97/2		
norm_title;subject_650	The Ohio parole officer aide program 	000009494	2468856		a	m	Print	J	J 1.10:P 24		
subject_650;norm_title;notes	Only ex-offenders need apply :	000009495	2537112		a	m	Print	J	J 1.10:P 24/DESC.		
subject_651;norm_title	Estimates of the population of Ohio counties and metropolitan areas :	000010122	233001193		a	m	Print	C	C 3.186:P-26/75-35	0142-C	
subject_650;norm_title;notes	Flood plain information :	000010310	2584879		a	m	Print	D	D 103.47:D 77		
norm_title;subject_650	Flood plain information, Ohio River, Henderson County, Kentucky.	000010312	1961063		a	m	Print	D	D 103.47:H 38/4		
norm_title;subject_650	Special flood hazard information report :	000010322	1932249		a	m	Print	D	D 103.47:SP 8/5		
subject_650;norm_title;notes	Special flood hazard information report :	000010323	2551205		a	m	Print	D	D 103.47:T 77/2		
norm_title;subject_650	Flood plain information :	000010325	2551185		a	m	Print	D	D 103.47:T 97/3		
subject_650;norm_title;notes	Floods on Grand River, Trumbull County, Ohio.	000010327	2584856		a	m	Print	D	D 103.47/2:D 77		
subject_650;norm_title;notes	Floods on the Ohio River, Pleasants County, W. Va.	000010328	2547978		a	m	Print	D	D 103.47/2:P 71		
norm_title;subject_650	Citizen dispute settlement :	000010752	2554476		a	m	Print	J	J 1.10:C 49/DESC.		
subject_651;norm_title	Amending the act approved January 8, 1971, establishing the Chesapeake and Ohio Canal National Historical Park, providing that a segment of the Chesapeake and Ohio Canal shall be designated in honor of the memory of Justice William O. Douglas, and for other purposes :	000012728	2651539		a	m	Print	Y	94-2:H.RP.1687		
varying_title;norm_title;subject_650	Public Law 94-512, Oct. 15, 1976 :	000012850	2607833		a	m	Print	Y	94-2:PUB.LAW 512		
norm_title;notes	Geographic base (DIME) system, a local program :	000013116	1325242	14154181	a	m	Print	C	C 3.246:6	0142-F	
subject_651;norm_title;subject_650	Fairport Harbor, Ohio :	000013204	2663435		a	m	Print	D	D 103.22:F 16/4		
subject_651;norm_title;subject_650	Fairport Harbor, Ohio :	000014277	2663446		a	m	Print	Y	94-2:H.DOC.627		
norm_title;subject_650	Water resources development in Ohio, 1977.	000014641	2722895		a	m	Print	D	D 103.35:OH 3/977		
subject_650;norm_title;notes	Flood plain information :	000014649	2725078		a	m	Print	D	D 103.47:G 13/2		
subject_650;norm_title;notes	Flood plain information :	000014660	2725122		a	m	Print	D	D 103.47:SCI 6		
norm_title	Symposium on Physical-Chemical Treatment from Municipal and Industrial Sources :	000014719	2514534		a	m	Print	EP	EP 1.2:P 56/5	431-I-1	
norm_title	Proceedings of the Conference on Environmental Modeling and Simulation, April 19-22, 1976, Cincinnati, Ohio 	000016952	2477355		a	m	Print	EP	EP 1.2:M 72	431-I-1	
subject_650;norm_title;notes	Flood plain information :	000017807	2884446		a	m	Print	D	D 103.47:AT 4/2		
norm_title;subject_650	Flood plain information :	000017816	2918320		a	m	Print	D	D 103.47:G 85/2		
norm_title;subject_650	Flood plain information :	000017818	2884279		a	m	Print	D	D 103.47:J 13/8		
norm_title;subject_650	Flood plain information :	000017822	2884333		a	m	Print	D	D 103.47:M 38/2		
norm_title;subject_650	Flood plain information :	000017824	2547936		a	m	Print	D	D 103.47:P 71		
subject_650;norm_title;notes	Floods on the Ohio River :	000017834	2902089		a	m	Print	D	D 103.47/2:AT 4/2		
subject_650;norm_title;notes	Floods on the Ohio River :	000017843	2902213		a	m	Print	D	D 103.47/2:SCI 6		
subject_651;norm_title;notes	East Fork Lake, Little Miami River Basin, Ohio, draft updated environmental impact statement.	000017848	2557844		a	m	Print	D	D 103.62:EA 7/DRAFT		
norm_title;subject_650	Lithologic description of core material from Glen Gery no. 5-745 well, Rose Township, Carroll County, Ohio :	000018036	2901422		a	m	Print	ER	ER 1.11:MERC/TPR-76/6		
norm_title;subject_650	Aircraft accident report :	000018725	2898339		a	m	Print	TD	TD 1.112:76-10		
subject_651;norm_title	Dedicating the canal and towpath of the Chesapeake and Ohio Canal National Historical Park to Justice William O. Douglas, and for other purposes :	000019353	2888080		a	m	Print	Y	95-1:H.RP.38	1008-A	
subject_650;additional_creator_710;norm_title;notes	Soil survey of Highland County, Ohio 	000019720	3092794		a	m	Print	A	A 57.38:H 53/2	102(Rev.1957)	
subject_650;additional_creator_710;norm_title;notes	Soil survey of Washington County, Ohio 	000019727	3027972		a	m	Print	A	A 57.38:W 27/6	102(Rev.1957)	
norm_title	Address by Secretary of Commerce Frederick B. Dent prepared for delivery before the Foreign Trade Seminar, Lecture Hall 100, Kent State University Campus, Canton, Ohio, 9:30 a.m. Friday, September 20, 1974.	000019780	3101661		a	m	Print	C	C 1.18:D 43/47		
subject_650;norm_title;notes	Floods on the Ohio River :	000020440	2957469		a	m	Print	D	D 103.47/2:G 13/2		
subject_650;norm_title;notes	Floods on the Ohio River :	000020441	2957389		a	m	Print	D	D 103.47/2:G 85		
subject_650;norm_title;notes	Floods on the Ohio River :	000020442	2957407		a	m	Print	D	D 103.47/2:J 13/8		
subject_650;norm_title;notes	Floods on the Ohio River :	000020443	2957545		a	m	Print	D	D 103.47/2:M 38/2		
subject_650;norm_title;notes	Floods on the Ohio River :	000020445	2957500		a	m	Print	D	D 103.47/2:W 27/6		
subject_651;norm_title	Clarence J. Brown Dam & Reservoir, Ohio :	000020448	3087359		a	m	Print	D	D 103.62:B 81		
subject_651;norm_title	Commercial sand and gravel dredging operations, Ohio River mile 438.0 to mile 981.0. :	000020450	3087332		a	m	Print	D	D 103.62:OH 3		
subject_610;norm_title	Portsmouth Gaseous Diffusion Plant site, Piketon, Ohio :	000020719	3040987		a	m	Print	ER	ER 1.25:P 83/V.1-2	474-A-12	
additional_creator_710;norm_title	Crude oil transportation system, Valdez, Alaska to Midland, Texas (as proposed by SOHIO Transportation Company) :	000021517	2803551		a	m	Print	I	I 53.19:OI 5/3/EXEC. SUMM.	629-C	
norm_title	Nominations :	000022583	3030101		a	m	Print	Y	Y 4.H 88:N 72	1043	
subject_651;norm_title	An act to dedicate the canal and towpath of the Chesapeake and Ohio Canal National Historical Park to Justice William O. Douglas, and for other purposes.	000022896	2942040		a	m	Print	Y	95-1:PUB.LAW 11	575	
norm_title	Address by Secretary of Commerce Frederick B. Dent prepared for delivery before the Union Club luncheon, Cleveland, Ohio, 12:00 noon, Wednesday, January 22, 1975.	000023108	3110996		a	m	Print	C	C 1.18:D 43/60		
varying_title;norm_title;subject_650	Flood insurance study :	000023626	3137022		a	m	Print	HH	HH 10.9:B 41/5	594-C-38	
subject_650;varying_title;norm_title;notes	Flood insurance study :	000023687	3127666		a	m	Print	HH	HH 10.9:SY 5	594-A-2	
norm_title;subject_650	Railroad accident report :	000023916	3156578		a	m	Print	TD	TD 1.112/3:76-10		
varying_title;norm_title;subject_650	Flood insurance study :	000024976	3179776		a	m	Print	HH	HH 10.9:AV 7/3	594-C-38	
varying_title;norm_title;subject_650	Flood insurance study :	000024979	3175161		a	m	Print	HH	HH 10.9:B 34/2	594-C-38	
varying_title;norm_title;subject_650	Flood insurance study :	000025150	3181694		a	m	Print	HH	HH 10.9:P 16	594-A-2	
varying_title;norm_title;subject_650	Flood insurance study :	000025167	3191111		a	m	Print	HH	HH 10.9:P 83 C	594-C-38	
varying_title;norm_title;subject_650	Flood insurance study :	000025172	3177066		a	m	Print	HH	HH 10.9:P 98	594-C-38	
varying_title;norm_title;subject_650	Flood insurance study :	000025193	3190973		a	m	Print	HH	HH 10.9:SA 5	594-C-38	
varying_title;norm_title;subject_650	Flood insurance study :	000025238	3236952		a	m	Print	HH	HH 10.9:W 25	594-C-38	
varying_title;norm_title;subject_650	Flood insurance study :	000025262	3209352		a	m	Print	HH	HH 10.9:W 88	594-A-2	
additional_creator_710;norm_title	Crude oil transportation system, Valdez, Alaska to Midland, Texas (as proposed by SOHIO Transportation Company)	000025323	3143822		a	m	Print	I	I 53.19/2:OI 5/4/CHAP.1-CHAP.2/V.2	629-C	
subject_650;norm_title;notes	The legal status of homemakers in Ohio 	000025626	3175404		a	m	Print	Y	Y 3.W 84:9/36	1089	
subject_651;norm_title;subject_650	Urban atlas, tract data for standard metropolitan statistical areas :	000025972	3286540		a	m	Print	C	C 3.62/7:1640	146-K	
norm_title	MFPG prevention of failures in coal conversion systems :	000026001	2815648		a	m	Print	C	C 13.10:468	0247	
subject_651;varying_title;norm_title;subject_650	Flood plain information :	000026155	3237548		a	m	Print	D	D 103.47:W 27/7		
varying_title;norm_title;subject_650	Flood insurance study :	000026349	3269285		a	m	Print	HH	HH 10.9:M 52	594-C-38	
varying_title;norm_title	Final environmental statement :	000027282	3370396		a	m	Print	ER	ER 1.25:P 83/977-2/V.1-2	474-A-12	
norm_title;subject_650	Flood insurance study :	000027523	3367126		a	m	Print	HH	HH 10.9:H 92	594-C-38	
norm_title	Professional responsibility, the public client :	000027767	3372703		a	m	Print	SE	SE 1.14:SO 5/37		
norm_title	A parting look at foreign payments :	000027768	3372860		a	m	Print	SE	SE 1.14:SO 5/38		
norm_title;subject_650	Carbon tetrachloride contamination of the Ohio River, a case study on Federal efforts to ensure the availability of safe drinking water :	000028020	3392827		a	m	Print	Y	Y 4.IN 8/4:C 17/8	1019	
norm_title	Health care services under the medicare program :	000028115	3398205		a	m	Print	Y	Y 4.W 36:95-32	1028	
norm_title;subject_650	Introduction of black walnut and northern red oak seedlings in an upland hardwood forest in southeastern Ohio 	000028310	3440356		a	m	Print	A	A 13.79:NE-241	83-B	
norm_title	USA-USSR working group on the prevention of water pollution from municipal and industrial sources :	000028513	3441065		a	m	Print	EP	EP 1.2:UN 3/9	431-I-1	
norm_title;subject_650	Acquisition of public housing by the Akron Metropolitan Housing Authority, Akron, Ohio :	000028741	3440686		a	m	Print	GA	GA 1.13:H 81/63	546-D (microfiche)	
varying_title;norm_title;subject_650	Flood insurance study :	000028979	3452373		a	m	Print	HH	HH 10.9:L 14/3	594-C-38	
subject_651;norm_title	Monthly normals of temperature, precipitation, and heating and cooling degree days 1941-1970 :	000031036	2106011		a	m	Print	C	C 55.286:OH 3/941-70		
subject_651;norm_title	Monthly averages of temperature and precipitation for state climatic divisions 1941-1970 :	000031080	3522971		a	m	Print	C	C 55.286/2:OH 3/941-70		
norm_title;subject_650	The well-being of older people in Cleveland, Ohio :	000031542	3327162		a	m	Print	GA	GA 1.13:HRD-77-70	546-D (microfiche)	
varying_title;norm_title;subject_650	Flood insurance study :	000031777	3506172		a	m	Print	HH	HH 10.9:SH 3/3		
norm_title	Baltimore and Ohio Railroad Company, Parkersburg, West Virginia :	000032142	3521593		a	m	Print	TD	TD 3.110/3:89		
norm_title	Chesapeake and Ohio Railway Company, Port Huron, Michigan :	000032172	3522771		a	m	Print	TD	TD 3.110/3:215		
norm_title	Small business access to equity and venture capital :	000032493	3550950		a	m	Print	Y	Y 4.SM 1:EQ 5	1031	
subject_650;additional_creator_710;norm_title;notes	Soil survey of Medina County, Ohio 	000033042	3636026		a	m	Print	A	A 57.38:M 46/4	102 (Rev. 1957)	
norm_title	ACTION, 1976-77 Ohio directory.	000033095	3633808		a	m	Print	AA	AA 1.2:D 62/976-77		
norm_title	Performance of the Sohio solar water heating system using large area plastic collectors 	000033695	3647146		a	m	Print	ER	ER 1.11:SAN/1038-76/1	1051-C (microfiche)	
varying_title;norm_title	Flood insurance study :	000034040	3613986		a	m	Print	HH	HH 10.9:C 84	594-C-38	
varying_title;norm_title;subject_650	Flood insurance study :	000034058	3579536		a	m	Print	HH	HH 10.9:K 42	594-C-38	
varying_title;norm_title;subject_650	Flood insurance study :	000034076	3568457		a	m	Print	HH	HH 10.9:OR 3	594-C-38	
norm_title	Proceedings of conference on tire rolling resistance :	000034557	2714479		a	m	Print	TD	TD 1.20:76-94		
varying_title;notes;additional_creator_710;subject_650;subject_651;norm_title	Special flood hazard information report:	000035554	2577498		a	m	Print	D	D 103.47:K 77		
norm_title	Three lick bed :	000035659	3678429		a	m	Print	ER	ER 1.11:MERC/CR-77-2	1051-C (microfiche)	
varying_title;norm_title;subject_650	Flood insurance study :	000035915	3672329		a	m	Print	HH	HH 10.9:G 22	594-C-38	
varying_title;norm_title;subject_650	Flood insurance study :	000035932	3675042		a	m	Print	HH	HH 10.9:H 94	594-C-38	
norm_title;subject_650	Mean annual runoff in the upper Ohio River basin, 1941-70, and its historic variation 	000036012	2375999		a	m	Print	I	I 19.13:2042	625	
norm_title	Sixth NASTRAN Users' Colloquium held at Lewis Research Center, Cleveland, Ohio, October 4-6, 1977.	000036294	3724984		a	m	Print	NAS	NAS 1.55:2018	830-H-10 (microfiche)	
norm_title;subject_650	Small city transit :	000036611	3676506		a	m	Print	TD	TD 7.11:MA-06-0049-76-14		
norm_title;subject_650	Ohio trail users 	000037214	3782971		a	m	Print	A	A 13.79:NE-228	83-B	
subject_651;norm_title;notes	A mathematical model for unsteady-flow computations through the complete spectrum of flows on the lower Ohio River :	000037589	3494743		a	m	Print	D	D 103.24/2:H-77-18		
varying_title;norm_title;subject_650	Flood insurance study :	000038251	3783999		a	m	Print	HH	HH 10.9:N 59	594-C-38	
norm_title	Environmental impact statement, National Aeronautics and Space Administration, Lewis Research Center, Cleveland, Ohio.	000038631	3773597		a	m	Print	NAS	NAS 1.59:L 58		
norm_title;subject_650	Retirement age policies and housing for the elderly in Cleveland, Ohio :	000038856	3782165		a	m	Print	Y	Y 4.AG 4/2:R 31/6	1009	
subject_650;additional_creator_710;norm_title;notes	Soil survey of Greene County, Ohio 	000039234	3836256		a	m	Print	A	A 57.38:G 83/4	102 (Rev. 1957)	
norm_title;subject_650	Compatibility of Ohio trail users 	000041521	2742556		a	m	Print	A	A 13.79:NE-225		
norm_title;subject_650	Soil survey of Miami County, Ohio 	000041612	3690311		a	m	Print	A	A 57.38:M 58/7/ERRATUM	102 (Rev. 1957)	
norm_title	One-dimensional wave-propagation analysis, Newburgh Locks and Dam, Ohio River, Indiana and Kentucky :	000041921	2882117		a	m	Print	D	D 103.24/4:S-76-25		
