MATCHED_ON	TITLE	CGP#	OCLC_035	OCLC_019	RECTYPE	BIBLVL	RECFORM	AGENCY_CLASS	SUDOC	ITEM#	PURL
norm_title;varying_title;main_entry;subject_650	Record of decision	000518593	43539280		a	m	Microfiche	I	I 53.2:C 96	0631	
main_entry;subject_650	Yellowstone River floater's guide, Springdale/Park City 	000529980	45814005		e	m	Print	I	I 53.7/2:Y 3/2	0633	
norm_title;main_entry;subject_650	Equal educational opportunity for Native American students in Montana public schools	000535282	47648228		a	m	Electronic	CR	CR 1.2:2001039539	0288-A (online)	https://purl.fdlp.gov/GPO/LPS13587
norm_title;varying_title;main_entry;subject_650	Fire management plan/plan amendment environmental assessment for Montana and the Dakotas	000543384	49782950		a	m	Microfiche	I	I 53.59/2:M 76	0629-E-10 (MF)	
main_entry;subject_650	Crow Boundary Settlement Act	000543390	49783236		a	m	Microfiche	I	I 53.59/2:SE 7	0629-E-10 (MF)	
norm_title;varying_title;main_entry;subject_650	Summary of the off-highway vehicle environmental impact statement and plan amendment for Montana, North Dakota, and portions of South Dakota	000547162	50770158		a	m	Microfiche	A	A 13.92/2:M 76/DRAFT/SUM.	0080-F (MF)	
norm_title;subject_651;main_entry;subject_650	Montana recreation guide.	000549530	51521233		e	m	Print	I	I 53.7/2:M 76/2002	0633	
varying_title;main_entry	Billings, Bridger, Powell, WY 	000551603	52152552		e	m	Print	I	I 53.7/2:B 49	0633	
norm_title;main_entry;subject_650	Briefing statements, Montana/Dakotas	000569260	30654158		a	s	Microfiche	I	I 53.2:M 76/8/	0631 (MF)	
norm_title;main_entry;subject_650	The Montana/Dakotas BLM.	000578326	60810738		a	m	Print	I	I 53.2:M 76/11	0631	
norm_title;subject_651;main_entry;subject_650	Montana recreation guide 	000593923	73332929		e	m	Print	I	I 53.7/2:M 76/2006	0633	
norm_title;subject_651;main_entry;subject_650	Montana flood damage :	000669505	21644384		a	m	Print	Y	Y 4.P 96/11:88/25	1024	
norm_title;main_entry;subject_650	Fire/fuels management plan environmental assessment/plan amendment for Montana and the Dakotas	000828411	53100493		a	m	Online	I	I 53.59/2:F 51	0629-E-10 (online)	https://purl.fdlp.gov/GPO/LPS36825;http://www.blm.gov/mt/st/en/prog/fire/fire_management_plans/state_plan.html
main_entry	North Dakota/South Dakota recreation guide 	000837959	777758469		e	m	Print	I	I 53.33/2:D 14		
norm_title;varying_title;main_entry;subject_650	Montana annual report	000846714	757842027		a	s	Online	A	A 114.1/26:	0034-B-26 (online)	https://purl.fdlp.gov/GPO/gpo14233;http://www.rurdev.usda.gov/MT_Home.html
main_entry;subject_650	Annual report 	000946715	907290779		a	s	Online	I	I 53.2:M 76/9/	0631 (online)	https://purl.fdlp.gov/GPO/LPS5936
subject_651;main_entry;subject_650	A report to the public 	000946718	907291605		a	s	Online	I	I 53.2:M 76/9/	0631 (online)	https://purl.fdlp.gov/GPO/gpo56738
varying_title;main_entry;subject_651;subject_650	Annual report 	000946725	907291855		a	s	Print	I	I 53.2:M 76/9/		
norm_title;subject_651;main_entry;subject_650	Final environmental impact statement for the proposed M-Pit mine expansion at the Montana Tunnels Mine in Jefferson County, Montana 	001018164	987448578		a	m	Direct electronic	I	I 53.59:M 87/FINAL/CD		
norm_title;subject_651;main_entry;subject_650	Final environmental impact statement for the proposed M-Pit mine expansion at the Montana Tunnels Mine in Jefferson County, Montana :	001018168	987448604		a	m	Print	I	I 53.59:M 87/FINAL/EXE.SUM.		
norm_title;subject_651;main_entry	Opinion and order of the District Court of the United States for the District of Montana in the Yellowtail Dam site case, together with certain other materials pertinent to S.J. Res. 12, Eighty-fifth Congress, now in conference.	001018938	21659707		a	m	Print	Y	Y 4.IN 8/13:Y 3/5		
varying_title;main_entry;subject_651;subject_650	Annual report 	001066805	1048262683		a	s	Online	I	I 53.2:M 76/9/	0631 (online)	https://purl.fdlp.gov/GPO/gpo107273;https://www.blm.gov/media/public-room/montana-dakotas
norm_title;varying_title;main_entry;subject_650	Voting access for Native Americans in Montana :	001165816	1302643082		a	m	Online	CR	CR 1.8/2-2:M 76/V 94	0288-A-17 (online)	https://purl.fdlp.gov/GPO/gpo161353;https://www.usccr.gov/files/2021/07-15-Native-American-Voting-Rights-Advisory-Memo.pdf
norm_title	A profile of forestry employment in Montana 	000000051	2012332		a	m	Print	A	A 13.78:INT-172		
norm_title;subject_650	Revegetation research on the Decker coal mine in southeastern Montana 	000001513	2192677		a	m	Print	A	A 13.78:INT-162		
norm_title;subject_650	Economic importance of tourism in Montana 	000001519	2030658		a	m	Print	A	A 13.78:INT-171		
norm_title;subject_650	Summary of snow survey measurements for Idaho and pertinent measurements in Montana, Wyoming, Utah, and Nevada 	000001603	2175125		a	m	Print	A	A 57.2:SN 6/26/921-74		
norm_title;subject_650	Watershed work plan, Alkali Creek watershed, Yellowstone County, Montana 	000001616	2050601		a	m	Print	A	A 57.59:AL 4		
subject_651;notes;norm_title;varying_title;subject_650	Mineral resources of the Absaroka Primitive Area and vicinity, Park and Sweet Grass counties, Montana 	000002728	1364642	1732319	a	m	Print	I	I 19.3:1391-B	0620	
norm_title	Glacier National Park, Montana :	000002894	2287971		a	m	Print	I	I 29.6:G 45/8/974		
norm_title;subject_650	National resource lands in Montana :	000002951	2294549		a	m	Print	I	I 53.11:M 76		
norm_title;subject_650	National resource lands in Montana :	000002952	2294427		a	m	Print	I	I 53.11:M 76/5		
norm_title;subject_650	National resource lands in Montana :	000002953	2294390		a	m	Print	I	I 53.11:M 76/6		
norm_title;subject_650	National resource lands in Montana :	000002954	2294409		a	m	Print	I	I 53.11:M 76/7		
norm_title;subject_650	Comparing actual timber growth with potential :	000004520	2325946		a	m	Print	A	A 13.79:INT-188		
subject_651;notes;norm_title;additional_creator_710;subject_650	Limnological studies of Flathead Lake, Montana :	000004942	2359085	2342799	a	m	Print	EP	EP 1.23:600/3-76-039	0431-I-11	
norm_title	Preliminary economic analysis of BCR bi-gas plant producing 250 million SCFD high BTU gas from two coal seam :	000004991	2358358		a	m	Print	ER	ER 1.11:ERDA 76-48		
norm_title	Glacier National Park, Montana 	000005337	986246		a	m	Print	I	I 29.79:G 45/2		
norm_title;subject_650	Providing for the study of certain lands in Montana to determine their suitability as wilderness :	000006255	2343449		a	m	Print	Y	94-2:S.RP.1027		
norm_title	Preliminary economic analysis of IGT Hygas plant producing 250-million-SCFD-high-BTU-gas from two coal seams :	000006553	2380733		a	m	Print	ER	ER 1.11:ERDA 76-47		
norm_title;varying_title;subject_651	Estimates of the population of Montana counties and metropolitan areas :	000010118	49505575		a	m	Print	C	C 3.186:P-26/75-26	0142-C	
norm_title;additional_creator_710;subject_650	Personnel management report for city of Billings, Montana 	000010190	2556746		a	m	Print	CS	CS 1.2:P 43/18		
norm_title	Selective withdrawal system :	000010301	2585532		a	m	Print	D	D 103.44:125-2		
norm_title;notes;subject_650	Flood plain information :	000010309	2548865		a	m	Print	D	D 103.47:D 58		
norm_title	The Bioenvironmental impact of a coal-fired power plant.	000010371	2184344		a	m	Print	EP	EP 1.23:600/3-76-013	0431-I-11	
norm_title	Plans for construction of a magnetohydrodynamics test facility in Montana, Energy Research and Development Administration :	000010451	2584797		a	m	Print	GA	GA 1.13:EMD-76-8		
norm_title;additional_creator_710;notes;subject_650	Projections of economic development associated with coal-related activity in Montana 	000010906	1880501		a	m	Print	Y	Y 3.N 81/4:2 C 63/4		
norm_title	Possible development of water from Madison Group and associated rock in Powder River basin, Montana-Wyoming 	000010929	1961000		a	m	Print	Y	Y 3.N 81/4:2 W 29/2		
norm_title;subject_651;subject_650	Paleozoic and Mesozoic stratigraphy of the northern part of the Ruby Range, southwestern Montana 	000012080	2021215		a	m	Print	I	I 19.3.1405-I	0620	
norm_title;subject_650	Type sections and stratigraphy of the members of the Blackleaf and Marias River Formations (Cretaceous) of the Sweetgrass arch, Montana :	000012112	2347355		a	m	Print	I	I 19.16:974		
norm_title;subject_650	Waterflooding of oilfields in Montana 	000012141	2629558		a	m	Print	I	I 28.23:8121		
norm_title;varying_title	Western spruce budworm in Idaho and Montana, 1976 :	000013025	2700642		a	m	Print	A	A 13.2:B 85/976		
norm_title;subject_650	Flathead and Clark Fork River Basins (Flathead River near Kalispell), Montana :	000013205	2670125		a	m	Print	D	D 103.22:F 61		
norm_title;subject_650	The Columbia River Basalt Group in the Spokane quadrangle, Washington, Idaho, and Montana 	000013524	2348965		a	m	Print	I	I 19.3:1413	0620	
norm_title;notes;subject_650	The legal status of homemakers in Montana 	000013930	2708914		a	m	Print	Y	Y 3.W 84:9/27		
norm_title;subject_650	Flathead and Clark Fork River Basins (Flathead River near Kalispell), Montana :	000014280	2670175		a	m	Print	Y	94-2:H.DOC.635		
norm_title	Mexacarbate and Bacillus thuringiensis for control of pine butterfly infestations :	000016653	2834240		a	m	Print	A	A 13.2:M 57		
norm_title;additional_creator_710;notes;subject_650	Water in carbonate rocks of the Madison Group in southeastern Montana :	000017124	2375138		a	m	Print	I	I 19.13:2043	625	
norm_title	Final environmental analysis record: Glenharold Mine coal lease, Miles City District, Montana 	000018299	2899793		a	m	Print	I	I 53.19/3:G 48	631	
norm_title	Final environmental analysis record: Velva Mine coal lease, Miles City District, Montana 	000018300	2899864		a	m	Print	I	I 53.19/3:V 54	629-C	
norm_title	Tributes to the Honorable Mike Mansfield of Montana :	000019237	2899763		a	m	Print	Y	94-2:S.DOC.270		
norm_title;subject_650	Forest habitat types of Montana 	000019684	3093193		a	m	Print	A	A 13.88:INT-34	83-B	
norm_title;additional_creator_710;notes;subject_650	Soil survey of Broadwater County area, Montana 	000019710	3042306		a	m	Print	A	A 57.38:B 78	102 (Rev. 1957)	
norm_title;additional_creator_710;notes;subject_650	Alluvial valley floors in east-central Montana and their relation to strippable coal reserves : reconnaissance report 	000020511	2953726		a	m	Print	EP	EP 1.2:AL 5	431-I-1	
norm_title;varying_title;subject_650	Proposed 20-year plan of mining and reclamation, Westmoreland Resources Tract III, Crow Indian Ceded Area, Montana.	000021338	3064080		a	m	Print	I	I 1.98:M 66	603-G	
notes;norm_title;varying_title;additional_creator_710;subject_650	Proposed plan of mining and reclamation, East Decker and North Extension mines, Decker Coal Company, Big Horn County, Montana.	000021339	3087613		a	m	Print	I	I 1.98:M 66/2/V.1-2	603-G	
norm_title;subject_651;subject_650	The Maudlow and Sedan Formations of the Upper Cretaceous Livingston Group on the west edge of the Crazy Mountains Basin, Montana 	000021350	2426330		a	m	Print	I	I 19.3:1422-B	0620	
norm_title;varying_title;subject_650	Flood insurance study :	000025055	3175729		a	m	Print	HH	HH 10.9:G 79 F	594-C-29	
norm_title;subject_650	Montana wilderness :	000025676	3175547		a	m	Print	Y	Y 4.EN 2:95-29	1040	
norm_title	Center sluice investigation, Libby Dam, Kootenai River, Montana :	000026151	2762805		a	m	Print	D	D 103.24/2:H-76-21		
norm_title;subject_650	Stillwater Complex, Montana :	000027587	2427643		a	m	Print	I	I 19.16:999	624	
norm_title;subject_650	Soil survey of Sheridan County, Montana 	000028331	3128441		a	m	Print	A	A 57.38:SH 5/4/ERRATUM-2	102(Rev.1957)	
norm_title;subject_651	Monthly normals of temperature, precipitation, and heating and cooling degree days 1941-1970 :	000031027	2106011		a	m	Print	C	C 55.286:M 76/941-70		
norm_title;subject_651	Monthly averages of temperature and precipitation for state climatic divisions 1941-1970 :	000031071	3522971		a	m	Print	C	C 55.286/2:M 76/941-70		
norm_title;subject_651;subject_650	Mineral resources of the proposed additions to the Scapegoat Wilderness, Powell and Lewis and Clark Counties, Montana :	000031795	2819288	148997611	a	m	Print	I	I 19.3:1430	0620	
norm_title;subject_650	Burlington Northern, Inc., Butte, Montana :	000032153	3521637		a	m	Print	TD	TD 3.110/3:100		
norm_title	Attrition of lodgepole pine snags on the Sleeping Child Burn, Montana 	000032991	3562580		a	m	Print	A	A 13.79:INT-219		
norm_title;subject_650	Absaroka-Beartooth Wilderness, State of Montana :	000035113	3600397		a	m	Print	Y	Y 4.EN 2:95-69	1040	
norm_title;subject_650	San Antonio Missions National Historic Park, Texas, Absaroka-Beartooth Wilderness, Montana, and Chattachoochee River National Recreation Area, Georgia :	000036774	3689753		a	m	Print	Y	Y 4.EN 2:95-74	1040	
norm_title;subject_650	Designating the Absaroka-Beartooth Wilderness, Custer and Gallatin National Forests, in the State of Montana :	000037093	3727008		a	m	Print	Y	95-2:H.RP.927	1008-A	
norm_title;additional_creator_710;notes;subject_650	Soil survey of Big Horn County area, Montana 	000037260	3803621		a	m	Print	A	A 57.38:B 48	102 (Rev. 1957)	
norm_title;subject_650	An act to designate the Absaroka-Beartooth Wilderness, Custer and Gallatin National Forests, in the State of Montana.	000041340	3833470		a	m	Print	Y	95-2:PUB.LAW 249	575	
norm_title;subject_650	Medicine lodge thrust system, East-Central Idaho and southwest Montana 	000042379	3774239		a	m	Print	I	I 19.16:1031	624	
norm_title;subject_650	Response of blue huckleberry to prescribed fires in a western Montana larch-fir forest 	000043415	2820760		a	m	Print	A	A 13.78:INT-188		
norm_title	Transmissometer evaluation at J. E. Corette Power Plant, Billings, Montana :	000043905	4042518		a	m	Print	EP	EP 1.2:T 68/4		
norm_title;subject_651;subject_650	The bioenvironmental impact of a coal-fired power plant.	000043927	4023330	221246463;661025237;1225756121	a	m	Print	EP	EP 1.23:600/3-78-021	0431-I-11	
norm_title	Report on the air preheater system for the mhd component development integration facility, Butte, Montana 	000044123	4054853		a	m	Print	ER	ER 1.11:TID-27153		
norm_title	Sluice pressures, gate vibrations and stilling basin wall pressures, Libby Dam, Kootenai River, Montana :	000047087	2612257		a	m	Print	D	D 103.24/2:H-76-17		
norm_title;subject_650	Natural resource geographic data bases for Montana and Wyoming 	000050887	4162172		a	m	Print	I	I 49.2:M 76	612	
norm_title;subject_650	Ewing (Snell) and ML Ranches, and Hillsboro :	000058500	3206251		a	m	Print	I	I 29.2:B 48/4		
norm_title;subject_650	Annotated bibliography of natural resource information :	000058523	4351669		a	m	Print	I	I 49.18:N 21 NW	616-A-1	
norm_title;subject_650	Providing for the conveyance of certain public lands in Montana to the occupants of the land :	000059148	4423293		a	m	Print	Y	95-2:H.RP.1454	1008-B	
norm_title	Research and Innovation in the Building Regulatory Process :	000059551	4531661		a	m	Print	C	C 13.10:518	0247	
norm_title	Ground-based sulfur dioxide measurements within a copper smelter plume, Anaconda, Montana 	000059878	4537092		a	m	Print	EP	EP 1.23/5:600/4-78-055	431-I-24	
norm_title;subject_650	Mineral resource potential of the Stillwater Complex and adjacent rocks in the northern part of the Mount Douglas quadrangles, southwestern Montana 	000060128	1095602		a	m	Print	I	I 19.4/2:684		
norm_title;subject_650	Instream flow strategies for Montana 	000060178	4471375		a	m	Print	I	I 49.83/2:M 76	611-S-1	
norm_title;subject_650	Designating the Great Bear Wildness, Flathead National Forest, and enlarging the Bob Marshall Wilderness, Flathead and Lewis and Clark National Forests, State of Montana :	000060793	4533975		a	m	Print	Y	95-2:H.RP.1616	1008-A	
norm_title;subject_650	An act to designate the Great Bear Wilderness, Flathead National Forest, and enlarge the Bob Marshall Wilderness, Flathead and Lewis and Clark National Forests, State of Montana.	000063295	4565126		a	m	Print	Y	95-2:PUB.LAW 546	575	
norm_title	Libby reregulating dam power units, Kootenai River, Montana, design memorandum 1, general design memorandum, phase I :	000064976	4785932		a	m	Print	D	D 103.22:K 83	334-A	
norm_title;subject_650	Airborne measurements of a copper smelter plume in Montana :	000065422	4816326		a	m	Print	EP	EP 1.23/5:600/4-78-054	431-I-24	
norm_title;varying_title;subject_651;subject_650	Rocks and mineral resources of the Wolf Creek area, Lewis and Clark and Cascade counties, Montana :	000065750	2835914		a	m	Print	I	I 19.3:1441	0620	
norm_title	Libby reregulating dam power units, Kootenai River, Montana, design memorandum 1, general design memorandum, phase I :	000066409	4785943		a	m	Print	Y	96-1:H.DOC.19		
norm_title	Bitterroot National Forest :	000066527	4689337	38347702	e	m	Print	A	A 13.28:B 54	0080-G	
norm_title;varying_title	Kootenai National Forest and east half Kaniksu National Forest, Idaho and Montana 	000066529	4977625		e	m	Print	A	A 13.28:K 83	80-G	
norm_title;varying_title;subject_650	Flood insurance study :	000067761	4963851		a	m	Print	HH	HH 10.9:EU 7/2	594-C-29	
norm_title;varying_title;subject_650	Flood insurance study :	000067785	4963764		a	m	Print	HH	HH 10.9:L 61/4	594-C-29	
norm_title;subject_651;subject_650	Mineral resources of the Beartooth primitive area and vicinity, Carbon, Park, Stillwater, and Sweet Grass Counties, Montana, and Park County, Wyoming 	000067840	2819246		a	m	Print	I	I 19.3:1391-F	0620	
norm_title;subject_650	Stillwater Complex, Montana :	000069379	3627143		a	m	Print	I	I 19.16:1038	624	
norm_title;additional_creator_710;subject_650	Minerals in the economy of Montana.	000069414	4099254		a	s	Print	I	I 28.37/4:M 76/979	639-C	
norm_title;subject_651;subject_650	1977 census of retail trade :	000070177	5208086	1225767101	a	m	Print	C	C 3.255/2:RC 77-A-27	0132-A-29	
norm_title;subject_651;subject_650	Montana exports.	000070247	5191365	1225751925	a	m	Print	C	C 57.29:M 76	0231-M-26	
norm_title;additional_creator_710;subject_650	Water quality of selected streams in the coal area of east-central Montana 	000070882	5175716		a	m	Print	I	I 19.42/4:78-142	624-B	
norm_title	Waterton/Glacier International Peace Park, Alberta and Montana 	000070913	31939682	5233504	e	m	Print	I	I 29.6:W 31	0651	
norm_title;varying_title;subject_650	Flood insurance study :	000072452	4984568		a	m	Print	HH	HH 10.9:W 58/6	594-C-29	
norm_title	Concrete performance in Yellowtail Dam, Montana :	000072479	3624916		a	m	Print	I	I 27.72:9-75		
norm_title;varying_title;subject_650	1977 census of service industries :	000073493	5277708		a	m	Print	C	C 3.257/2:SC 77-A-27	0132-A-29	
norm_title;varying_title;subject_650	Flood insurance study :	000074514	5321546		a	m	Print	HH	HH 10.9:B 98	594-C-29	
norm_title;subject_650	National resource lands in Montana :	000074749	5312597		a	m	Print	I	I 53.11:M 76/8	629-B	
norm_title;subject_650	Railrod accident report :	000075077	5373724		a	m	Print	TD	TD 1.112/3:79-7	982-I-11	
norm_title;subject_650	1977 census of transportation :	000076109	5398011		a	m	Print	C	C 3.233/5:TC 77-T-27	0160-D	
norm_title;subject_650	Census Bureau report sales in Montana's retail stores up 77.0 percent in 5-year period.	000076150	5514789		a	m	Print	C	C 3.255/2-2:RC 77-A-27 (A)	0132-A-29	
norm_title;varying_title;subject_650	Flood insurance study :	000076679	5425750		a	m	Print	HH	HH 10.9:B 41/20	594-C-29	
norm_title	Geology and mineral resources of the Lemhi Pass thorium district, Idaho and Montana 	000076853	3202609		a	m	Print	I	I 19.16:1049-A	624	
norm_title;subject_650	Wholesale trade in Montana rose 88.7 percent between 1972 and 1977, Census Bureau says.	000079548	5533542		a	m	Print	C	C 3.256/2-2:WC 77-A-27 (A)	0132-A-29	
norm_title;subject_651;subject_650	Montana's selected service industries showed a 91.6 percent increase in receipts between 1972 and 1977, Census report shows.	000079598	5581478		a	m	Print	C	C 3.257/2-2:SC 77-A-27 (A)	0132-A-29	
norm_title;subject_650	Final environmental statement on grazing management in the Missouri Brakes of Montana 	000080375	5619769		a	m	Print	I	I 1.98:M 69 O/FINAL	603-G	
norm_title;subject_650	Montana :	000080420	5542743		a	m	Print	I	I 27.55/2:M 76	660	
norm_title;subject_650	Response of breeding birds to aerial sprays of trichlorfon (dylox) and carbaryl (sevin-4-oil) in Montana forests 	000080528	5262942		a	m	Print	I	I 49.15/3:224	614-C	
norm_title	Lee Metcalf National Wildlife Refuge, Stevensville, Montana.	000080537	5667851		a	m	Print	I	I 49.44/2:M 56	612-C	
norm_title;subject_651;subject_650	Historical comparison photography :	000080547	5652746		a	m	Print	I	I 53.2:H 62/2		
norm_title;varying_title;subject_650	1977 census of retail trade :	000081464	5725111		a	m	Print	C	C 3.255/5:RC 77-C-27	0132-A-29	
norm_title;subject_650	Characteristics of physicians -- Montana :	000082288	5721317		a	m	Print	HE	HE 20.6617:M 76	507-J-1	
norm_title;subject_650	Activities and habitat use of pronghorns on Montana-Wyoming coal lands 	000082447	5652777		a	m	Print	I	I 49.2:P 94	612	
norm_title;subject_650	Birds of the Charles M. Russell National Wildlife Refuge, Montana.	000082457	5720732		a	m	Print	I	I 49.44/2:R 91	612-C	
norm_title;subject_650	Creston National Fish Hatchery, Kalispell, Montana.	000082462	5720740		a	m	Print	I	I 49.86:C 86	610-C	
norm_title;additional_creator_710	Ground-water-quality data from the northern Powder River Basin, southeastern Montana 	000083804	5812285		a	m	Print	I	I 19.76:79-1331	624-H	
norm_title;varying_title;subject_650	Flood insurance study :	000085577	5965996		a	m	Print	FEM	FEM 1.209:300008	594-C-29	
norm_title;varying_title;subject_650	Flood insurance study :	000085578	5965661		a	m	Print	FEM	FEM 1.209:300014	594-C-29	
norm_title;additional_creator_710	Hydrogeologic data from the northern Powder River Basin, southeastern Montana 	000085991	5951341		a	m	Print	I	I 19.76:79-1332	624-H	
