MATCHED_ON_CODE	MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	RECORD_TYPE_TEXT	RECORD_TYPE_CODE	RECORD_FORMAT_TEXT	RECORD_FORMAT_CODE	BIB_LEVEL_TEXT	BIB_LEVEL_CODE	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	SHIPPING_LIST	ONLINE_EQUIV	ONLINE_EQUIV_OCLC	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
Main entry	110	Overview of the environmental control measures and problems in the food processing industries	000065409	4770665	1225684398	Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.23/2:600/2-79-009			0431-I-12			1979		FALSE							
Main entry	110	Health effects of human exposure to barium in drinking water	000065417	4770451		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.23/4:600/1-79-003	EP 1.23/4:600/1-79-003		431-I-23			1979		FALSE							
Main entry	110	Pyrogenic activity of carbon-filtered waters	000065419	4828571		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.23/4:600/1-79-009	EP 1.23/4:600/1-79-009		431-I-23			1979		FALSE							
Subject added entry--topical term; Title statement; Name of publisher, distributor, etc.; Subject added entry--geographic name; Main entry	650; 245; 260/264$b; 651; 110	Ohio River and tributaries plan of development	000066881	4891348		Cartographic material	e	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.2:OH 3/6/974	D 103.2:OH 3/6/974					1974		FALSE							
Main entry	110	Tioga River mine drainage abatement project	000067432	4864476		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.23/8:600/7-79-035	EP 1.23/8:600/7-79-035		431-I-62			1979		FALSE							
Added entry--corporate name; Main entry	710; 110	Effects of selected asbestos fibers on cellular and molecular parameters	000070497	5199129		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.23/4:600/1-79-021	EP 1.23/4:600/1-79-021		431-I-23			1979		FALSE							
Main entry	110	Demand management demonstration project: stage 1, development of residential load characteristics and stage 4, demonstration of residential incremental cost pricing implemented by time-of-day metering	000071952	5063616		Language material	a	No attempt to code	|	Monograph/item	m	E			Department of Energy			E 1.28:HCP/B 8072-01	E 1.28:HCP/B 8072-01		429-T-4			1979		FALSE							
Main entry	110	Health effects of consumption of renovated water: chemistry and cytotoxicity	000072102	5016280		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.23/4:600/1-79-014	EP 1.23/4:600/1-79-014		431-I-23			1979		FALSE							
Main entry	110	Technological overview reports for eight shale oil recovery processes	000072128	5063215		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.23/8:600/7-79-075	EP 1.23/8:600/7-79-075		431-I-62			1979		FALSE							
Main entry	110	Capsule report, control of acidic air pollutants by coated baghouses	000072138	5033468		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 7.11:625/2-79-020	EP 7.11:625/2-79-020		473-C-4			1979		FALSE							
Main entry	110	Pathogenic naegleria: distribution in nature	000074053	5364787		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.23/4:600/1-79-018	EP 1.23/4:600/1-79-018		431-I-23			1979		FALSE							
Main entry	110	Health effects of aerosols emitted from an activated sludge plant	000074054	5306553		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.23/4:600/1-79-019	EP 1.23/4:600/1-79-019		431-I-23			1979		FALSE							
Added entry--corporate name; Main entry; General note	710; 110; 500	Environmental pollution control alternatives: economics of wastewater treatment alternatives for the electroplating industry.	000074072	5293436		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 7.2:AL 7/2	EP 7.2:AL 7/2		473-C-1			1979		FALSE							
Main entry	110	Control technology for the metal finishing industry: evaporators : summary report.	000074073	5274411		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 7.2:M 56/2/SUM.	EP 7.2:M 56/2/SUM.		473-C-1			1979		FALSE							
Main entry	110	Human viruses in the aquatic environment: a status report with emphasis on the EPA research program : report to Congress	000076465	5383442		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.2:AG 3/4	EP 1.2:AG 3/4		431-I-1			1978		FALSE							
Main entry	110	Soil genesis, hydrological properties, root characteristics and microbial activity of 1-to 50-year old stripmine spoils	000076518	5452768		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.23/8:600/7-79-100	EP 1.23/8:600/7-79-100		431-I-62			1979		FALSE							
Main entry	110	Removal of trace elements from acid mine drainage	000076519	5348031		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.23/8:600/7-79-101	EP 1.23/8:600/7-79-101		431-I-62			1979		FALSE							
Main entry	110	Bibliography on mined-land reclamation	000076520	5297400		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.23/8:600/7-79-102	EP 1.23/8:600/7-79-102		431-I-62			1979		FALSE							
Main entry	110	In-service improvements and modernization of all components of the instrument landing systems	000077121	5433027		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 4.509:78-112/V.1	TD 4.509:78-112/V.2	TD 4.509:78-112/V.1	431-B-5			1978		FALSE							
Main entry	110	Annual summary of technical awareness in the nonferrous metals industry	000085463	5896226		Language material	a	No attempt to code	|	Serial	s	EP			Environmental Protection Agency			EP 1.23/2:	EP 1.23/2:600/	EP 1.23/2:600/2-79-092	0431-I-12			19uu		FALSE							
Main entry	110	Surface and subsurface water quality hydrology in surface mined watersheds	000087647	6081096		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.23/8:600/7-79-193 A-	EP 1.23/8:600/7-79-193 A		431-I-62			1979-		FALSE							
Main entry	110	In-service improvements to reliability and maintainability of the instrument landing system	000088240	6056617		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 4.2:L 22/3	TD 4.2:L 22/3		431-C-8			1979		FALSE							
Main entry; Subject added entry--corporate name; Title statement	110; 610; 245	Three-year report of the United States Attorney for the Southern District of Ohio to the Attoney General: April 1, 1978--March 31, 1981.	000123014	8028852		Language material	a	No attempt to code	|	Monograph/item	m	J			Department of Justice			J 31.9:OH 3	J 31.9:OH 3					1981		FALSE							
Main entry; Title statement	110; 245	Meeting of the Depository Library Council to the Public Printer: held at the Christopher Inn, Columbus, Ohio, on Thursday, April 22, l976 at 9:00 o'clock, a.m.	000183510	10393886		Language material	a	No attempt to code	|	Monograph/item	m	GP			Government Publishing Office			GP 3.30:976	GP 3.30:976		551 (microfiche)			1976		FALSE							
Main entry	110	Health assessment document for toluene	000185386	10589202		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.23/9:600/8-82-008 F	EP 1.23/9:600/8-82-008 F		431-K-12 (microfiche)			1983		FALSE							
Main entry; Subject added entry--corporate name; General note	110; 610; 500	Tactical standing operating procedures: Lions of Battle, Troop L, 3rd Squadron, 107th ACR.	000309586	17812187		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 12.10:T 11	D 12.10:T 11		358			1984		FALSE							
Main entry; Subject added entry--topical term	110; 650	Strategic planning handbook: designing service delivery models for older adults in the suburbs	000316302	21834020		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 23.3008:SE 6/2	HE 23.3008:SE 6/2		447-A-3 (MF)			1988?		FALSE							
Main entry; Title statement; Subject added entry--topical term	110; 245; 650	Hate crime in Ohio	000472536	37235344		Language material	a	Microfiche	b	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:H 28/4			0288-A (MF)			1995	97-0516-M.	FALSE							
Main entry	110	17th International Microgravity Measurements Group meeting: final report, March 24-26, 1998	000510864	42288458		Language material	a	Microfiche	b	Monograph/item	m	NAS			National Aeronautics and Space Administration			NAS 1.55:208414			0830-H-10 (MF)			1998	99-0517-M.	FALSE							
Main entry; Title statement; Subject added entry--topical term	110; 245; 650	Employment opportunities for minorities in Montgomery County, Ohio	000526423	45087343		Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:2001038820			0288-A (online)			2000		FALSE		https://purl.fdlp.gov/GPO/LPS13240					
Subject added entry--topical term; Main entry; Subject added entry--corporate name; Name of publisher, distributor, etc.	650; 110; 610; 260/264$b	Comprehensive annual performance report	000570159	46846618		Language material	a	Microfiche	b	Serial	s	ED			Department of Education			ED 1.310/2:			0466-A-03 (MF)			19uu		FALSE							
Main entry; Title statement; Subject added entry--topical term	110; 245; 650	Briefing on civil rights issues facing Muslims and Arab Americans in Ohio post-September 11 before the Ohio Advisory Committee to the U.S. Commission on Civil Rights, November 14, 2001	000572121	51524535		Language material	a	Electronic	s	Monograph/item	m	CR			Civil Rights Commission			CR 1.8/2:M 91			0288-A-11(online)			2002?		FALSE		https://purl.fdlp.gov/GPO/LPS26256					
Subject added entry--topical term; Varying form of title; Subject added entry--corporate name; Title statement; Main entry	650; 246; 610; 245; 110	Annual report, Ohio	000626606	263688942		Language material	a	Electronic	s	Serial	s	PREX			Executive Office of the President			PREX 26.1/3:OH 3			0857-R-03 (online)			2005		FALSE		https://purl.fdlp.gov/GPO/LPS104609					
Subject added entry--topical term; Varying form of title; Subject added entry--corporate name; Title statement; Subject added entry--geographic name; Main entry	650; 246; 610; 245; 651; 110	Ohio High Intensity Drug Trafficking Area drug market analysis	000662659	519662898	1098373842	Language material	a	Online	o	Serial	s	PREX			Executive Office of the President			PREX 26.1/3:OH 3/			0857-R-03 (online)			2007-2011		FALSE		https://purl.fdlp.gov/GPO/LPS119423					
Main entry; Title statement; Subject added entry--topical term	110; 245; 650	Protecting inmate rights, prison reform or prision replacement?: report of Ohio Advisory Commission	000679937			Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:IN 6			0288-A			1976		FALSE							
Main entry; Title statement; Subject added entry--topical term	110; 245; 650	Protecting inmate rights, prison reform or prision replacement?: report of Ohio Advisory Committee	000679958			Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:IN 6/SUM.			0288-A			1976		FALSE							
Main entry; Subject added entry--corporate name; Title statement; Subject added entry--topical term	110; 610; 245; 650	Strategic plan for science: U.S. Geological Survey, Ohio Water Science Center, 2010-2015.	000715632	660007657		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.42/4-4:2010-5156			0624-B-02 (online)			2010		FALSE		https://purl.fdlp.gov/GPO/LPS125834			http://pubs.usgs.gov/sir/2010/5156/pdf/sir2010-5156.pdf		
Main entry; General note	110; 500	Methods for organic pesticides in water and wastewater, 1971	000775251	763492		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.8:P 43/2			0431-I-05			1972		FALSE							
Subject added entry--topical term; Title statement; Name of publisher, distributor, etc.; Subject added entry--geographic name; Main entry	650; 245; 260/264$b; 651; 110	Perspective of the Ohio River basin	000901894	5261519		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.2:OH 3/10						1964		FALSE							
Subject added entry--topical term; Main entry; Subject added entry--corporate name; Name of publisher, distributor, etc.	650; 110; 610; 260/264$b	Annual report	001027447	1332523593		Language material	a	No attempt to code	|	Serial	s	D			Department of Defense			D 12.1/8:						201u		TRUE	1332524208						
Main entry; Subject added entry--corporate name	110; 610	Air Force Research Laboratory success stories, a review of	001030079	1004771295		Language material	a	Online	o	Serial	s	D			Department of Defense			D 301.2:W 93/4/			0424 (online)			1998-2005		FALSE		https://purl.fdlp.gov/GPO/gpo85092					
Main entry; Subject added entry--corporate name	110; 610	Air Force Research Laboratory success stories, a review of	001030088	1004771083		Language material	a	No attempt to code	|	Serial	s	D			Department of Defense			D 301.2:W 93/4/						1998-2005		TRUE	1004771295						
Main entry; Subject added entry--corporate name; Subject added entry--topical term	110; 610; 650	Wright Laboratory success stories	001030109	1004771259		Language material	a	Online	o	Serial	s	D			Department of Defense			D 301.2:W 93/4/			0424 (online)			1993-1996		FALSE		https://purl.fdlp.gov/GPO/gpo85094					
Added entry--corporate name; Main entry; Varying form of title; Subject added entry--geographic name	710; 110; 246; 651	Cumberland terminus, C & O Canal National Historical Park, Cumberland, Maryland	001052667	232582088		Cartographic material	e	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 29.6:C 91/4						2007?		FALSE							
Main entry; Name of publisher, distributor, etc.	110; 260/264$b	Resistance of barge tows: model and prototype investigations : Civil Works Investigations 814 and 835	001053357	4183833		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.2:B 23/						1960		FALSE							
Added entry--corporate name; Subject added entry--topical term; Subject added entry--corporate name; Varying form of title; Name of publisher, distributor, etc.; Subject added entry--geographic name; Main entry	710; 650; 610; 246; 260/264$b; 651; 110	Minutes ... meeting, Coordinating Committee	001053842	681420913		Language material	a	No attempt to code	|	Serial	s	D			Department of Defense			D 103.2:OH 3/2/						1963		FALSE							
Subject added entry--topical term; Main entry; Subject added entry--corporate name; Name of publisher, distributor, etc.	650; 110; 610; 260/264$b	Annual report	001054925	1081308988		Language material	a	No attempt to code	|	Serial	s	VA			Department of Veterans Affairs			VA 1.1/19:						20uu		TRUE	1081308934						
Subject added entry--topical term; Main entry; Varying form of title; Subject added entry--corporate name	650; 110; 246; 610	Annual report	001055803	1081308934		Language material	a	Online	o	Serial	s	VA			Department of Veterans Affairs			VA 1.1/19:			0983-H-12 (online)			20uu		FALSE		https://purl.fdlp.gov/GPO/gpo114658			https://www.cleveland.va.gov/about/index.asp		
Main entry; Subject added entry--corporate name; Title statement; Name of publisher, distributor, etc.	110; 610; 245; 260/264$b	List of publications of the Ohio River Division Laboratories	001060366	3820222		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.39:OH 3/962						1962		FALSE							
Main entry; Title statement; Subject added entry--topical term; Subject added entry--geographic name	110; 245; 650; 651	Policing in Cincinnati, Ohio: official policy and vs. civilian reality : a report	001161382	7143390	13722241; 1001896083; 1052946525; 1057101597; 1060556407; 1083413851; 1109179931; 1225654288	Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:P 75/16			0288-A			1981		FALSE							
Subject added entry--topical term; Main entry; Subject added entry--corporate name; Name of publisher, distributor, etc.	650; 110; 610; 260/264$b	Annual report	001181748	1332524208		Language material	a	Online	o	Serial	s	D			Department of Defense			D 12.1/8:			0355-B-01 (online)			201u		FALSE		https://purl.fdlp.gov/GPO/gpo183631			https://www.dvidshub.net/search/?filter%5Bunit%5D=180FWONG&filter%5Btype%5D=publication_issue&sort=date		
Main entry	110	Environmental research publications, January 1971-July 1973	001250095	960820		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.21:EN 8/7						1973		FALSE							
Title statement; Subject added entry--topical term	245; 650	Timber industries of Ohio	000001570	2229187		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.80:NE-40	A 13.80:NE-40					1976		FALSE							
Title statement; Subject added entry--topical term	245; 650	Draft environmental impact statement for the Delaware County, Ohio Board of Commissioners: Olentangy Environmental Control Center and Interceptor System	000002367	2024586		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.57/4:01 2	EP 1.57/4:01 2					1976		FALSE							
Title statement	245	Environmental Protection Agency transfer of pesticide laboratories from Beltsville, Maryland and Washington, D.C., to Cincinnati, Ohio, should be reconsidered	000002498	2005831		Language material	a	No attempt to code	|	Monograph/item	m	GA			Government Accountability Office			GA 1.13:RED-75-388	GA 1.13:RED-75-388					1975		FALSE							
Title statement	245	Environmental Protection Agency transfer of pesticide laboratories from Beltsville, Maryland, and Washington, D.C., to Cincinnati, Ohio, should be reconsidered	000002499	2163076		Language material	a	No attempt to code	|	Monograph/item	m	GA			Government Accountability Office			GA 1.13:RED-75-389	GA 1.13:RED-75-389					1975		FALSE							
Title statement; Subject added entry--topical term	245; 650	Geologic and ground-control aspects of an experimental shortwall operation in the upper Ohio Valley	000002845	2152325		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 28.23:8112	I 28.23:8112					1976		FALSE							
Title statement; Subject added entry--topical term	245; 650	Screech owl: its life history and population ecology in northern Ohio	000002942	1974782		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 49.30:71	I 49.30:71					1975		FALSE							
Title statement	245	Effect of minor reactive metal additions on fracture toughness of iron-12-percent nickel alloy at -196 ̊and 25 ̊C / Walter R. Witzke and Joseph R. Stephens ; Lewis Research Center, Cleveland, Ohio	000003142	2281515		Language material	a	No attempt to code	|	Monograph/item	m	NAS			National Aeronautics and Space Administration			NAS 1.14:D-8232	NAS 1.14:D-8232					1976		FALSE							
Title statement; Subject added entry--topical term; Subject added entry--geographic name	245; 650; 651	Recommending the addition of the Little Beaver Creek, Ohio, to the national wild and scenic rivers system: message from the President of the United States ... February 10, 1976.	000003961	2237076		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:H.DOC.364	94-2:H.DOC.364					1976		FALSE							
Subject added entry--topical term; Title statement; General note; Added entry--corporate name	650; 245; 500; 710	Soil survey of Montgomery County, Ohio	000004613	2351777		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:M 76/5	A 57.38:M 76/5					1976		FALSE							
Title statement	245	Crimes against business: proceedings of a seminar held in Cincinnati, Ohio, September 25, 1975	000004802	2876410	2339026	Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 57.502:C 86/5			0215			1976		FALSE							
Title statement; Subject added entry--geographic name	245; 651	Greenup Locks and Dam on the Ohio River	000004899	2344488		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.2:G 85	D 103.2:G 85					1976		FALSE							
Title statement; Subject added entry--topical term	245; 650	Flood plain information: Ohio River, Bracken County, Kentucky.	000004900	2338713		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:B 72	D 103.47:B 72					1974		FALSE							
Title statement; Subject added entry--topical term	245; 650	Flood plain information: Ohio River, Clark County, Indiana.	000004901	2339702		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:C 55	D 103.47:C 55					1973		FALSE							
Title statement; Subject added entry--topical term	245; 650	Flood plain information: Ohio River, Lewis County, Kentucky.	000004912	2338659		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:L 58	D 103.47:L 58					1974?		FALSE							
Title statement; Subject added entry--topical term	245; 650	Flood plain information: Ohio River, Mason County, Kentucky.	000004917	2338684		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:M 38	D 103.47:M 38					1974		FALSE							
Title statement; Varying form of title; Subject added entry--topical term	245; 246; 650	Flood plain information: Mad River and Buck Creek, Springfield and vicinity, Ohio.	000004923	2339493		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:SP 8/4	D 103.47:SP 8/4					1974		FALSE							
Title statement; Subject added entry--topical term	245; 650	Using comprehensive employment and training act funds to rehire laid-off employees in Toledo, Ohio, Department of Labor: report of the Comptroller General of the United States.	000005049	2355394		Language material	a	No attempt to code	|	Monograph/item	m	GA			Government Accountability Office			GA 1.13:MWD-76-84	GA 1.13:MWD-76-84					1976		FALSE							
Title statement; Varying form of title; Subject added entry--geographic name	245; 246; 651	Chesapeake & Ohio Canal National Historical Park, District of Columbia-Maryland: general plan	000005323	3751290	2337995	Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 29.2:C 42/9			0648			1976	8959.	TRUE	681432007						
Title statement	245	Global peace, the Middle East, and the United States: speech, September 16, 1975, Cincinnati, Ohio	000005545	2307276		Language material	a	No attempt to code	|	Monograph/item	m	S			Department of State			S 1.106:K 64/26	S 1.106:K 64/26					1975		FALSE							
Subject added entry--topical term; Title statement; General note; Added entry--corporate name	650; 245; 500; 710	Soil survey of Lorain County, Ohio	000006357	2379495		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:L 88	A 57.38:L 88					1976		FALSE							
Subject added entry--topical term; Title statement; General note	650; 245; 500	Floods on the Ohio river, past and future: Bracken County, Kentucky.	000007895	2457864		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:B 72	D 103.47/2:B 72					1974		FALSE							
Title statement; Subject added entry--topical term	245; 650	Ohio River: floods in Clark County, Indiana ... how to avoid damage	000007897	2457437		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:C 54/2	D 103.47/2:C 54/2					1972		FALSE							
Title statement; Subject added entry--topical term	245; 650	Ohio River: floods in Henderson County, Kentucky, how to avoid damage	000007902	2474823		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:H 38/3	D 103.47/2:H 38/3					1973		FALSE							
Subject added entry--topical term; Title statement; General note	650; 245; 500	Floods on the Ohio River, past and future: Mason County, Kentucky.	000007906	2457608		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:M 38	D 103.47/2:M 38					1974		FALSE							
Title statement	245	Four questions by a student of economics: address by Arthur F. Burns before the 1975 December commencement, the University of Akron, Akron, Ohio, December 14, 1975.	000007978	2456132		Language material	a	No attempt to code	|	Monograph/item	m	FR			Federal Reserve System Board of Governors			FR 1.23:B 93/25	FR 1.23:B 93/25					1975		FALSE							
Title statement	245	Cities - our new frontier in education: remarks, before the conference of the Council of Great City Schools, Cleveland, Ohio, Oct. 26, 1975.	000008122	2474921		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 19.110:B 41/35	HE 19.110:B 41/35					1976?		FALSE							
Title statement	245	Job stress and the policy officer - identifying stress reduction techniques: proceedings of symposium, Cincinnati, Ohio, May 8-9, 1975	000008207	2416943		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.7102:J 57	HE 20.7102:J 57					1975 printed 1976		FALSE							
Title statement	245	Occupational health and safety symposia: [papers presented at the 35th AMA Congress on Occupational Health, held September 29-30, 1975, in Cincinnati, Ohio]	000008211	2155244		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.7102:OC 1/3	HE 20.7102:OC 1/3					1976		FALSE							
Subject added entry--topical term; Title statement; General note	650; 245; 500	Floods on Ohio River, past and future: Lewis County, Kentucky.	000009245	2512777		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:L 58	D 103.47/2:L 58					1974		FALSE							
Subject added entry--topical term; Title statement; General note	650; 245; 500	Buck Creek floods in the vicinity of Springfield, Ohio: how to avoid damage.	000009253	2515350		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:SP 8/3	D 103.47/2:SP 8/3					1974		FALSE							
Subject added entry--topical term; Title statement; General note	650; 245; 500	Floods on the Ohio River, past and future: Tyler County, W. Va.	000009254	2512714		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:T 97/2	D 103.47/2:T 97/2					1974		FALSE							
Title statement; Subject added entry--topical term	245; 650	Ohio parole officer aide program	000009494	2468856		Language material	a	No attempt to code	|	Monograph/item	m	J			Department of Justice			J 1.10:P 24	J 1.10:P 24					1976		FALSE							
