MATCHED_ON_CODE	MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	RECORD_TYPE_TEXT	RECORD_TYPE_CODE	RECORD_FORMAT_TEXT	RECORD_FORMAT_CODE	BIB_LEVEL_TEXT	BIB_LEVEL_CODE	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	SHIPPING_LIST	ONLINE_EQUIV	ONLINE_EQUIV_OCLC	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
Subject added entry--topical term; Title statement	650; 245	1977 census of transportation: truck and use survey, Rhode Island.	000070163	5192130		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.233/5:TC 77-T-40			0160-D			1979		FALSE							
Subject added entry--topical term; Title statement; Subject added entry--geographic name	650; 245; 651	1977 census of retail trade: geographic area series, Rhode Island.	000070184	5208127	1225801741	Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.255/2:RC 77-A-40			0132-A-29			1979		FALSE							
Subject added entry--topical term; Title statement; Subject added entry--geographic name	650; 245; 651	Rhode Island exports	000070260	5182935	1225744465	Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 57.29:R 34			0231-M-39			1978		FALSE							
Subject added entry--topical term; Title statement	650; 245	Navy in the Rhode Island area, annual report	000070344	5188195		Language material	a	No attempt to code	|	Serial	s	D			Department of Defense			D 207.201:978	D 207.201:978					19uu		FALSE							
Title statement	245	Geohydrologic impacts of coal development in the Narragansett Basin, Massachusetts and Rhode Island	000072472	4774530		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.13:2062	I 19.13:2062		625			1979		FALSE							
Subject added entry--topical term; Title statement	650; 245	Forest statistics for Rhode Island	000073110	3113462		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.80:NE-49	A 13.80:NE-49		83-B			1977		FALSE							
Subject added entry--topical term; Title statement; Added entry--corporate name	650; 245; 710	Minerals in the economy of Rhode Island	000074716	4286151		Language material	a	No attempt to code	|	Serial	s	I			Department of the Interior			I 28.37/4:R 34/	I 28.37/4:R 34/979		639-C			1978		FALSE							
Subject added entry--topical term; Title statement	650; 245	Census Bureau report sales in Rhode Island's retail stores up 37.9 percent in 5-year period	000076163	5515366		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.255/2-2:RC 77-A-40 (A)	C 3.255/2-2:RC 77-A-40 (A)		0132-A-42			1979		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	1977 census of manufactures: geographic area series, Rhode Island.	000079419	5531712		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.24/8:MC 77-A-40 (P)	C 3.24/8:MC 77-A-40 (P)		135			1979		FALSE							
Subject added entry--topical term; Title statement	650; 245	Wholesale trade in Rhode Island rose 48.4 percent between 1972 and 1977, Census Bureau says	000079558	5524981		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.256/2-2:WC 77-A-40 (A)	C 3.256/2-2:WC 77-A-40 (A)					1979		FALSE							
Subject added entry--topical term; Title statement; Subject added entry--geographic name	650; 245; 651	Rhode Island's selected service industries showed a 59.4 percent increase in receipts between 1972 and 1977, Census report shows	000079608	5585131		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.257/2-2:SC 77-A-40 (A)			0132-A-42			1979		FALSE							
Subject added entry--topical term; Title statement	650; 245	Characteristics of physicians -- Rhode Island: December 31, 1975	000080196	5666214		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.6617:R 34	HE 20.6617:R 34		507-J-1			1979		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	1977 census of retail trade: major retail centers in standard metropolitan statistical areas, Rhode Island.	000081466	5725148		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.255/5:RC 77-C-40	C 3.255/5:RC 77-C-40		0132-A-42			1979		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	1977 census of wholesale trade: geographic area series, Rhode Island.	000081468	5724814		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.256/2:WC 77-A-40	C 3.256/2:WC 77-A-40		0132-A-42			1979		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	1977 census of service industries: geographic area series, Rhode Island.	000084609	5950999		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.257/2:SC 77-A-40	C 3.257/2:SC 77-A-40		0132-A-42			1980		FALSE							
General note; Subject added entry--topical term; Title statement; Varying form of title	500; 650; 245; 246	Solar energy system performance evaluation: M. F. Smith Associates, Jamestown, Rhode Island	000085277	5971231		Language material	a	No attempt to code	|	Monograph/item	m	E			Department of Energy			E 1.28:SOLAR/1056-	E 1.28:SOLAR/1056-79/14		429-T-4			1979-		FALSE							
Subject added entry--topical term; Title statement	650; 245	Wholesale trade in Rhode Island rose 48.4 percent between 1972 and 1977, Census Bureau says	000087088	6061422		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.256/2-2:WC 77-A-40 (A)/REV.	C 3.256/2-2:WC 77-A-40 (A)/REV.		0132-A-42			1979		FALSE							
General note; Subject added entry--topical term; Title statement	500; 650; 245	Rhode Island soil interpretation tables	000090912	6239075		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.2:IN 8/2	A 57.2:IN 8/2					1975		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	1977 census of wholesale trade: geographic area series, Rhode Island.	000091130	6259766		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.256/2:WC 77-A-40/REV.	C 3.256/2:WC 77-A-40/REV.		0132-A-42			1980		FALSE							
Subject added entry--topical term; Title statement	650; 245	Marine accident report: fishing vessel M/V Lobsta-1 capsizing and sinking in the Atlantic Ocean, Point Judith, Rhode Island, September 23, 1978.	000094635	6336751		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 1.116:80-6	TD 1.116:80-6		982-I-21			1980		FALSE							
Subject added entry--topical term; Title statement	650; 245	Legal obstacles and incentives to the development of small scale hydroelectric power in Rhode Island	000101754	6655525		Language material	a	No attempt to code	|	Monograph/item	m	E			Department of Energy			E 1.30:04934-11	E 1.30:04934-11		429-T-7			1980		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	1978 census of agriculture, preliminary report, Rhode Island	000102934	6747164		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.31/7:AC 78-P-44-000	C 3.31/7:AC 78-P-44-000		152-B-40			1980		FALSE							
Title statement	245	1977 census of construction industries: geographic area series, New England States, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut.	000102988	6746177	29331813	Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.245/7:CC 77-A-1			0133-D-2			1980		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: town of Cumberland, Rhode Island, Providence County.	000103603	6752100		Language material	a	No attempt to code	|	Monograph/item	m	FEM			Federal Emergency Management Agency			FEM 1.209:440016	FEM 1.209:440016		594-C-43			1980		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: town of Scituate, Rhode Island, Providence County.	000103604	6809276		Language material	a	No attempt to code	|	Monograph/item	m	FEM			Federal Emergency Management Agency			FEM 1.209:440024	FEM 1.209:440024		594-C-43			1980		FALSE							
Subject added entry--topical term; Title statement; Added entry--corporate name; Subject added entry--geographic name	650; 245; 710; 651	Rhode Island landings	000112449	2497127	1038112831; 1060548238; 1098785122	Language material	a	No attempt to code	|	Serial	s	I	C		Department of Commerce	Department of the Interior		I 49.8/2:	C 55.309/2:		0610-A			19uu		FALSE							
Subject added entry--topical term; Title statement	650; 245	Chateau Clare, Woonsocket, Rhode Island, Rodman Candleworks, New Bedford, Massachusetts: rehabilitation through federal assistance	000116278	6494492		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 70.12/2:C 54	I 70.12/2:C 54		624-E-7			1979		FALSE							
Subject added entry--topical term; Title statement; Added entry--corporate name	650; 245; 710	Important farmlands, Newport County, Rhode Island	000116971	7889122		Cartographic material	e	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.69:N 47	A 57.69:N 47					1979		FALSE							
Subject added entry--topical term; Title statement	650; 245	Geographic distribution of federal funds in Rhode Island	000117273	3918833		Language material	a	No attempt to code	|	Serial	s	CSA			Community Services Administration			CSA 1.10:R 34/	CSA 1.10:R 34/980		0361-A-40			1977		FALSE							
Title statement; Subject added entry--geographic name	245; 651	State government employee compensation in Rhode Island, 1972	000118452	7771659		Language material	a	No attempt to code	|	Monograph/item	m	L			Department of Labor			L 2.71:433-37	L 2.71:433-37					1975		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Important farmlands, Providence and Bristol Counties, Rhode Island	000119376	7423134		Cartographic material	e	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.69:P 94	A 57.69:P 94					1980		FALSE							
Subject added entry--topical term; Title statement	650; 245	Water resources development by the U.S. Army Corps of Engineers ... Rhode Island	000119464	3175976		Language material	a	No attempt to code	|	Serial	s	D			Department of Defense			D 103.35:R 34/2/	D 103.35:R 34/2/977					19uu		FALSE							
Title statement	245	Nomination of Franics J. West, Jr., to be assistant secretary of defense for international security affairs: hearing before the Committee on Armed Services, United States Senate, Ninety-seventh Congress, first session, on nomination of Francis J. West, Jr., of Rhode Island, to be assistant secretary of defense (international security affairs).	000120311	7898561		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.AR 5/3:W 51	Y 4.AR 5/3:W 51					1981		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Soil survey of Rhode Island	000122084	8037035		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:R 34	A 57.38:R 34		102-B-40			1981		FALSE							
Subject added entry--topical term; Title statement	650; 245	Northeast corridor improvement project, final environmental impact statement, 4(f) statement, Providence, Rhode Island railraod and highway improvements	000123176	8035470		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 3.17:R 34	TD 3.17:R 34		701-C-2 (microfiche)			1981		FALSE							
Subject added entry--topical term; Title statement; Subject added entry--geographic name	650; 245; 651	State of Rhode Island coastal management program and final environmental impact statement	000123920	4480902		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.34/2:R 34			0250-E-18			1978?		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Pawtucket, Rhode Island, Providence County.	000124621	8098454		Language material	a	No attempt to code	|	Monograph/item	m	FEM			Federal Emergency Management Agency			FEM 1.209:440022	FEM 1.209:440022		594-C-43			1981		FALSE							
Subject added entry--topical term; General note; Added entry--corporate name; Subject added entry--geographic name; Title statement	650; 500; 710; 651; 245	Rhode Island catastrophic health insurance program: the first three years	000129585	7858257		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.6512/2:R 34	HE 20.6512/2:R 34		491-B-13 (microfiche)			1981		FALSE							
Subject added entry--topical term; Title statement	650; 245	Exploration of coal and anthracitic carbonaceous shale resources, Narragansett basin, Massachusetts and Rhode Island	000132216	8371879		Language material	a	No attempt to code	|	Monograph/item	m	E			Department of Energy			E 1.84:20029-1	E 1.84:20029-1					1981		FALSE							
Title statement	245	Catchment areas with unusually high proportions of some "high risk" groups, Region I: Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont	000132726	8299057		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.8133:11	HE 20.8133:11					1975		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Woonsocket, Rhode Island, Providence County.	000137461	8564012		Language material	a	No attempt to code	|	Monograph/item	m	FEM			Federal Emergency Management Agency			FEM 1.209:445411	FEM 1.209:445411		594-C-43			1981		FALSE							
Title statement	245	Geographical descriptions of community health catchment areas in region I, 1973: Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont	000137621	8522178		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.8133:1	HE 20.8133:1					1973?		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Central Falls, Rhode Island, Providence County.	000140117	8581973		Language material	a	No attempt to code	|	Monograph/item	m	FEM			Federal Emergency Management Agency			FEM 1.209:445394	FEM 1.209:445394		594-C-43			1981		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Warwick, Rhode Island, Kent County.	000140118	8609172		Language material	a	No attempt to code	|	Monograph/item	m	FEM			Federal Emergency Management Agency			FEM 1.209:445409	FEM 1.209:445409		594-C-43			1981		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: town of Exeter, Rhode Island, Washington County.	000141996	8677948		Language material	a	No attempt to code	|	Monograph/item	m	FEM			Federal Emergency Management Agency			FEM 1.209:440032	FEM 1.209:440032		594-C-43			1981		FALSE							
Subject added entry--topical term; Title statement; Subject added entry--geographic name	650; 245; 651	Reconnaissance map of surficial deposits in the Connecticut part of the Thompson quadrangle, Connecticut and Rhode Island	000142390	8659881		Cartographic material	e	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.76:81-1042	I 19.76:81-1042		624-H (microfiche)			1981		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	1981 White House Conference on Aging: state conference report from Rhode Island.	000143439	8652211		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.W 58/4:9 R 34/981	Y 3.W 58/4:9 R 34/981		1088 (microfiche)			1981		FALSE							
Subject added entry--topical term; Title statement	650; 245	Data on licensed pharmacists: Rhode Island, 1978.	000144581	8767912		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.6221:R 34/978	HE 20.6221:R 34/978		508 (microfiche)			1981		FALSE							
Subject added entry--topical term; Title statement	650; 245	Assessment of the Rhode Island Partnership Project	000146875	5087369		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 1.2:P 25	HH 1.2:P 25		582 (microfiche)			1979		FALSE							
Subject added entry--topical term; Title statement; Subject added entry--geographic name	650; 245; 651	1980 census of population and housing, Summary characteristics for governmental units and standard metropolitan statistical areas: Rhode Island.	000150464	8964336	37582092; 1225726493	Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.223/23:980/41			0156-M-39			1982		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: town of Lincoln, Rhode Island, Providence County.	000150845	8914036		Language material	a	No attempt to code	|	Monograph/item	m	FEM			Federal Emergency Management Agency			FEM 1.209:445400	FEM 1.209:445400		594-C-43 (microfiche)			1982		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: town of North Kingstown, Rhode Island, Washington County.	000159310	9310774		Language material	a	No attempt to code	|	Monograph/item	m	FEM			Federal Emergency Management Agency			FEM 1.209:445404	FEM 1.209:445404		594-C-34 (microfiche)			1982		FALSE							
