MATCHED_ON_CODE	MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	RECORD_TYPE_TEXT	RECORD_TYPE_CODE	RECORD_FORMAT_TEXT	RECORD_FORMAT_CODE	BIB_LEVEL_TEXT	BIB_LEVEL_CODE	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	SHIPPING_LIST	ONLINE_EQUIV	ONLINE_EQUIV_OCLC	ONLINE_EQUIV_IN_CGP	ONLINE_EQUIV_CGP_SYS_NO	ONLINE_EQUIV_PURL	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
Subject added entry--topical term; Title statement	650; 245	Summer benthic fish fauna of Sandy Hook Bay, New Jersey	000010162	2086266		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.13:NMFS SSRF-698			0208-B-07			1976		FALSE		FALSE								
Title statement	245	Remarks, before Annual Meeting of the National Schools Committee for Economic Education, Inc., Absecon, New Jersey, Feb. 23, 1974	000010523	2549800		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 5.8:SA 8/5	HE 5.8:SA 8/5					1976?		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	New Jersey Coastal Inlets and Beaches--Barnegat Inlet to Longport: Communication from the Assistant Secretary of the Army (Civil Works) transmitting a letter from the Chief of Engineers, Department of the Army, submitting a report on New Jersey Coastal Inlets and Beaches--Barnegat Inlet to Longport, in partial response to a resolution of the Senate Committee on Pub	000013220	2669124		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.22:N 42 J/5	D 103.22:N 42 J/5					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	New Jersey Coastal Inlets and Beaches Hereford Inlet to Delaware Bay Entrance to Cape May Canal: Communication from the Assistant Secretary of the Army (Civil Works) transmitting a letter from the Chief of Engineers, Department of the Army, submitting a report on New Jersey Coastal Inlets and Beaches--Hereford Inlet to the Delaware Bay Entrance to the Cape May Canal, in response to a resolution	000013221	2669202		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.22:N 42 J/6	D 103.22:N 42 J/6					1976		FALSE		FALSE								
Title statement	245	Wallkill River, New York and New Jersey--Black Dirt Area: Communication from the Assistant Secretary of the Army (Civil Works) transmitting a letter from the Chief of Engineers, Department of the Army, submitting a report, together with accompanying papers and illustrations, on the Wallkill River, New York and New Jersey, in partial response to a resolutio	000013232	2668792		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.22:W 15/2	D 103.22:W 15/2					1976		FALSE		FALSE								
Title statement	245	CO in vehicle inspection stations: feasibility of achieving the NIOSH recommended carbon monoxide standards in New Jersey motor vehicle inspection stations	000013488	2707497		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.7102:C 17	HE 20.7102:C 17					1976		FALSE		FALSE								
Title statement	245	Wallkill River, New York and New Jersey--Black Dirt Area: Communication from the Assistant Secretary of the Army (Civil Works) transmitting a letter from the Chief of Engineers, Department of the Army, submitting a report, together with accompanying papers and illustrations, on the Wallkill River, New York and New Jersey, in partial response to a resolutio	000014246	2668802		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:H.DOC.499	94-2:H.DOC.499					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	New Jersey Coastal Inlets and Beaches Hereford Inlet to Delaware Bay Entrance to Cape May Canal: Communication from the Assistant Secretary of the Army (Civil Works) transmitting a letter from the Chief of Engineers, Department of the Army, submitting a report on New Jersey Coastal Inlets and Beaches--Hereford Inlet to the Delaware Bay Entrance to the Cape May Canal, in response to a resolution	000014285	2669216		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:H.DOC.641	94-2:H.DOC.641					1976		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Summit, Union County, New Jersey.	000015041	2742212		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:SU 6	HH 10.9:SU 6		594-A-2			1976		FALSE		FALSE								
Subject added entry--topical term; General note; Added entry--corporate name; Title statement	650; 500; 710; 245	Soil survey of Somerset County, New Jersey	000016700	2768479		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:SO 5/5	A 57.38:SO 5/5		102 (Rev. 1957)			1976		FALSE		FALSE								
Title statement	245	Geologic evaluation of waste-storage potential in selected segments of the Mesozoic aquifer system below the zone of fresh water, Atlantic Coastal Plain, North Carolina through New Jersey	000018222	1009534		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.16:881	I 19.16:881/PLATES	I 19.16:881	624			1976		FALSE		FALSE								
Subject added entry--topical term; General note; Added entry--corporate name; Title statement	650; 500; 710; 245	Soil survey of Cape May County, New Jersey	000019712	3039738		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:C 17/3	A 57.38:C 17/3		102 (Rev. 1957)			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	New Jersey Coastal Inlets and Beaches--Barnegat Inlet to Longport: Communication from the Assistant Secretary of the Army (Civil Works) transmitting a letter from the Chief of Engineers, Department of the Army, submitting a report on New Jersey Coastal Inlets and Beaches--Barnegat Inlet to Longport, in partial response to a resolution of the Senate Committee on Pub	000022739	2669143		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:H.DOC.631	94-2:H.DOC.631					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Water resources data for New Jersey	000023709	1160319	5795213; 3642273	Language material	a	No attempt to code	|	Serial	s	I			Department of the Interior			I 19.53/2:NJ-			0619-E-30			1965		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: Borough of Allendale, New Jersey, Bergen County.	000024970	3173309		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:AL 5	HH 10.9:AL 5		594-C-33			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: Borough of Bergenfield, New Jersey, Bergen County.	000024984	3181917		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:B 45	HH 10.9:B 45		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Bloomfield, New Jersey, Essex County.	000024987	3172941		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:B 62/3	HH 10.9:B 62/3		594-C-33			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: Borough of Dumont, New Jersey, Bergen County.	000025022	3181568		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:D 89	HH 10.9:D 89		594-C-33			1977		FALSE		FALSE								
Varying form of title; General note; Subject added entry--topical term; Title statement; Added entry--corporate name	246; 500; 650; 245; 710	Flood insurance study: Borough of East Newark, New Jersey, Hudson County.	000025028	3181636		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:EA 7 N/2	HH 10.9:EA 7 N/2		594-C-33			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: township of Green Brook, New Jersey, Somerset County.	000025056	3182415		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:G 82	HH 10.9:G 82		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: Borough of Haddonfield, New Jersey, Camden County.	000025061	3191787		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:H 11	HH 10.9:H 11		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Harrison, New Jersey, Hudson County.	000025066	3181696		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:H 24/4	HH 10.9:H 24/4		594-C-33			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: Borough of Highland Park, Middlesex County, New Jersey.	000025069	3183270		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:H 53/3	HH 10.9:H 53/3		594-C-33			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: Borough of Ho-Ho-Kus, New Jersey, Bergen County.	000025070	3194328		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:H 68	HH 10.9:H 68		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: township of Lacey, New Jersey, Ocean County.	000025082	3176850		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:L 11/2	HH 10.9:L 11/2		594-C-33			l977 printing		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: township of Manslapan, New Jersey, Monmouth County.	000025106	3179190		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:M 31/4	HH 10.9:M 31/4		594-C-33			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: Borough of Mantoloking, Ocean County, New Jersey.	000025107	3181596		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:M 31/5	HH 10.9:M 31/5		594-C-33			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: township of Maplewood, New Jersey, Essex County.	000025109	3192499		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:M 32/2	HH 10.9:M 32/2		594-C-33			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: Borough of Maywood, New Jersey, Bergen County.	000025113	3176163		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:M 45/2	HH 10.9:M 45/2		594-C-33			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: township of Middle, Cape May County, New Jersey.	000025116	3181615		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:M 58	HH 10.9:M 58		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: Borough of Midland Park, New Jersey, Bergen County.	000025117	3176125		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:M 58/2	HH 10.9:M 58/2		594-C-33			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Montclair New Jersey, Essex County.	000025121	3182057		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:M 76	HH 10.9:M 76		594-C-33			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: Borough of New Milford, New Jersey, Bergen County.	000025135	3181678		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:N 42 M	HH 10.9:N 42 M		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Nutley, New Jersey, Essex County.	000025141	3194601		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:N 95	HH 10.9:N 95		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: township of Ocean, New Jersey, Monmouth County.	000025142	3181927		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:OC 2/2	HH 10.9:OC 2/2		594-C-33			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: Borough of Old Tappan, New Jersey, Bergen County.	000025146	3194852		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:OL 1	HH 10.9:OL 1		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: township of Passaic, Morris County, New Jersey.	000025155	3181820		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:P 26	HH 10.9:P 26		594-C-33			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Flood insurance study: township of Pennsauken, New Jersey Camden County.	000025156	3197426		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:P 38/2	HH 10.9:P 38/2		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: Borough of Riverton, Burlington County, New Jersey.	000025179	3194246		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:R 52	HH 10.9:R 52		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: Borough of Saddle River, New Jersey, Bergen County.	000025186	3181647		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:SA 1	HH 10.9:SA 1		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: township of Scotch Plains, New Jersey, Union County.	000025202	3181754		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:SCO 8 P	HH 10.9:SCO 8 P		594-C-33			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: village of South Orange, New Jersey, Essex County.	000025211	3183242		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:SO 8 O	HH 10.9:SO 8 O		594-C-33			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: Borough of Upper Saddle River, New Jersey, Bergen County.	000025235	3192460		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:UP 6 S	HH 10.9:UP 6 S		594-C-33			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of West Orange, New Jersey, Essex County.	000025248	3180340		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:W 52 O	HH 10.9:W 52 O		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: township of Wyckoff, New Jersey, Bergen County.	000025263	3176877		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:W 97	HH 10.9:W 97		594-C-33			1977		FALSE		FALSE								
Subject added entry--topical term; General note; Title statement	650; 500; 245	Legal status of homemakers in New Jersey	000025625	3200957		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.W 84:9/31	Y 3.W 84:9/31		1089			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: township of Hanover, New Jersey, Morris County.	000026343	3256966		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:H 19/3	HH 10.9:H 19/3		594-C-33			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: township of Lawrence, New Jersey, Mercer County.	000026345	3283172		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:L 43	HH 10.9:L 43		594-C-33			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: Borough of Peapack and Gladstone, New Jersey, Somerset County.	000027540	3407252		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:P 31/2	HH 10.9:P 31/2		594-C-33			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: township of Warren, New Jersey, Somerset County.	000027563	3366191		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:W 25/3	HH 10.9:W 25/3		594-C-33			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: Borough of Little Silver, New Jersey, Monmouth County.	000028980	3488586		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:L 72 S	HH 10.9:L 72 S		594-C-42			1976		FALSE		FALSE								
