MATCHED_ON_CODE	MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	RECORD_TYPE_TEXT	RECORD_TYPE_CODE	RECORD_FORMAT_TEXT	RECORD_FORMAT_CODE	BIB_LEVEL_TEXT	BIB_LEVEL_CODE	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	SHIPPING_LIST	ONLINE_EQUIV	ONLINE_EQUIV_OCLC	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
General note; Main entry	500; 110	Deepwater pilot plant treatability study	001027994	761037646		Language material	a	Online	o	Monograph/item	m	EP			Environmental Protection Agency			EP 1.23/2:660/2-73-038			0431-I-12 (online)			1974		FALSE		https://purl.fdlp.gov/GPO/gpo84435			https://nepis.epa.gov/Exe/ZyPDF.cgi/91017I80.PDF?Dockey=91017I80.PDF		
Main entry	110	Emancipation of the slaves of rebels. (To accompany Bill H.R. No. 472.) June 17, 1862. -- Ordered to be printed	001147357	1064020191		Language material	a	Online	o	Monograph/item	m	Y			Congress			37-2:H.RP.120	Y 1.1/2:1145					1862		FALSE		https://purl.fdlp.gov/GPO/gpo170609			https://www.govinfo.gov/content/pkg/SERIALSET-01145_00_00-036-0120-0000/pdf/SERIALSET-01145_00_00-036-0120-0000.pdf		
Main entry	110	Emancipation and colonization. (To accompany Bill H.R. No. 576.) July 16, 1862. -- Ordered to be printed	001147360	1064023384		Language material	a	Online	o	Monograph/item	m	Y			Congress			37-2:H.RP.148	Y 1.1/2:1145					1862		FALSE		https://purl.fdlp.gov/GPO/gpo170612			https://www.govinfo.gov/content/pkg/SERIALSET-01145_00_00-064-0148-0000/pdf/SERIALSET-01145_00_00-064-0148-0000.pdf		
Title statement; Subject added entry--topical term	245; 650	Public service employment in Delaware under title VI of the Comprehensive employment and training act : Department of Labor: report of the Comptroller General of the United States.	000000603	2139873		Language material	a	No attempt to code	|	Monograph/item	m	GA			Government Accountability Office			GA 1.13:MWD-76-61	GA 1.13:MWD-76-61					1975		FALSE							
Subject added entry--geographic name; Title statement; Subject added entry--topical term	651; 245; 650	Heat dispersion in physical estuarine models: report 2, experiments in the Delaware River model, report 2 of a series	000002167	2198374		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.24/5:H-75-2/RPT.2	D 103.24/5:H-75-2/RPT.2					1976		FALSE							
Title statement	245	Draft environmental impact statement for the Delaware County, Ohio Board of Commissioners: Olentangy Environmental Control Center and Interceptor System	000002367	2024586		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.57/4:01 2	EP 1.57/4:01 2					1976		FALSE							
Subject added entry--geographic name; Title statement	651; 245	Delaware Water Gap National Recreation Area, New Jersey and Pennsylvania	000002924	2286214		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 29.39:D 37/974	I 29.39:D 37/974					1974		FALSE							
Title statement; Subject added entry--topical term	245; 650	Predicted oil slick movement from various locations off the New Jersey-Delaware coastline: final report	000003406	2092758		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 5.25/2:137-75	TD 5.25/2:137-75					1975		FALSE							
Title statement; Subject added entry--topical term	245; 650	Computer simulation technique for oil spills off the New Jersey-Delaware coastline: final report	000003408	2081674		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 5.25/2:171-75	TD 5.25/2:171-75					1975		FALSE							
Title statement; Subject added entry--topical term	245; 650	You benefit from drainage in Delaware	000004597	2340936		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.2:D 37/2	A 57.2:D 37/2					1974		FALSE							
Subject added entry--geographic name; Varying form of title; Title statement	651; 246; 245	Estimates of the population of Delaware counties and metropolitan areas: July 1, 1974 and 1975.	000004667	2344695		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.186:P-26/75-8			0142-C			1976		FALSE							
Title statement; Subject added entry--topical term	245; 650	Proposed new energy technologies off the shores of New Jersey and Delaware: what are the implications? Congress wants to know ...	000005702	2314802		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.T 22/2:2 EN 2	Y 3.T 22/2:2 EN 2					1976?		FALSE							
Title statement; Subject added entry--topical term	245; 650	Federal outlays in Delaware;: a report of the Federal Government's impact by state, county, and large city.	000007747	1929406		Language material	a	No attempt to code	|	Serial	s	CSA			Community Services Administration			CSA 1.10:D 37/975	CSA 1.10:D 37/975					1975		FALSE							
Title statement; Subject added entry--topical term	245; 650	Flood plain information: Pike Creek, New Castle County, Delaware.	000009229	2535451		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:N 42 C/3	D 103.47:N 42 C/3					1975		FALSE							
General note; Varying form of title; Title statement; Subject added entry--topical term	500; 246; 245; 650	Floods: Pike Creek, New Castle County, Delaware.	000009249	2513060		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:N 42 C	D 103.47/2:N 42 C					1976		FALSE							
Varying form of title; Title statement	246; 245	Public Law 94-510, Oct. 15, 1976: an act to designate the Federal office building located in Dover, Delaware, as the "J. Allen Frear Building".	000012848	2607683		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:PUB.LAW 510	94-2:PUB.LAW 510					1976		FALSE							
Title statement	245	New Jersey Coastal Inlets and Beaches Hereford Inlet to Delaware Bay Entrance to Cape May Canal: Communication from the Assistant Secretary of the Army (Civil Works) transmitting a letter from the Chief of Engineers, Department of the Army, submitting a report on New Jersey Coastal Inlets and Beaches--Hereford Inlet to the Delaware Bay Entrance to the Cape May Canal, in response to a resolution	000013221	2669202		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.22:N 42 J/6	D 103.22:N 42 J/6					1976		FALSE							
Title statement	245	New Jersey Coastal Inlets and Beaches Hereford Inlet to Delaware Bay Entrance to Cape May Canal: Communication from the Assistant Secretary of the Army (Civil Works) transmitting a letter from the Chief of Engineers, Department of the Army, submitting a report on New Jersey Coastal Inlets and Beaches--Hereford Inlet to the Delaware Bay Entrance to the Cape May Canal, in response to a resolution	000014285	2669216		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:H.DOC.641	94-2:H.DOC.641					1976		FALSE							
Varying form of title; Title statement	246; 245	Flood insurance study: Borough of Darby, Pennsylvania, Delaware County.	000025013	3183009		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:D 24	HH 10.9:D 24		594-C-41			1977		FALSE							
General note; Varying form of title; Title statement; Added entry--corporate name	500; 246; 245; 710	Flood insurance study: township of Edgmont, Pennsylvania, Delaware County.	000025034	3192647		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:ED 3	HH 10.9:ED 3		594-C-41			1977		FALSE							
General note; Varying form of title; Title statement; Added entry--corporate name	500; 246; 245; 710	Flood insurance study: Borough of Folcroft, Pennsylvania, Delaware County.	000025045	3176407		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:F 69	HH 10.9:F 69		594-C-41			1977		FALSE							
General note; Varying form of title; Title statement; Added entry--corporate name	500; 246; 245; 710	Flood insurance study: township of Haverford, Pennsylvania, Delaware County.	000025067	3179033		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:H 29/2	HH 10.9:H 29/2		594-C-41			1977		FALSE							
General note; Varying form of title; Title statement; Added entry--corporate name	500; 246; 245; 710	Flood insurance study: township of Marple, Pennsylvania, Delaware County.	000025111	3192567		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:M 34	HH 10.9:M 34		594-C-41			1977		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: city of Milford, Delaware, Kent and Sussex Counties.	000025118	3179678		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:M 59/2	HH 10.9:M 59/2		594-A-2			1977		FALSE							
General note; Varying form of title; Title statement; Added entry--corporate name	500; 246; 245; 710	Flood insurance study: Borough of Parkside, Pennsylvania, Delaware County.	000025154	3176885		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:P 23	HH 10.9:P 23		594-C-41			1977		FALSE							
General note; Varying form of title; Title statement; Added entry--corporate name	500; 246; 245; 710	Flood insurance study: township of Radnor, Pennsylvania, Delaware County.	000025174	3179523		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:R 11	HH 10.9:R 11		594-C-41			1977		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: township of Smyrna, Delaware, Kent County.	000025208	3180051		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:SM 9	HH 10.9:SM 9		594-A-2			1977		FALSE							
General note; Varying form of title; Title statement; Added entry--corporate name	500; 246; 245; 710	Flood insurance study: Borough of Trainer, Pennsylvania, Delaware County.	000025230	3176773		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:T 68	HH 10.9:T 68					1977		FALSE							
Title statement; Subject added entry--topical term	245; 650	Railroad accident report: collision of Penn Central Transportation Company operated passenger trains numbers 132, 944, and 939, near Wilmington, Delaware, Oct. 17, 1975.	000025474	3228062		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 1.112/3:76-7	TD 1.112/3:76-7					1975		FALSE							
Varying form of title; Title statement	246; 245	Flood insurance study: city of Dyersville, Iowa, Dubuque and Delaware Counties.	000026341	3283156		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:D 98	HH 10.9:D 98		594-C-18			1977		FALSE							
Title statement	245	Fish and hydrographic collections made by the research vessels Dolphin and Delaware II during 1968-72 from New York to Florida	000027100	2095296	34251461; 150470177; 757675710; 1166453746; 1166534918; 1298276130	Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.13:NMFS SSRF-697			0208-B-07			1976		FALSE							
Varying form of title; Title statement	246; 245	Flood insurance study: township of Concord, Pennsylvania, Delaware County.	000027511	3390430		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:C 74/2	HH 10.9:C 74/2		594-C-41			1977		FALSE							
General note; Varying form of title; Title statement; Added entry--corporate name	500; 246; 245; 710	Flood insurance study: township of Springfield, Pennsylvania, Delaware County.	000027557	3407214		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:SP 8/4	HH 10.9:SP 8/4		594-C-41			1977		FALSE							
Title statement; Subject added entry--topical term	245; 650	Tankers and oil transfer operations on the Delaware River and Bay: U. S. Coast Guard, Department of Transportation : report of the Comptroller General of the United States.	000028662	3238363		Language material	a	No attempt to code	|	Monograph/item	m	GA			Government Accountability Office			GA 1.13:CED-77-124	GA 1.13:CED-77-124		546-D (microfiche)			1977		FALSE							
Title statement; Subject added entry--topical term	245; 650	Conservation now for future quality: Delaware SCS accomplishments in 1975.	000030845	3529179		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.2:C 76/25	A 57.2:C 76/25					1976		FALSE							
Subject added entry--geographic name; Title statement	651; 245	Monthly normals of temperature, precipitation, and heating and cooling degree days 1941-1970: Delaware - Maryland.	000031012	2106011		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.286:D 37/941-70	C 55.286:D 37/941-70					1973		FALSE							
Subject added entry--geographic name; Title statement	651; 245	Monthly averages of temperature and precipitation for state climatic divisions 1941-1970: Delaware - Maryland.	000031057	3522971		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.286/2:D 37/941-70	C 55.286/2:D 37/941-70					1973		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: Kent County, Delaware, unincorporated areas.	000034057	3632772		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:K 41	HH 10.9:K 41		594-C-9			1976		FALSE							
Title statement; Subject added entry--topical term	245; 650	River basins of the United States: the Delaware.	000034128	3600181		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.56:D 37/977	I 19.56:D 37/977					1977		FALSE							
General note; Title statement; Subject added entry--topical term	500; 245; 650	Legal status of homemakers in Delaware	000035058	3518764		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.W 84:9/8	Y 3.W 84:9/8		1089			1977		FALSE							
Subject added entry--geographic name; Title statement	651; 245	Wild and scenic river recommendation: Upper Delaware River, New York and Pennsylvania.	000035220	3569268		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			95-1:H.DOC.164/PT.11	95-1:H.DOC.164/PT.11					1977		FALSE							
Subject added entry--geographic name; Title statement; Subject added entry--topical term	651; 245; 650	Delaware River, Philadelphia, Pennsylvania to Trenton, New Jersey: letter from the Secretary of the Army, transmitting, a letter from the Chief of Engineers, Department of the Army, dated October 24, 1975, submitting a report, together with accompanying papers and illustrations, on Delaware River, Philadelphia, Pennsylvania to Trenton, New Jersey, requested by a re	000039564	3889441		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.22:D 37/9	D 103.22:D 37/9		334-A			1978		FALSE							
Title statement; Subject added entry--topical term	245; 650	Followup report on services to veterans in Delaware under title VI of the Comprehensive employment and training act: Department of Labor : report to the Senate Committee on Veterans' Affairs	000040134	3851294		Language material	a	No attempt to code	|	Monograph/item	m	GA			Government Accountability Office			GA 1.13:HRD-77-16	GA 1.13:HRD-77-16		546-D (microfiche)			1977		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Newport, Delaware, New Castle County.	000040523	3860700		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:N 47/3	HH 10.9:N 47/3		594-C-9			1978		FALSE							
Title statement; Subject added entry--topical term	245; 650	Pesticide use observations in Kent County, Delaware, June 2-7, 1976	000042081	3898554		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.2:P 43/14	EP 1.2:P 43/14					1976		FALSE							
Subject added entry--geographic name; Title statement; Subject added entry--topical term	651; 245; 650	Distribution of phytoplankton in Delaware lakes	000042100	3879577	1225654959	Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.23:600/3-78-027			0431-I-11			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Milton, Delaware, Sussex County.	000044583	3980699		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:M 64/3	HH 10.9:M 64/3		594-C-9			1978		FALSE							
General note; Title statement; Subject added entry--topical term	500; 245; 650	Final environmental impact statement for the Delaware County, Ohio Board of Commissioners, Olentagy Environmental Control Center and Interceptor System	000047610	4128790		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.57/3:OL 2	EP 1.57/3:OL 2					1976		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Henlopen Acres, Delaware, Sussex County.	000048237	4087002		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:H 38/2	HH 10.9:H 38/2		594-C-9			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Millsboro, Delaware, Sussex County.	000048263	4102435		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:M 62	HH 10.9:M 62		594-C-9			1978		FALSE							
General note; Title statement; Subject added entry--topical term	500; 245; 650	Environmental impact statement for the Marshyhope Creek watershed: Kent and Sussex Counties, Delaware, Caroline and Dorchester Counties, Maryland.	000049575	4158327		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.65/2:M 35	A 57.65/2:M 35					1977		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Leipsic, Delaware, Kent County.	000050764	4199291		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:L 53	HH 10.9:L 53		594-C-9			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: township of Nether Providence, Pennsylvania, Delaware County.	000052880	4300426		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:N 38	HH 10.9:N 38		594-C-41			1978		FALSE							
Varying form of title; Title statement	246; 245	Flood insurance study: city of Westerville, Ohio, Franklin and Delaware Counties.	000052938	4178768		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:W 52/7	HH 10.9:W 52/7		594-C-38			1978		FALSE							
Subject added entry--geographic name; Title statement	651; 245	Discovering Delaware Water Gap	000058502	4449359		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 29.2:D 37/2	I 29.2:D 37/2		648			1978		FALSE							
Title statement	245	Copan Dam and the Lake of the Delawares: report to accompany S. J. Res. 131.	000059319	4428016		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			95-2:S.RP.1164	95-2:S.RP.1164		1008-A			1978		FALSE							
Varying form of title; Title statement	246; 245	Flood insurance study: village of Deposit, New York, Broome and Delaware Counties.	000060079	4507597		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:D 44/7	HH 10.9:D 44/7		594-C-35			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: township of Middletown, Pennsylvania, Delaware County.	000060091	4523598		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:M 58/6	HH 10.9:M 58/6		594-C-41			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: city of Seaford, Delaware, Sussex County.	000060105	4519683		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:SE 1/3	HH 10.9:SE 1/3		594-C-9			1978		FALSE							
Subject added entry--geographic name; Title statement	651; 245	Delaware Bay-Chesapeake Bay waterway in Delaware, Maryland, and Virginia (Delmarva waterway)	000061427	4627128		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.62:D 37/2/DRAFT	D 103.62:D 37/2/DRAFT					1977?		FALSE							
Subject added entry--corporate name; Title statement	610; 245	Financial condition of the Delaware and Hudson Railway: hearing before the Subcommittee on Transportation and Commerce of the Committee on Interstate and Foreign Commerce, House of Representatives, Ninety-fifth Congress, second session ... August 15, 1978.	000062937	4599431		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/4:95-162	Y 4.IN 8/4:95-162		1019			1978		FALSE							
General note; Subject added entry--geographic name; Title statement; Subject added entry--topical term	500; 651; 245; 650	Evaluation of trenchless sewer construction at South Bethany Beach, Delaware	000065394	3793648		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.23/2:600/2-78-022			0431-I-12			1978		FALSE							
Varying form of title; Title statement	246; 245	Flood insurance study: town of Albany, Indiana, Delaware County.	000067734	4908385		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:AL 1/6	HH 10.9:AL 1/6		594-C-17			1978		FALSE							
Varying form of title; Title statement	246; 245	Flood insurance study: town of Eaton, Indiana, Delaware County.	000067759	4909370		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:EA 8/3	HH 10.9:EA 8/3		594-C-9			1978		FALSE							
Title statement; Subject added entry--topical term	245; 650	Ports of Philadelphia, Pa., Camden, N.J., Wilmington, De., and ports on Delaware River	000068790	4877385		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.8:8/3	D 103.8:8/3		340			1978		FALSE							
Varying form of title; Title statement	246; 245	Flood insurance study: city of Chester, Pennsylvania, Delaware County.	000069300	5091532		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:C 42/5	HH 10.9:C 42/5		594-C-41			1979		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: Borough of Sharon Hill, Pennsylvania, Delaware County.	000069351	5139391		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:SH 2/6	HH 10.9:SH 2/6		594-C-41			1979		FALSE							
Subject added entry--geographic name; Title statement; Subject added entry--topical term	651; 245; 650	Delaware exports	000070229	5191224	1225758391	Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 57.29:D 37			0231-M-8			1979		FALSE							
Title statement	245	Upper Cenozoic deposits of the central Delmarva Peninsula, Maryland and Delaware	000070874	3558766		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.16:1067-A	I 19.16:1067-A		624			1979		FALSE							
Title statement	245	Parsonsburg Sand in the central Delmarva Peninsula, Maryland and Delaware	000070875	3604761		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.16:1067-B	I 19.16:1067-B		624			1979		FALSE							
Title statement	245	Sand dunes on the central Delmarva Peninsula, Maryland and Delaware	000070876	3558767		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.16:1067-C	I 19.16:1067-C		624			1979		FALSE							
Title statement	245	Upper Cenozoic sediments of the lower Delaware Valley and the northern Delmarva Peninsula, New Jersey, Pennsylvania, Delaware, and Maryland	000070877	3839031		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.16:1067-D	I 19.16:1067-D		624			1979		FALSE							
Title statement	245	Analysis of faults in the Delaware Aqueduct tunnel, southeastern, New York	000071340	5201729		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.N 88:25/0882	Y 3.N 88:25/0882		1051-H-11			1979		FALSE							
Title statement; Subject added entry--topical term	245; 650	1977 census of transportation: truck inventory and use survey, Delaware.	000073446	5279397		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.233/5:TC 77-T-8			0160-D			1979		FALSE							
Subject added entry--geographic name; Title statement; Subject added entry--topical term	651; 245; 650	1977 census of retail trade: geographic area series, Delaware.	000073478	5373609	1225652588	Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.255/2:RC 77-A-8			0132-A-9			1979		FALSE							
