MATCHED_ON_CODE	MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	RECORD_TYPE_TEXT	RECORD_TYPE_CODE	RECORD_FORMAT_TEXT	RECORD_FORMAT_CODE	BIB_LEVEL_TEXT	BIB_LEVEL_CODE	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	SHIPPING_LIST	ONLINE_EQUIV	ONLINE_EQUIV_OCLC	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
Title statement	245	Preliminary petrographic and geophysical interpretation of the exploratory geothermal drill hole and core, Redstone, New Hampshire	000050386	4139691		Language material	a	No attempt to code	|	Monograph/item	m	ER			Energy Research and Development Administration			ER 1.11:COO-2720-1	ER 1.11:COO-2720-1					1977		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Chichester, New Hampshire, Merrimack County.	000050744	4139549		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:C 43/4	HH 10.9:C 43/4		594-C-32			1978		FALSE							
Title statement	245	Investigation and analysis of a mass mortality of commercial lobsters (Homarus americanus) in Seabrook Harbor, New Hampshire during October of 1977	000051343	4146780		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.N 88:10/0468	Y 3.N 88:10/0468		1051-H-2			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Litchfield, New Hampshire, Hillsborough County.	000052863	4252300		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:L 71	HH 10.9:L 71		594-C-32			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Hudson, New Hampshire, Hillsborough County.	000056568	4371237		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:H 86/3	HH 10.9:H 86/3		594-C-32			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Canterbury, New Hampshire, Merrimack County.	000060077	4510679		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:C 16/8	HH 10.9:C 16/8		594-C-32			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood plain information: Merrimack and Piscataquog Rivers, Manchester, New Hampshire	000061410	3941033		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:M 31/8	D 103.47:M 31/8					1976		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Allenstown, New Hampshire, Merrimack County.	000062111	4655815		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:AL 5/7	HH 10.9:AL 5/7		594-C-32			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Pembroke, New Hampshire, Merrimack County.	000062158	4655820		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:P 36/3	HH 10.9:P 36/3		594-C-32			1978		FALSE							
Title statement; Subject added entry--topical term	245; 650	New Hampshire-Vermont interstate school compact: report to accompany S. 2403.	000063187	4588047		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			95-2:H.RP.1722	95-2:H.RP.1722		1008-A			1978		FALSE							
Title statement; Subject added entry--topical term	245; 650	Act to consent to certain amendments to the New Hampshire-Vermont interstate school compact, approved by Public Law 91-21	000063287	4575158		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			95-2:PUB.LAW 536	95-2:PUB.LAW 536		575			1978		FALSE							
Title statement; Subject added entry--topical term	245; 650	New Hampshire-Vermont interstate school compact: report to accompany S. 2403.	000063355	4588058		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			95-2:S.RP.968	95-2:S.RP.968		1008-A			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Bedford, New Hampshire, Hillsborough County.	000063967	4735611		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:B 39/4	HH 10.9:B 39/4		594-C-32			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Conway, New Hampshire, Carroll County.	000063970	4724028		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:C 76/7	HH 10.9:C 76/7		594-C-32			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Hollis, New Hampshire, Hillsborough County.	000063976	4724000		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:H 72	HH 10.9:H 72		594-C-32			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Hooksett, New Hampshire, Merrimack County.	000063977	4676176		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:H 76/2	HH 10.9:H 76/2		594-C-32			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Bartlett, New Hampshire, Carroll County.	000065716	4769993		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:B 28/2	HH 10.9:B 28/2		594-C-32			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Canterbury, New Hampshire, Merrimack County.	000065718	4795023		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:C 16/8/978	HH 10.9:C 16/8/978		594-C-32			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Tilton, New Hampshire, Belknap County.	000065737	4795043		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:T 47	HH 10.9:T 47		594-C-32			1978		FALSE							
Subject added entry--geographic name; Title statement; Subject added entry--topical term	651; 245; 650	New Hampshire: 1976 patterns of foreign travel in the United States.	000066689	4938651		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 47.18:N 42 H			0271-B-5			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Amherst, New Hampshire, Hillsborough County.	000067737	4959850		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:AM 4/3	HH 10.9:AM 4/3		594-C-32			1979		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Goffstown, New Hampshire, Hillsborough County.	000067765	4898329		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:G 55	HH 10.9:G 55		594-C-32			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Hillsborough, New Hampshire, Hillsborough County.	000067774	4898261		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:H 55/2	HH 10.9:H 55/2		594-C-32			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: city of Nashua, New Hampshire, Hillsborough County.	000067794	4865326		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:N 17/3	HH 10.9:N 17/3		594-C-32			1978, i.e. 1979		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Northfield, New Hampshire, Merrimack County.	000067799	4894810		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:N 81/8	HH 10.9:N 81/8		594-C-32			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Sanbornton, New Hampshire, Belknap County.	000067812	4917447		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:SA 5/2	HH 10.9:SA 5/2		594-C-32			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Deering, New Hampshire, Hillsborough County.	000069305	5089915		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:D 36/5	HH 10.9:D 36/5		594-C-32			1979		FALSE							
Subject added entry--geographic name; Title statement; Subject added entry--topical term	651; 245; 650	1977 census of retail trade: geographic area series, New Hampshire.	000070180	5208240	1225751258	Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.255/2:RC 77-A-30			0132-A-32			1979		FALSE							
Subject added entry--geographic name; Title statement; Subject added entry--topical term	651; 245; 650	New Hampshire exports	000070250	5183359	1225755489	Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 57.29:N 42 H			0231-M-29			1978		FALSE							
Subject added entry--corporate name; Title statement; Subject added entry--topical term	610; 245; 650	Seabrook alternative site study: NRC staff testimony related to alternative sites to Seabrook units 1 and 2, Public Service Company of New Hampshire.	000071308	5173832		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.N 88:10/0501	Y 3.N 88:10/0501		1051-H-2			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Boscawen, New Hampshire, Merrimack County.	000072357	5036301		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:B 65/2	HH 10.9:B 65/2		594-C-32			1979		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Jackson, New Hampshire, Carroll County.	000072386	4999414		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:J 13/10	HH 10.9:J 13/10		594-C-32			1979		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Merrimack, New Hampshire, Hillsborough County.	000072403	5035298		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:M 55/3	HH 10.9:M 55/3		594-C-32			1979		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Salem, New Hampshire, Rockingham County.	000072435	4985996		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:SA 3/9	HH 10.9:SA 3/9		594-C-32			1978		FALSE							
Title statement; Subject added entry--topical term	245; 650	1977 census of transportation: truck inventory and use survey, New Hampshire.	000073448	5373370		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.233/5:TC 77-T-30			0160-D			1979		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	1977 census of retail trade: major retail centers in standard metropolitan statistical areas, New Hampshire.	000073488	5371745		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.255/5:RC 77-C-30	C 3.255/5:RC 77-C-30		0132-A-32			1979		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: city of Franklin, New Hampshire, Merrimack County.	000074551	5348037		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:F 85/10	HH 10.9:F 85/10		594-C-32			1979		FALSE							
Title statement; Added entry--corporate name; Subject added entry--topical term	245; 710; 650	Minerals in the economy of New Hampshire	000074712	4251891		Language material	a	No attempt to code	|	Serial	s	I			Department of the Interior			I 28.37/4:N 42 H/	I 28.37/4:N 42 H/979		639-C			1978		FALSE							
Title statement; Subject added entry--topical term	245; 650	Census Bureau report sales in New Hampshire's retail stores up 64.5 percent in 5-year period	000076153	5515079		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.255/2-2:RC 77-A-30 (A)	C 3.255/2-2:RC 77-A-30 (A)		0132-A-32			1979		FALSE							
Title statement; Subject added entry--topical term	245; 650	Highway accident report: overturn of Ross Ambulance Service ambulance, State Route 116, Littleton, New Hampshire, August 22, 1978.	000077048	5423851		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 1.117:79-4	TD 1.117:79-4		982-I-20			1979		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	1977 census of manufactures: geographic area series, New Hampshire.	000079415	5664762		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.24/8:MC 77-A-30 (P)	C 3.24/8:MC 77-A-30 (P)		135			1979		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	1977 census of wholesale trade: geographic area series, New Hampshire.	000079525	5633704		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.256/2:WC 77-A-30	C 3.256/2:WC 77-A-30		0132-A-32			1979		FALSE							
Title statement; Subject added entry--topical term	245; 650	Wholesale trade in New Hampshire rose 76.8 percent between 1972 and1977, Census Bureau says	000079551	5578427		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.256/2-2:WC 77-A-30 (A)	C 3.256/2-2:WC 77-A-30 (A)		0132-A-32			1979		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	1977 census of service industries: geographic area series, New Hampshire.	000079572	5653161		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.257/2:SC 77-A-30	C 3.257/2:SC 77-A-30		0132-A-32			1979		FALSE							
Subject added entry--geographic name; Title statement; Subject added entry--topical term	651; 245; 650	New Hampshire's selected service industries showed a 65.7 percent increase in receipts between 1972 and 1977, Census report shows	000079601	5585149		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.257/2-2:SC 77-A-30 (A)			0132-A-32			1979		FALSE							
Title statement; Subject added entry--topical term	245; 650	Characteristics of physicians -- New Hampshire: December 31, 1975	000080191	5665972		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.6617:N 42 H	HE 20.6617:N 42 H		507-J-1			1979		FALSE							
Title statement; Subject added entry--topical term	245; 650	Why trees grow where they do in New Hampshire forests	000083037	5811450		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.42/2:T 71/4	A 13.42/2:T 71/4		84			1979		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Solar project cost report: Kalwall Corporation Warehouse, Manchester, New Hampshire	000083539	5837701		Language material	a	No attempt to code	|	Monograph/item	m	E			Department of Energy			E 1.28:SOLAR/2015-78/60	E 1.28:SOLAR/2015-78/60		429-T-4 (microfiche)			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: city of Concord, New Hampshire, Merrimack County.	000083585	5852025		Language material	a	No attempt to code	|	Monograph/item	m	FEM			Federal Emergency Management Agency			FEM 1.209:330110	FEM 1.209:330110		594-C-32			1979		FALSE							
Title statement; Subject added entry--topical term	245; 650	Effects of habitat on stand productivity in the White Mountains of New Hampshire	000084432	5965750		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.78:NE-452	A 13.78:NE-452		83-B			1979		FALSE							
Title statement; Subject added entry--topical term	245; 650	Wholesale trade in New Hampshire rose 76.8 percent between 1972 and 1977, Census Bureau says	000084589	5971167		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.256/2-2:WC 77-A-30 (A)/REV.	C 3.256/2-2:WC 77-A-30 (A)/REV.		0132-A-32			1980		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: town of Wilton, New Hampshire, Hillsborough County.	000085584	5953942		Language material	a	No attempt to code	|	Monograph/item	m	FEM			Federal Emergency Management Agency			FEM 1.209:330102	FEM 1.209:330102		594-C-32			1979 i.e. 1980		FALSE							
