MATCHED_ON_CODE	MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	RECORD_TYPE_TEXT	RECORD_TYPE_CODE	RECORD_FORMAT_TEXT	RECORD_FORMAT_CODE	BIB_LEVEL_TEXT	BIB_LEVEL_CODE	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	SHIPPING_LIST	ONLINE_EQUIV	ONLINE_EQUIV_OCLC	ONLINE_EQUIV_IN_CGP	ONLINE_EQUIV_CGP_SYS_NO	ONLINE_EQUIV_PURL	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
Name of publisher, distributor, etc.; Added entry--corporate name; Subject added entry--topical term; Main entry	260/264$b; 710; 650; 110	New Utrecht High School project IMPACT, 1980-81	000172014	9925392		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:216088	ED 1.310/2:216088		466-A-3 (microfiche)			1981		FALSE		FALSE								
Name of publisher, distributor, etc.; Added entry--corporate name; Subject added entry--topical term; Main entry	260/264$b; 710; 650; 110	Bushwick High School bilingual/bicultural program: "a warm welcome", 1980-1981	000172030	9923871		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:218401	ED 1.310/2:218401		466-A-3 (microfiche)			1981		FALSE		FALSE								
Name of publisher, distributor, etc.; Added entry--corporate name; Subject added entry--topical term; Main entry	260/264$b; 710; 650; 110	Fort Hamilton High School project ELITES: Education for Life Through Extended Services, 1980-1981	000172031	9956350		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:218402	ED 1.310/2:218402		466-A-3 (microfiche)			1981		FALSE		FALSE								
Name of publisher, distributor, etc.; Added entry--corporate name; Subject added entry--topical term; Main entry	260/264$b; 710; 650; 110	Grover Cleveland High School basic bilingual program, 1980-1981	000172032	9967359		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:218403	ED 1.310/2:218403		466-A-3 (microfiche)			1981		FALSE		FALSE								
Main entry; Subject added entry--corporate name; Name of publisher, distributor, etc.; Subject added entry--topical term; Added entry--corporate name	110; 610; 260/264$b; 650; 710	Dewitt Clinton High School bilingual/bicultural program, 1980-1981	000172033	9956235		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:218408	ED 1.310/2:218408		466-A-3 (microfiche)			1981		FALSE		FALSE								
Name of publisher, distributor, etc.; Added entry--corporate name; Subject added entry--topical term; Main entry	260/264$b; 710; 650; 110	South Bronx High School bilingual basic skills program, 1980-1981	000172034	9954647		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:218409	ED 1.310/2:218409		466-A-3 (microfiche)			1981		FALSE		FALSE								
Name of publisher, distributor, etc.; Added entry--corporate name; Subject added entry--topical term; Main entry	260/264$b; 710; 650; 110	Walton High School bilingual basic skills through interdisciplinary career orientation, 1980-1981	000172035	9956283		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:218410	ED 1.310/2:218410		466-A-3 (microfiche)			1981		FALSE		FALSE								
Name of publisher, distributor, etc.; Added entry--corporate name; Subject added entry--topical term; Main entry	260/264$b; 710; 650; 110	Project ECO: Equal Career Opportunities for bilingual high school students, 1980-1981	000172044	9958538		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:219490	ED 1.310/2:219490		466-A-3 (microfiche)			1981		FALSE		FALSE								
Name of publisher, distributor, etc.; Added entry--corporate name; Subject added entry--topical term; Main entry	260/264$b; 710; 650; 110	Thomas Jefferson High School: effective transition of the bilingual/bicultural student to senior high school, 1980-1981	000172045	9958467		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:219495	ED 1.310/2:219495		466-A-3 (microfiche)			1981		FALSE		FALSE								
Main entry; Subject added entry--corporate name; Name of publisher, distributor, etc.; Subject added entry--topical term; Added entry--corporate name	110; 610; 260/264$b; 650; 710	Park West High School project "At your service", 1980-1981	000176117	10037236		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:216089	ED 1.310/2:216089		466-A-3 (microfiche)			1981		FALSE		FALSE								
Name of publisher, distributor, etc.; Added entry--corporate name; Subject added entry--topical term; Main entry	260/264$b; 710; 650; 110	Morris High School, betterment through bilingualism, 1980-1981	000176152	10008714		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:218397	ED 1.310/2:218397		466-A-3 (microfiche)			1981		FALSE		FALSE								
Name of publisher, distributor, etc.; Subject added entry--topical term; Main entry	260/264$b; 650; 110	Project Esperanza, 1980-81	000176153	10041819		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:218398	ED 1.310/2:218398		466-A-3 (microfiche)			1981		FALSE		FALSE								
Name of publisher, distributor, etc.; Added entry--corporate name; Subject added entry--topical term; Main entry	260/264$b; 710; 650; 110	Sarah J. Hale High School project BECOME: 1980-81	000176154	9984485		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:218399	ED 1.310/2:218399		466-A-3 (microfiche)			1981		FALSE		FALSE								
Name of publisher, distributor, etc.; Added entry--corporate name; Subject added entry--topical term; Main entry	260/264$b; 710; 650; 110	South Shore High School project VIBES, 1980-1981	000176155	9984427		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:218400	ED 1.310/2:218400		466-A-3 (microfiche)			1981		FALSE		FALSE								
Name of publisher, distributor, etc.; Added entry--corporate name; Subject added entry--topical term; Main entry	260/264$b; 710; 650; 110	Basic trilingual program for Flushing High School, 1980-1981	000176205	10010608		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:219486	ED 1.310/2:219486		466-A-3 (microfiche)			1981		FALSE		FALSE								
Main entry; Subject added entry--corporate name; Name of publisher, distributor, etc.; Subject added entry--topical term; Added entry--corporate name	110; 610; 260/264$b; 650; 710	Eastern District High School: competency based bilingual/bicultural project, 1980-1981	000176206	10004144		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:219487	ED 1.310/2:219487		466-A-3 (microfiche)			1981		FALSE		FALSE								
Name of publisher, distributor, etc.; Added entry--corporate name; Subject added entry--topical term; Main entry	260/264$b; 710; 650; 110	Theodore Roosevelt High School: project success: striving upward through college and career education for Spanish speakers, 1980-1981	000176207	10011041		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:219494	ED 1.310/2:219494		466-A-3 (microfiche)			1981		FALSE		FALSE								
Name of publisher, distributor, etc.; Added entry--corporate name; Subject added entry--topical term; Main entry	260/264$b; 710; 650; 110	Newtown High School Queens Chinese/Korean Bilingual Language Arts Resource Center, 1980-1981	000178136	10181353		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:216087	ED 1.310/2:216087		466-A-3 (microfiche)			1981		FALSE		FALSE								
Main entry; Subject added entry--corporate name; Name of publisher, distributor, etc.; Subject added entry--topical term; Title statement; Added entry--corporate name	110; 610; 260/264$b; 650; 245; 710	New York City Russian Bilingual Program, 1980-1981	000178181	10181300		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:219493	ED 1.310/2:219493		466-A-3 (microfiche)			1981		FALSE		FALSE								
Name of publisher, distributor, etc.; Added entry--corporate name; Main entry; Subject added entry--corporate name	260/264$b; 710; 110; 610	Annual report	000179651	10255132		Language material	a	No attempt to code	|	Serial	s	ED			Department of Education			ED 1.310/2:	ED 1.310/2:212846		466-A-03 (microfiche)			19uu		FALSE		FALSE								
Name of publisher, distributor, etc.; Added entry--corporate name; Subject added entry--topical term; Main entry	260/264$b; 710; 650; 110	Native language reading approach program, 1980-1981	000179691	10214858		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:219489	ED 1.310/2:219489		466-A-3 (microfiche)			1981		FALSE		FALSE								
Name of publisher, distributor, etc.; Added entry--corporate name; Subject added entry--topical term; Main entry	260/264$b; 710; 650; 110	Project KANPE, 1980-1981	000179692	10214912		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:219491	ED 1.310/2:219491		466-A-3 (microfiche)			1981		FALSE		FALSE								
Subject added entry--geographic name; Subject added entry--topical term; Main entry; Title statement	651; 650; 110; 245	Documented and undocumented persons in New York City: a report	000185166	9664459		Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:N 42 Y/2	CR 1.2:N 42 Y/2		288-A			1982		FALSE		FALSE								
Main entry	110	In re "Agent orange" product liability litigation: preliminary memorandum and order on settlement	000206913	11274042		Language material	a	No attempt to code	|	Monograph/item	m	J			Department of Justice			J 1.2:AG 3	J 1.2:AG 3		717			1984		FALSE		FALSE								
Main entry; Subject added entry--corporate name; Name of publisher, distributor, etc.; Subject added entry--topical term; Title statement	110; 610; 260/264$b; 650; 245	New York Army National Guard, education services handbook	000279286	16502743		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 12.10:ED 8	D 12.10:ED 8		358			1986?	86-750-P.	FALSE		FALSE								
General note; Main entry	500; 110	Beginning teacher induction: five dilemmas : the proceedings from a public forum.	000354500	24129797		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:251444	ED 1.310/2:251444		466-A-3 (MF)			1982		FALSE		FALSE								
Main entry	110	Storm sewers--: the rivers beneath our feet	000415142	30145824		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.2:ST 7/2	A 57.2:ST 7/2		0120			1994	94-0063-P.	FALSE		FALSE								
Main entry; Title statement	110; 245	Materials presented at the MU-SPIN seventh Annual Users' Conference held at City College of New York & Fort Lee Hilton on October 8-10, 1997	000517728	43430732		Language material	a	Microfiche	b	Monograph/item	m	NAS			National Aeronautics and Space Administration			NAS 1.55:206859	NAS 1.55:206859		0830-H-10 (MF)			1998	99-0793-M.	FALSE		FALSE								
Subject added entry--topical term; Main entry; Title statement	650; 110; 245	Equal housing opportunities in New York: an evaluation of section 8 housing programs in Buffalo, Rochester, and Syracuse	000534839	47293348		Language material	a	Electronic	s	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:2001038826	CR 1.2:2001038826		0288-A (online)			1999		NA		FALSE			https://purl.fdlp.gov/GPO/LPS13241					
Subject added entry--corporate name; Subject added entry--topical term; Main entry	610; 650; 110	How DNA can help identify individuals	000541725	49339683		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.3002:D 44/6			0507			2002?	2002-0017-P.	FALSE		FALSE								
Subject added entry--topical term; Main entry; Title statement	650; 110; 245	New York report	000561472	55150925		Language material	a	Electronic	s	Serial	s	A			Department of Agriculture			A 57.81/32:			0120-C-32 (online)			19uu		NA		FALSE			https://purl.fdlp.gov/GPO/LPS48911					
Subject added entry--geographic name; Varying form of title; Main entry	651; 246; 110	Heads of families at the first census of the United States taken in the year 1790, New York	000561486	55152586		Language material	a	Electronic	s	Monograph/item	m	C			Department of Commerce			C 3.223/29:H 34/NY	C 3.223/29:H 34/NY		0154-A-11 (online)			1908		NA		FALSE			https://purl.fdlp.gov/GPO/LPS48015					
Subject added entry--corporate name; Subject added entry--topical term; Main entry; Title statement	610; 650; 110; 245	New York/New Jersey HIDTA ... annual report	000626134	263029270		Language material	a	Electronic	s	Serial	s	PREX			Executive Office of the President			PREX 26.1/3:N 42 YJ			0857-R-03 (online)			2005		NA		FALSE			https://purl.fdlp.gov/GPO/LPS104318					
Main entry; Subject added entry--geographic name; Subject added entry--corporate name; Name of publisher, distributor, etc.; Subject added entry--topical term	110; 651; 610; 260/264$b; 650	Annual report	000628453	276347974		Language material	a	Online	o	Serial	s	FHF			Federal Housing Financing Agency			FHF 1.2:N 42						19uu		FALSE		FALSE						http://purl.access.gpo.gov/GPO/LPS96026		
