MATCHED_ON_CODE	MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	RECORD_TYPE_TEXT	RECORD_TYPE_CODE	RECORD_FORMAT_TEXT	RECORD_FORMAT_CODE	BIB_LEVEL_TEXT	BIB_LEVEL_CODE	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	SHIPPING_LIST	ONLINE_EQUIV	ONLINE_EQUIV_OCLC	ONLINE_EQUIV_IN_CGP	ONLINE_EQUIV_CGP_SYS_NO	ONLINE_EQUIV_PURL	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
Main entry; Title statement	110; 245	Report of the committee, to which was referred the petition of the Connecticut Asylum for the Education and Instruction of Deaf and Dumb persons. February 22, 1819. Read, and ordered to lie upon the table	001139729	1065564526		Language material	a	Online	o	Monograph/item	m	Y			Congress			15-2:H.DOC.142	Y 1.1/2:24					1819		NA		FALSE			https://purl.fdlp.gov/GPO/gpo166321			https://www.govinfo.gov/content/pkg/SERIALSET-00024_00_00-006-0142-0000/pdf/SERIALSET-00024_00_00-006-0142-0000.pdf		
Main entry; Varying form of title; Title statement	110; 246; 245	Voting rights in U.S. territories: advisory memorandum, Connecticut Advisory Committee, U.S. Commission on Civil Rights.	001166771	1435873365		Language material	a	Online	o	Monograph/item	m	CR			Civil Rights Commission			CR 1.8/2-2:C 76/V 94			0288-A-17 (online)			2021		NA		FALSE			https://purl.fdlp.gov/GPO/gpo171480			https://www.usccr.gov/files/2021-11/voting-rights-in-the-territories-advisory-memo-ct-sac.pdf		
Main entry; Subject added entry--topical term; Varying form of title; Title statement	110; 650; 246; 245	Civil rights implications of algorithms: a briefing report of the Connecticut Advisory Committee to the U.S. Commission on Civil Rights.	001251506	1412051051		Language material	a	Online	o	Monograph/item	m	CR			Civil Rights Commission			CR 1.8/2-2:C 76/C 49			0288-A-17 (online)			2023		NA		FALSE			https://purl.fdlp.gov/GPO/gpo220646			https://www.usccr.gov/files/2023-04/ct-sac-algorithm-report.pdf		
Title statement	245	Reduction of civilian personnel at New London, Connecticut, Naval Installations : Department of the Navy: report of the Comptroller General of the United States.	000000547	2122889		Language material	a	No attempt to code	|	Monograph/item	m	GA			Government Accountability Office			GA 1.13:FPCD-76-22	GA 1.13:FPCD-76-22					1975		FALSE		FALSE								
Title statement	245	Tectonic studies of the Berkshire massif, western Massachusetts, Connecticut, and Vermont	000000821	1093684		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.16:888	I 19.16:888					1975		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Directory of environmental organizations for Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island and Vermont	000002288	1904401		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.2:N 42 E/976	EP 1.2:N 42 E/976					1976?		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Nutrient-algal relationships in Lake Lillinonah, Danbury, Connecticut, June-September 1975	000002290	2237108		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.2:N 95	EP 1.2:N 95					1975		FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; General note; Title statement	650; 651; 500; 245	River's reach: a plan for flood damage reduction and flood plain management in the Connecticut River basin.	000007183	2023022		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.N 42/3:2 R 52	Y 3.N 42/3:2 R 52					1975		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Federal outlays in Connecticut;: a report of the Federal Government's impact by state, county and large city.	000007746	1929398		Language material	a	No attempt to code	|	Serial	s	CSA			Community Services Administration			CSA 1.10:C 76/975	CSA 1.10:C 76/975					1975		FALSE		FALSE								
Subject added entry--geographic name; Varying form of title; Title statement	651; 246; 245	Estimates of the population of Connecticut counties and metropolitan areas: July 1, 1974 and 1975.	000010106	49492695		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.186:P-26/75-7			0142-C			1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Forest statistics for Connecticut	000019665	2710817		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.80:NE-44	A 13.80:NE-44					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Water resources development in Connecticut, 1975	000020426	3064184		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.35:C 76/975	D 103.35:C 76/975					1976		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Bloomfield, Connecticut, Hartford County.	000023629	3163138		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:B 62/2	HH 10.9:B 62/2		594-C-8			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Derby, Connecticut, New Haven County.	000023645	3137880		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:D 44	HH 10.9:D 44		594-C-8			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Railroad accident report: collision of two Consolidated Railroad Corporation commuter trains, New Canaan, Connecticut, July 13, 1976.	000023918	3126151		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 1.112/3:77-4	TD 1.112/3:77-4					1977		FALSE		FALSE								
Subject added entry--topical term; General note; Title statement	650; 500; 245	Legal status of homemakers in Connecticut	000024118	3130607		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.W 84:9/7	Y 3.W 84:9/7		1089			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Medical director in skilled nursing facilities: the Connecticut story	000024934	3157037		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.6002:M 46	HE 20.6002:M 46		507-H-1			l977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Avon, Hartford County, Connecticut.	000024975	3182054		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:AV 7/2	HH 10.9:AV 7/2		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Danbury, Connecticut, Fairfield County.	000025012	3176907		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:D 19	HH 10.9:D 19		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Farmington, Hartford County, Connecticut.	000025042	3182452		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:F 22	HH 10.9:F 22		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Greenwich, Connecticut, Fairfield County.	000025057	3237788		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:G 85	HH 10.9:G 85		594-C-8			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Groton, Connecticut, New London County.	000025058	3181574		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:G 89	HH 10.9:G 89		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Lyme, Connecticut, New London County.	000025098	3181627		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:L 98/2	HH 10.9:L 98/2		594-C-8			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of New Canaan, Connecticut, Fairfield County.	000025133	3181592		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:N 42 C/2	HH 10.9:N 42 C/2		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of New London, Connecticut, New London County.	000025134	3181557		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:N 42 L/2	HH 10.9:N 42 L/2		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Simsbury, Hartford County, Connecticut.	000025205	3194202		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:SI 5	HH 10.9:SI 5		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Wethersfield, Connecticut, Hartford County.	000025255	3236792		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:W 53	HH 10.9:W 53		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Branford, Connecticut, New Haven County.	000027509	3339207		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:B 73/2	HH 10.9:B 73/2		594-C-8			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Woodbury, Connecticut, Litchfield County.	000027566	3366102		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:W 85/3	HH 10.9:W 85/3		594-C-8			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of East Haven Connecticut, New Haven County	000028964	3440392		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:EA 7 H	HH 10.9:EA 7 H		594-C-8			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Soil classification, selected features, and groups of Connecticut soil series	000030844	3525235		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.2:C 76/18/976	A 57.2:C 76/18/976					1976		FALSE		FALSE								
Subject added entry--topical term; General note; Title statement	650; 500; 245	Flood hazard analyses: Hop River, Tolland County, Connecticut	000033053	2530988		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.64/2:H 77	A 57.64/2:H 77					1975		FALSE		FALSE								
Varying form of title; Title statement	246; 245	Flood insurance study: town of East Windsor, Connecticut, Hartford County.	000034044	3613974		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:EA 7 W	HH 10.9:EA 7 W		594-C-8			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Norwalk, Connecticut, Fairfield County.	000034075	3596981		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:N 83	HH 10.9:N 83		594-C-8			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Evaluation of reduced carpool commuter tolls on the Connecticut Turnpike	000034630	3219221		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 2.30:77-30	TD 2.30:77-30					1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Guilford, Connecticut, New Haven County.	000035921	3686052		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:G 94	HH 10.9:G 94		594-C-8			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Small city transit: Westport, Connecticut : comprehensive transit service in an affluent suburban community.	000036610	3676486		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 7.11:MA-06-0049-76-13	TD 7.11:MA-06-0049-76-13					1976		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Stratford, Connecticut, Fairfield County.	000038269	3785910		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:ST 8/3	HH 10.9:ST 8/3		594-C-8			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Cromwell, Connecticut, Middlesex County.	000040462	3829846		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:C 88/4	HH 10.9:C 88/4		594-C-8			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Glastonbury, Connecticut, Hartford County.	000040482	3829835		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:G 46	HH 10.9:G 46		594-C-8			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Norwich, Connecticut, New London County.	000040525	3831030		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:N 83/2	HH 10.9:N 83/2		594-C-8			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Old Saybrook, Connecticut, Middlesex County.	000040526	3831026		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:OL 1/3	HH 10.9:OL 1/3		594-C-8			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Seymour, Connecticut, New Haven County.	000040543	3860820		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:SE 9	HH 10.9:SE 9		594-C-8			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Winchester, Connecticut, Litchfield County.	000040562	3867801		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:W 72/3	HH 10.9:W 72/3		594-C-8			1978		FALSE		FALSE								
Title statement	245	Proceedings of the Yale Conference on Behavioral Medicine, February 4-6, 1977, New Haven, Connecticut	000042260	3577549		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.3202:B 39	HE 20.3202:B 39		507-E-1			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of North Branford, Connecticut, New Haven County.	000042334	3910539		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:N 81 B	HH 10.9:N 81 B		594-C-8			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Portland, Connecticut, Middlesex County.	000042341	3949109		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:P 83/5	HH 10.9:P 83/5		594-C-8			1978		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Analysis of population exposure to air pollution in New York-New Jersey-Connecticut tri-State Region	000043897	4042895		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.2:P 81/2	EP 1.2:P 81/2					1976		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Draft environmental impact statement: wastewater collection and treatment facilities : New Milford, Connecticut	000044026	4023286		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.57/4:W 42 M/DRAFT	EP 1.57/4:W 42 M/DRAFT					1976		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Fairfield, Connecticut, Fairfield County.	000044561	4042237		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:F 16/5	HH 10.9:F 16/5		594-C-8			1978		FALSE		FALSE								
Subject added entry--topical term; General note; Title statement	650; 500; 245	Route 10 Canal Line corridor: urban corridor demonstration program, New Haven, Connecticut	000045461	4055045		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 2.43:73-3/PT.1	TD 2.43:73-3/PT.1					1972-		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Final environmental impact statement: Yantic River Watershed : New London and Tolland Counties, Connecticut.	000046423	4058291		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.65/2:Y 1	A 57.65/2:Y 1					1975		FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Analysis of potential ice jam sites on the Connecticut River at Windsor, Vermont	000047106	2561124		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.33/12:76-31	D 103.33/12:76-31					1976		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Madison, Connecticut, New Haven County.	000048257	4096689		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:M 26/3	HH 10.9:M 26/3		594-C-8			1978		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Penn Central Transportation Company, Redding, Connecticut, May 9, 1973	000048986	4063319		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 3.110/2:48	TD 3.110/2:48					1975		FALSE		FALSE								
Title statement	245	Flood plain information: Connecticut River, West River, Dummerston, Vermont.	000049961	2969707		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:D 89	D 103.47:D 89					1977		FALSE		FALSE								
Subject added entry--topical term; General note; Title statement	650; 500; 245	Floods on Still, East Branch, West Branch, & Farmington Rivers in Canton, New Hartford, & Barkhamsted, Connecticut	000049972	4162428		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:C 16/5	D 103.47/2:C 16/5					1977?		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Wallingford, Connecticut, New Haven County.	000050799	4225176		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:W 15/3	HH 10.9:W 15/3		594-C-8			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood plain information: West Branch and Farmington River : Canton, New Hartford and Barkhamsted, Connecticut.	000052110	3290668		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:C 16/5	D 103.47:C 16/5					1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Milford, Connecticut, New Haven County.	000052870	4181788		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:M 59/5	HH 10.9:M 59/5		594-C-8			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Shelton, Connecticut, Fairfield County.	000052917	4181525		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:SH 4/5	HH 10.9:SH 4/5		594-C-8			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Weston, Connecticut, Fairfield County.	000052939	4235924		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:W 52/8	HH 10.9:W 52/8		594-C-8			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Windsor, Connecticut, Hartford County.	000052942	4181324		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:W 72/4	HH 10.9:W 72/4		594-C-8			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Lymne, Connecticut, New London County.	000056570	4371296		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:L 98/2/978	HH 10.9:L 98/2/978		594-C-8			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Windsor Locks, Connecticut, Hartford County.	000056587	4371191		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:W 72/6	HH 10.9:W 72/6		594-C-8			1978		FALSE		FALSE								
Subject added entry--topical term; General note; Title statement	650; 500; 245	Report on significant interrelationships between electric power generation and natural and developed resources in the Connecticut River Basin	000058058	2898279		Language material	a	No attempt to code	|	Monograph/item	m	FP			Federal Power Commission			FP 1.2:C 76/2	FP 1.2:C 76/2					1976		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Beacon Falls, Connecticut, New Haven County.	000062115	4578357		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:B 35	HH 10.9:B 35		594-C-8			1978		FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Connecticut i: 1976 patterns of foreign travel in the United States.	000066677	4942814	38347816	Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 47.18:C 76			0271-B-5			1978		TRUE	890576724	FALSE	None	None						
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Brookfield, Connecticut, Fairfield County.	000067742	4909366		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:B 79/6	HH 10.9:B 79/6		594-C-8			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of East Hartford, Connecticut, Hartford County.	000067758	4959792		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:EA 7 H/3	HH 10.9:EA 7 H/3		594-C-8			1979		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Hamden, Connecticut, New Haven County.	000067770	4885828		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:H 17	HH 10.9:H 17		594-C-8			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Newton, Connecticut, Fairfield County.	000067796	4908583		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:N 48/4	HH 10.9:N 48/4		594-C-8			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: Borough of Naugatuck, Connecticut, New Haven County.	000069338	5140418		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:N 22	HH 10.9:N 22		594-C-8			1979		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: town of Suffield, Connecticut, Hartford County.	000069355	5121826		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:SU 2	HH 10.9:SU 2		594-C-8			1979		FALSE		FALSE								
Added entry--corporate name; Subject added entry--topical term; General note; Title statement	710; 650; 500; 245	Soil survey of New Haven County, Connecticut	000070086	5251116		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:N 42 H/2	A 57.38:N 42 H/2		102-B-7			1979		FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	1977 census of retail trade: geographic area series, Connecticut.	000070169	5206964		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.255/2:RC 77-A-7			0132-A-7			1979		TRUE	891571154	FALSE	None	None						
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Connecticut exports	000070228	5182108	34844663; 1225665080	Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 57.29:C 76			0231-M-7			1978		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Connecticut Economic Crime Unit: an exemplary project.	000070954	5251437		Language material	a	No attempt to code	|	Monograph/item	m	J			Department of Justice			J 26.22:C 76	J 26.22:C 76		717-0			1979		FALSE		FALSE								
