MATCHED_ON_CODE	MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	RECORD_TYPE_TEXT	RECORD_TYPE_CODE	RECORD_FORMAT_TEXT	RECORD_FORMAT_CODE	BIB_LEVEL_TEXT	BIB_LEVEL_CODE	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	SHIPPING_LIST	ONLINE_EQUIV	ONLINE_EQUIV_OCLC	ONLINE_EQUIV_IN_CGP	ONLINE_EQUIV_CGP_SYS_NO	ONLINE_EQUIV_PURL	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
Title statement	245	Eastern white pine in eastern Nebraska: a provenance study of southern Appalachian origins	000041500	3947078		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.78:RM-179	A 13.78:RM-179					1976		FALSE		FALSE								
Subject added entry--topical term; General note; Added entry--corporate name; Title statement	650; 500; 710; 245	Soil survey of Antelope County, Nebraska	000041609	3942534		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:AN 8/2	A 57.38:AN 8/2		102 (Rev. 1957)			1978		FALSE		FALSE								
Title statement	245	Austrian (European black) pine in eastern Nebraska: a provenance study	000043429	3994916		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.78:RM-180	A 13.78:RM-180					1976		FALSE		FALSE								
Subject added entry--topical term; Added entry--corporate name; Title statement	650; 710; 245	Soil survey of Dawson County, Nebraska	000043534	4027004		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:D 32/5	A 57.38:D 32/5		102 (Rev. 1957)			1978		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Results of analyses performed on soil adjacent to penetrators emplaced into sediments at McCook, Nebraska, January 1976	000044940	3784020		Language material	a	No attempt to code	|	Monograph/item	m	NAS			National Aeronautics and Space Administration			NAS 1.14:D-8500	NAS 1.14:D-8500		830-H-13 (microfiche)			1977		FALSE		FALSE								
Subject added entry--topical term; General note; Added entry--corporate name; Title statement	650; 500; 710; 245	Soil survey of Dixon County, Nebraska	000046397	4117336		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:D 64	A 57.38:D 64		102 (Rev. 1957)			1978		FALSE		FALSE								
Subject added entry--topical term; General note; Added entry--corporate name; Title statement	650; 500; 710; 245	Soil survey of Nuckolls County, Nebraska	000046405	4063041		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:N 88	A 57.38:N 88		102 (Rev. 1957)			1978		FALSE		FALSE								
Title statement	245	Look before you leap: remarks of Commissioner Robert E. Lee, Federal Communications Commission before the twenty-fifth anniversary luncheon of Station KOLN-TV, Lincoln, Nebraska, February 16, 1978.	000046827	4101426		Language material	a	No attempt to code	|	Monograph/item	m	CC			Federal Communications Commission			CC 1.15:L 51/3						1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Draft environmental impact statement for the proposed expansion of existing wastewater treatment facilities at Scottsbluff, Gering, and Terrytown, Scotts Bluff County, Nebraska	000047620	4121717		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.57/4:SCO 8	EP 1.57/4:SCO 8					1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: village of Cedar Creek, Nebraska, Cass and Sarpy Counties.	000048206	4096632		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:C 32/3	HH 10.9:C 32/3		594-C-30			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Fremont, Nebraska, Dodge County.	000048227	4092630		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:F 88/2	HH 10.9:F 88/2		594-C-30			1978		FALSE		FALSE								
General note; Name of publisher, distributor, etc.; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 260/264$b; 650; 245; 710	Groundwater levels in Nebraska	000048330	4062374		Language material	a	No attempt to code	|	Serial	s	I			Department of the Interior			I 19.2:N 27/975	I 19.2:N 27/976	I 19.2:N 27/975				1972		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Railroad accident report: Union Pacific Railroad freight train derailment, Hastings, Nebraska, August 2, 1976.	000048880	4068070		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 1.112/3:77-1	TD 1.112/3:77-1					1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Broken Bow, Nebraska, Custer County.	000052790	4178806		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:B 78	HH 10.9:B 78		594-C-30			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: Saunders County, Nebraska, unincorporated areas.	000052912	4300732		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:SA 8/3	HH 10.9:SA 8/3		594-C-30			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Wood River, Nebraska, Hall County.	000052945	4287589		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:W 85/7	HH 10.9:W 85/7		594-C-30			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of York, Nebraska, York County.	000052949	4181803		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:Y 8/3	HH 10.9:Y 8/3		594-C-30			1978		FALSE		FALSE								
Subject added entry--topical term; General note; Added entry--corporate name; Title statement	650; 500; 710; 245	Soil survey of Lincoln County, Nebraska	000057454	4405124		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:L 63/4	A 57.38:L 63/4		102 (Rev. 1957)			1978		FALSE		FALSE								
Subject added entry--topical term; General note; Varying form of title; Title statement	650; 500; 246; 245	Draft supplement to the final environmental statement on O'Neill Unit, Lower Niobrara Division, Pick-Sloan Missouri Basin Program, Nebraska	000058422	3611664		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 1.98:ON/DRAFT/SUPP.	I 1.98:ON/DRAFT/SUPP.					1977		FALSE		FALSE								
Title statement	245	Homestead National Monument, Nebraska	000058512	4403907		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 29.21:H 75/978	I 29.21:H 75/978		650			1978		FALSE		FALSE								
Title statement	245	Act to designate the Meat Animal Research Center located near Clay Center, Nebraska, as the "Roman L. Hruska Meat Animal Research Center"	000059258	4432528		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			95-2:PUB.LAW 436	95-2:PUB.LAW 436		575			1978		FALSE		FALSE								
Subject added entry--topical term; General note; Varying form of title; Title statement	650; 500; 246; 245	Final environmental statement: proposed O'Neill Unit, Pick-Sloan Missouri Basin Program, Nebraska	000060119	3602245		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 1.98:ON 2	I 1.98:ON 2					1972		FALSE		FALSE								
Title statement	245	Case of the shrinking channels: the North Platte and Platte Rivers in Nebraska	000060130	3868084		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.4/2:781	I 19.4/2:781		620-A			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Final environmental impact statement: docket no. AB1 (sub-no. 34) : Chicago and North Western Transportation Company abandonment between Norfolk, Nebraska, and Winner South Dakota ...	000064067	4720938		Language material	a	No attempt to code	|	Monograph/item	m	IC			Interstate Commerce Commission			IC 1.32:C 43/2	IC 1.32:C 43/2					1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Draft environmental impact statement: docket no. AB1 (sub-no. 34) : Chicago and North Western Transportation Company abandonment between Norfolk, Nebraska ...	000064068	4720856		Language material	a	No attempt to code	|	Monograph/item	m	IC			Interstate Commerce Commission			IC 1.32:C 43/2/DRAFT	IC 1.32:C 43/2/DRAFT					1976		FALSE		FALSE								
Subject added entry--topical term; General note; Added entry--corporate name; Title statement	650; 500; 710; 245	Soil survey of Boyd County, Nebraska	000064664	4836741		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:B 69	A 57.38:B 69		102 (Rev. 1957)			1979		FALSE		FALSE								
Subject added entry--topical term; General note; Added entry--corporate name; Title statement	650; 500; 710; 245	Soil survey of Furnas County, Nebraska	000064667	4787271		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:F 98	A 57.38:F 98		102 (Rev. 1957)			1979		FALSE		FALSE								
Subject added entry--topical term; General note; Added entry--corporate name; Title statement	650; 500; 710; 245	Soil survey of Dodge County, Nebraska	000066577	4952863		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:D 66	A 57.38:D 66		102 (Rev. 1957)			1979		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Scottsbluff, Nebraska, Scotts Bluff County.	000067813	4908324		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:SCO 8/3	HH 10.9:SCO 8/3		594-C-30			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of South Sioux City, Nebraska, Dakota County.	000069353	5089884		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:SO 8 S	HH 10.9:SO 8 S		594-C-30			1979		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Tekamah, Nebraska, Burt County.	000069356	5091513		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:T 23/3	HH 10.9:T 23/3		594-C-30			1979		FALSE		FALSE								
Subject added entry--geographic name; Subject added entry--topical term; Title statement	651; 650; 245	1977 census of retail trade: geographic area series, Nebraska.	000070178	5255756	1225737044	Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.255/2:RC 77-A-28			0132-A-30			1979		TRUE	891047765	FALSE	None	None						
Subject added entry--geographic name; Subject added entry--topical term; Title statement	651; 650; 245	Nebraska exports	000070248	5186838	1225734733	Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 57.29:N 27			0231-M-27			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Central City, Nebraska, Merrick County.	000070786	5210045		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:C 33/2	HH 10.9:C 33/2		594-C-30			1979		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Elkhorn, Nebraska, Douglas County.	000070795	5210587		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:EL 5/11	HH 10.9:EL 5/11		594-C-30			1979		FALSE		FALSE								
Title statement	245	Development of accelerated test design for service-life prediction of solar array at Mead, Nebraska	000073817	5266310		Language material	a	No attempt to code	|	Monograph/item	m	E			Department of Energy			E 1.28:DOE/JPL/954328-	E 1.28:DOE/JPL/954328-10		429-T-4			1978 i.e. 1979-		FALSE		FALSE								
