MATCHED_ON_CODE	MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	RECORD_TYPE_TEXT	RECORD_TYPE_CODE	RECORD_FORMAT_TEXT	RECORD_FORMAT_CODE	BIB_LEVEL_TEXT	BIB_LEVEL_CODE	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	SHIPPING_LIST	ONLINE_EQUIV	ONLINE_EQUIV_OCLC	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
General note; Main entry; Title statement	500; 110; 245	Lakes in the Kansas City District	000286680	18765345		Cartographic material	e	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.2:K 13/3	D 103.2:K 13/3		337			1988	88-424-P.	FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Perry Lake Trail, Kansas	000286681	18764633		Cartographic material	e	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.2:L 14/9	D 103.2:L 14/9		337			1987	87-595-P.	FALSE							
Subject added entry--topical term; General note; Main entry; Name of publisher, distributor, etc.; Varying form of title	650; 500; 110; 260/264$b; 246	Perry Lake	000286682	18765419		Cartographic material	e	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.2:L 14/11	D 103.2:L 14/11		337			1988?	88-603-P.	FALSE							
Subject added entry--topical term; Main entry; Title statement; Subject added entry--corporate name	650; 110; 245; 610	Current water resources activities in Arkansas	000330564	15681236		Language material	a	Microfiche	b	Serial	s	I			Department of the Interior			I 19.76:			0624-H (MF)			19uu		FALSE							
Subject added entry--topical term; Main entry; Title statement; Subject added entry--corporate name	650; 110; 245; 610	Kansas District	000437413	32251675		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.2:K 13/2	I 19.2:K 13/2		0621			1995	95-0109-P.	FALSE							
Subject added entry--topical term; Main entry; Title statement	650; 110; 245	Racial and religious tensions on selected Kansas college campuses	000503265	41174770		Language material	a	Microfiche	b	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:T 25			0288-A (MF)			1992	99-0361-M.	FALSE							
Subject added entry--topical term; Main entry; Title statement; Subject added entry--geographic name	650; 110; 245; 651	Race relations in rural western Kansas towns	000506621	41595875		Language material	a	Microfiche	b	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:R 11/9	CR 1.2:R 11/9		0288-A (MF)			1998	99-0512-M.	FALSE							
Subject added entry--topical term; Main entry; Title statement	650; 110; 245	Who is enforcing civil rights in Arkansas: is there a need for a state civil rights agency?	000534600	47245515		Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:2001038833			0288-A (online)			2001		FALSE		https://purl.fdlp.gov/GPO/LPS13257					
Main entry	110	Preliminary industry characterization: wood building products surface coating	000543268	49761391		Language material	a	Microfiche	b	Monograph/item	m	EP			Environmental Protection Agency			EP 4.52:W 85/2	EP 4.52:W 85/2		0483-E-22 (MF)			1998	2002-0271-M.	FALSE							
Main entry; Subject added entry--corporate name	110; 610	Jayhawk flyer	000559631	54616001		Language material	a	No attempt to code	|	Serial	s	D			Department of Defense			D 12.18/4:						19uu		FALSE							
Main entry; Subject added entry--corporate name	110; 610	Jayhawk flyer	000559633	54616153		Language material	a	No attempt to code	|	Serial	s	D			Department of Defense			D 12.18/4:						200u		FALSE							
Subject added entry--topical term; Subject added entry--corporate name; General note; Main entry; Subject added entry--geographic name; Name of publisher, distributor, etc.	650; 610; 500; 110; 651; 260/264$b	Accomplishment report	000561566	55219945		Language material	a	Online	o	Serial	s	A			Department of Agriculture			A 57.81/4-2:			0120-A-12 (online)			19uu		FALSE		https://purl.fdlp.gov/GPO/LPS48933					
Subject added entry--topical term; Main entry; Title statement	650; 110; 245	Report on Arkansas: education still separate and still unequal	000678906			Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:AR 4 K						1963		FALSE							
Subject added entry--topical term; Main entry; Title statement	650; 110; 245	Availability of credit to Kansas women: report of Kansas Advisory Committee.	000679183			Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:C 86/2			0288-A			1975		FALSE							
Subject added entry--topical term; Main entry; Title statement	650; 110; 245	Employment, education, and voting: report of open meeting of Arkansas State Advisory Committee to U.S. Commission on Civil Rights in Forrest City, Ark.	000679324			Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:EM 7/2						1966		FALSE							
Subject added entry--topical term; Main entry; Title statement	650; 110; 245	Inmate rights and Kansas state prison system: [report	000679993			Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:K 13			0288-A			1974		FALSE							
Main entry	110	Block grants and you: a citizen's handbook.	000681529			Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.6/2:G 76						between 1900 and 1999?		FALSE							
Subject added entry--topical term; Main entry; Title statement; Subject added entry--geographic name	650; 110; 245; 651	Report of the Special Committee Appointed to Investigate the Troubles in Kansas: with the views of the minority of said committee.	000801764	4414013	1017917; 904746919	Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.K 13:R 29						1856		FALSE							
Subject added entry--topical term; Main entry; Title statement; Subject added entry--geographic name	650; 110; 245; 651	Geothermal resources of Kansas	000813323	10876564	9453748; 22100097; 46043882; 57150358; 156918034; 223032134; 237607973; 456340765; 911673938	Cartographic material	e	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.22/2:K 13/2	C 55.22/2:K 1372	C 55.22/2:K 13/2/MAP	0250-F			1982		FALSE							
Subject added entry--topical term; Main entry; Title statement; Subject added entry--corporate name	650; 110; 245; 610	Annual report to the community, VA Eastern Kansas	001053179	1052619463		Language material	a	Online	o	Serial	s	VA			Department of Veterans Affairs			VA 1.1/18:			0983-H-11 (online)			201u		FALSE		https://purl.fdlp.gov/GPO/gpo109018			https://www.leavenworth.va.gov/		
General note; Subject added entry--topical term; Main entry; Title statement	500; 650; 110; 245	Plan of study, metropolitan region of Kansas City Missouri and Kansas: urban study.	001053720	3082865		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.2:K 13/2						1973		FALSE							
Subject added entry--topical term; Main entry; Title statement; Subject added entry--corporate name	650; 110; 245; 610	Annual report to the community, VA Eastern Kansas	001054931	1052621188		Language material	a	No attempt to code	|	Serial	s	VA			Department of Veterans Affairs			VA 1.1/18:						200u		TRUE	1052619463						
General note; Main entry; Title statement; Subject added entry--geographic name	500; 110; 245; 651	Kansas affairs. July 2, 1856. -- Ordered, that it be referred to the Committee of Elections, and printed ; and that leave be given to the minority of said Committee to submit a report at any time within ten days, and to take additional testimony ; and when submitted, that the same be referred to the	001146201	1065775293		Language material	a	Online	o	Monograph/item	m	Y			Congress			34-1:H.RP.200	Y 1.1/2:869					1856		FALSE		https://purl.fdlp.gov/GPO/gpo169873			https://www.govinfo.gov/content/pkg/SERIALSET-00869_00_00-002-0200-0000/pdf/SERIALSET-00869_00_00-002-0200-0000.pdf		
Main entry; Title statement; Subject added entry--geographic name	110; 245; 651	Kansas constitution. May 11, 1858. -- Ordered to be printed	001146949	1065838295		Language material	a	Online	o	Monograph/item	m	Y			Congress			35-1:H.RP.377	Y 1.1/2:966					1858		FALSE		https://purl.fdlp.gov/GPO/gpo170282			https://www.govinfo.gov/content/pkg/SERIALSET-00966_00_00-027-0377-0000/pdf/SERIALSET-00966_00_00-027-0377-0000.pdf		
Subject added entry--topical term; Main entry; Subject added entry--geographic name	650; 110; 651	Police-community relations in the city of Wichita and Sedgwick County: a report	001162436	6619388	7553761; 721074718; 880117210; 1225668954	Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:P 75/14			0288-A			1980		FALSE							
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Subject added entry--corporate name	650; 110; 260/264$b; 610	Public notice	001168127	1286913492		Language material	a	Online	o	Serial	s	D			Department of Defense			D 103.117/3:K 13/			0334-B-03 (online)			20uu		FALSE		https://purl.fdlp.gov/GPO/gpo172363			https://www.nwk.usace.army.mil/Media/Public-Notices/		
Main entry; Name of publisher, distributor, etc.; Subject added entry--corporate name	110; 260/264$b; 610	Information release	001206929	1351472180		Language material	a	No attempt to code	|	Serial	s	A			Department of Agriculture			A 82.83:						198u		FALSE							
Subject added entry--topical term; Main entry; Title statement; Varying form of title	650; 110; 245; 246	IDEA compliance and implementation in Arkansas schools: a report of the Arkansas Advisory Committee to the U.S. Commission on Civil Rights.	001251710	1413728432		Language material	a	Online	o	Monograph/item	m	CR			Civil Rights Commission			CR 1.8/2-2:AR 4 K/ID 2			0288-A-17 (online)			2023		FALSE		https://purl.fdlp.gov/GPO/gpo220791			https://www.usccr.gov/files/2023-01/2023_idea-compliance-and-implementation-in-ar.pdf		
Subject added entry--topical term; Title statement	650; 245	Revisions recommended for the benefit cost analysis for the planned Tomahawk Lake Project in Kansas : Corps of Engineers, (Civil functions), Department of the Army	000000620	2148484		Language material	a	No attempt to code	|	Monograph/item	m	GA			Government Accountability Office			GA 1.13:RED-75-382	GA 1.13:RED-75-382					1975		FALSE							
Subject added entry--topical term; Title statement	650; 245	Arkansas' timber resources updated, 1975	000001574	2294370		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.80:SO-56	A 13.80:SO-56					1975		FALSE							
General note; Subject added entry--topical term; Title statement; Name of publisher, distributor, etc.	500; 650; 245; 260/264$b	Flood plain information: Line Creek, Kansas City, Missouri.	000002193	2232448		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:K 13/5	D 103.47:K 13/5					1975		FALSE							
Subject added entry--topical term; Title statement	650; 245	Flood plain information, Ouachita River - Rockport Creek - Town Creek, Chatman Creek and Lindsey Creek, Malvern, Arkansas	000002194	2122922		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:M 29	D 103.47:M 29					1975		FALSE							
Title statement	245	Geohydrologic significance of lithofacies of the Carrizo Sand of Arkansas, Louisiana, and Texas and the Meridian Sand of Mississippi	000002744	2282330		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.16:569-D	I 19.16:569-D					1975		FALSE							
Title statement	245	Fort Larned National Historic Site, Kansas	000002913	2288093		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 29.21:F 77 LA/975	I 29.21:F 77 LA/975					1975		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Public Law 94-234: 94th Congress, H.R. 8508, March 17, 1976 : an act to authorize the Secretary of Transportation to release restrictions on the use of certain property conveyed to the city of Camden, Arkansas, for airport purposes.	000004232	2293056		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:PUB.LAW 234	94-2:PUB.LAW 234					1976		FALSE							
Subject added entry--topical term; General note; Title statement; Name of publisher, distributor, etc.; Varying form of title	650; 500; 245; 260/264$b; 246	Flood plain information: Todd Creek, Kansas City, Missouri.	000004909	2335234		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:K 13/3	D 103.47:K 13/3					1975		FALSE							
General note; Subject added entry--topical term; Title statement; Name of publisher, distributor, etc.	500; 650; 245; 260/264$b	Flood plain information: Round Grove Creek, Kansas City, Missouri.	000004910	2335077		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:K 13/4	D 103.47:K 13/4					1975		FALSE							
Subject added entry--topical term; Title statement	650; 245	Flood plain information: Magnolia, Arkansas, Big Creek, Nations Creek and tributaries.	000004913	2339515		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:M 27/2	D 103.47:M 27/2					1975?		FALSE							
Subject added entry--topical term; General note; Title statement; Name of publisher, distributor, etc.; Varying form of title	650; 500; 245; 260/264$b; 246	Flood plain information: Hicks Creek and tributaries, Mountain Home, Arkansas.	000004918	2335173		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:M 86/2	D 103.47:M 86/2					1975		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood plain information: Caney Creek Lateral no. 5, Turkey Creek and tributaries, vicinity of Wynne, Arkansas.	000004927	2335457		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:W 99	D 103.47:W 99					1975		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Public Law 94-221: 94th Congress, S. 270, February 27, 1976 : an act to authorize the Secretary of Transportation to release restrictions on the use of certain property conveyed to the city of Elkhart, Kansas, for airport purposes.	000006092	2334430		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:PUB.LAW 221	94-2:PUB.LAW 221					1976		FALSE							
Title statement	245	Site index tables for shortleaf pine in the Ozark Highlands of northern Arkansas and southern Missouri	000007596	2473287		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.79:SO-207	A 13.79:SO-207					1975		FALSE							
Subject added entry--topical term; Title statement	650; 245	Another Arkansas colony of Neviusia	000007600	2473436		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.79:SO-211	A 13.79:SO-211					1976		FALSE							
Subject added entry--geographic name; Title statement; Varying form of title	651; 245; 246	Estimates of the population of Kansas counties and metropolitan areas: July 1, 1974 and 1975.	000007656	2459291		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.186:P-26/75-16			0142-C			1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Federal outlays in Kansas;: a report of the Federal Government's impact by state, county and large city.	000007756	1938226		Language material	a	No attempt to code	|	Serial	s	CSA			Community Services Administration			CSA 1.10:K 13/975	CSA 1.10:K 13/975					1975		FALSE							
Subject added entry--topical term; Title statement	650; 245	Floods in Malvern, Arkansas: Ouachita River, Town Creek, Chatman Creek, Rockport Creek, Lindsey Creek	000007903	2474733		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:M 29	D 103.47/2:M 29					1975		FALSE							
Title statement	245	Importance of vocational education in the total education picture: remarks, before the 48th National Convention of the Future Farmers of America, Kansas City, Mo., Nov. 13, 1975.	000008106	2455719		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 19.110:B 41/13	HE 19.110:B 41/13					1976?		FALSE							
Title statement; Varying form of title	245; 246	Proposed Prairie National Park, Kansas/Oklahoma	000008284	2416927		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 29.9/2:P 88	I 29.9/2:P 88/APP. A-N	I 29.9/2:P 88				1975		FALSE							
Subject added entry--topical term; Title statement	650; 245	Special flood hazard information report: Gypsum and Dry Creeks, Wichita, Kansas.	000009241	2539798		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:W 63/2	D 103.47:W 63/2					1976		FALSE							
General note; Subject added entry--topical term; Title statement; Varying form of title	500; 650; 245; 246	Hicks Creek: floods in Mountain Home, Arkansas.	000009248	2515366		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:M 86/3	D 103.47/2:M 86/3					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Rental charges for the Kansas City weapons facility, General Services Administration, Energy Research and Development Administration: report to the Subcommittee on Public Works, House Committee on Appropriations	000009337	2530049		Language material	a	No attempt to code	|	Monograph/item	m	GA			Government Accountability Office			GA 1.13:LCD-76-330	GA 1.13:LCD-76-330					1976		FALSE							
Title statement	245	Authorizing the Kanopolis Project, Kansas: report to accompany S. 1821.	000009998	2540253		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:S.RP.1196	94-2:S.RP.1196					1976		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Soil survey of Cloud County, Kansas	000010071	2592038		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:C 62	A 57.38:C 62					1976		FALSE							
General note; Subject added entry--topical term; Title statement; Name of publisher, distributor, etc.	500; 650; 245; 260/264$b	Flood plain information: Cedar Creek, Camp Creek, Little Cedar Creek : Johnson County, Kansas.	000010313	2587465		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:J 63/2	D 103.47:J 63/2					1975		FALSE							
Title statement	245	To construct, operate, and maintain the Kanopolis unit of the Pick-Sloan Missouri Basin program, Kansas: hearing before the Subcommittee on Energy Research and Water Resources of the Committee on Interior and Insular Affairs, United States Senate, Ninety-fourth Congress, second session, on S. 1821 ... May 6, 1976.	000011033	2556483	880014236	Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/13:K 13/2			1040			1976		TRUE	1282610103						
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Soil survey of Chautauqua County, Kansas	000011414	2613670		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:C 39	A 57.38:C 39					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Summary appraisals of the Nation's ground-water resources, Arkansas-White-Red region	000012099	2319014		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.16:813-H	I 19.16:813-H					1976		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Results of infiltration tests near Scott City, western Kansas	000012126	2471084		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:76-12	I 19.42/4:76-12					1976		FALSE							
Title statement; Subject added entry--corporate name	245; 610	Ruedi Dam and Reservoir, technical record of design and construction: Fryingpan-Arkansas project, Colorado.	000012137	2631916		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 27.2:R 83/2	I 27.2:R 83/2					1975		FALSE							
Title statement; Varying form of title	245; 246	Public Law 94-543, Oct. 18, 1976: an act designating Ozark Lock and Dam on the Arkansas River as the "Ozark-Jeta Taylor Lock and Dam".	000012862	2651867		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:PUB.LAW 543	94-2:PUB.LAW 543					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Red River and Tributaries, Downstream from Denison Dam-West Agurs Levee Louisiana; Days Creek and Tributaries, Arkansas and Texas; and McKinney Bayou, Arkansas and Texas: Communication from the Assistant Secretary of the Army (Civil Works) transmitting a letter from the Chief of Engineers, Department of the Army, submitting a report on the Red River and Tributaries, downstream from Denison Dam-West Agurs Levee, Louisiana; Days Creek and Tributaries, Arkansas and Texa	000013225	2661504		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.22:R 24/11	D 103.22:R 24/11					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Red River and Tributaries, Downstream from Denison Dam-West Agurs Levee Louisiana; Days Creek and Tributaries, Arkansas and Texas; and McKinney Bayou, Arkansas and Texas: Communication from the Assistant Secretary of the Army (Civil Works) transmitting a letter from the Chief of Engineers, Department of the Army, submitting a report on the Red River and Tributaries, downstream from Denison Dam-West Agurs Levee, Louisiana; Days Creek and Tributaries, Arkansas and Texa	000014291	2661519		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:H.DOC.647	94-2:H.DOC.647					1976		FALSE							
General note; Subject added entry--topical term; Title statement	500; 650; 245	Flood plain information: Arkansas River and Gar Creek, Ozark Arkansas.	000014655	2739767		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:OZ 1	D 103.47:OZ 1					1976		FALSE							
General note; Subject added entry--topical term; Title statement	500; 650; 245	Flood plain information: Little Red River and tributaries, Searcy, Arkansas.	000014661	2725238		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:SE 1	D 103.47:SE 1					1975		FALSE							
Title statement	245	Environmental directory for Region VII: Iowa, Missouri, Kansas, Nebraska.	000014706	2756894		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.2:EN 8/20	EP 1.2:EN 8/20					1976?		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Soil survey of Drew County, Arkansas	000016698	2787848		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:D 82	A 57.38:D 82		102 (Rev. 1957)			1976		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Soil survey of Barber County, Kansas	000017622	2926357		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:B 23/2	A 57.38:B 23/2		102 (Rev. 1957)			1977		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Soil survey of Benton County, Arkansas	000017624	2846665		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:B 44/4	A 57.38:B 44/4		102 (Rev. 1957)			1977		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Soil survey of Ness County, Kansas	000017629	2846642		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:N 37	A 57.38:N 37		102 (Rev. 1957)			1977		FALSE							
