MATCHED_ON_CODE	MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	RECORD_TYPE_TEXT	RECORD_TYPE_CODE	RECORD_FORMAT_TEXT	RECORD_FORMAT_CODE	BIB_LEVEL_TEXT	BIB_LEVEL_CODE	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	SHIPPING_LIST	ONLINE_EQUIV	ONLINE_EQUIV_OCLC	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
Varying form of title; Title statement	246; 245	Omega table: area 10, Central Pacific, pair C-D (Hawaii, U.S.A.--North Dakota, U.S.A.).	000020217	2996216		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 5.317:224(110)C-D	D 5.317:224(110)C-D		378-G			1977		FALSE							
Varying form of title; Title statement	246; 245	Omega table: area 04, Alaska, pair A-D (Norway--North Dakota,U.S.A.).	000020218	3091616		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 5.317:224(104)A-D	D 5.317:224(104)A-D		378-G			1977		FALSE							
Varying form of title; Title statement	246; 245	Omega table: area 23, Amundsen Sea, pair C-D (Hawaii, U.S.A.--North Dakota, U.S.A.)	000020219	3081203		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 5.317:224(123)C-D	D 5.317:224(123)C-D		378-G			1977		FALSE							
General note; Title statement; Subject added entry--topical term	500; 245; 650	Legal status of homemakers in North Dakota	000022414	2944907		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.W 84:9/35	Y 3.W 84:9/35		1089			1976, [1977 printing		FALSE							
Varying form of title; Title statement	246; 245	Omega table: area 23, Amundsen Sea, pair D-E (North Dakota, U.S.A.--Reunion).	000023291	3145248		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 5.317:224(123)D-E	D 5.317:224(123)D-E		378-G			1977		FALSE							
Varying form of title; Title statement	246; 245	Omega table: area 23, Amundsen Sea, pair D-H (North Dakota, U.S.A.--Japan).	000023293	3145297		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 5.317:224(123)D-H	D 5.317:224(123)D-H		378-G			1977		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: city of Grand Forks, North Dakota, Grand Forks County.	000023661	3140889		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:G 76	HH 10.9:G 76		594-C-37			1977		FALSE							
Varying form of title; Title statement	246; 245	Omega propagation correction tables for 10.2 kHz: area 24, Weddell Sea, station D (North Dakota).	000024602	3220889		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 5.317:224(124-C)D	D 5.317:224(124-C)D		378-G			1977		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: city of Velva, North Dakota, McHenry County.	000025236	3236974		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:V 54	HH 10.9:V 54		594-C-37			1977		FALSE							
General note; Title statement; Added entry--corporate name; Subject added entry--topical term	500; 245; 710; 650	Soil survey of Traill County, North Dakota	000027042	3404311		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:T 68/2	A 57.38:T 68/2		102(Rev.1957)			1977		FALSE							
Varying form of title; Title statement	246; 245	Omega table: area 24, Weddell Sea, pair C-D (Hawaii, U.S.A.-North Dakota, U.S.A.).	000027141	3387553		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 5.317:224(124)C-D	D 5.317:224(124)C-D		378-]			1977		FALSE							
Varying form of title; Title statement	246; 245	Omega table: area 10, Center Pacific, pair D-H (North Dakota, U.S.A.-Japan).	000027142	3403810		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 5.317:224(110)D-H	D 5.317:224(110)D-H		378-G			1977		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: city of Beulah, North Dakota, Mercer County.	000027508	3407379		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:B 46	HH 10.9:B 46		594-C-37			1977		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: city of Hazen, North Dakota, Mercer County.	000027522	3357945		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:H 33	HH 10.9:H 33		594-C-37			1977		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: city of Riverside, North Dakota, Cass County.	000027546	3407305		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10-9:R 52/4	HH 10-9:R 52/4		594-C-37			1977		FALSE							
Title statement; Subject added entry--topical term	245; 650	Soil survey of Pembina County, North Dakota	000028329	3263757		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:P 36/2/ERRATUM	A 57.38:P 36/2/ERRATUM		102 (Rev. 1957)			1977		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: city of Jamestown, North Dakota, Stutsman County.	000028977	3488259		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:J 23	HH 10.9:J 23		594-C-37			1978		FALSE							
Subject added entry--geographic name; Title statement	651; 245	Monthly normals of temperature, precipitation, and heating and cooling degree days 1941-1970: North Dakota.	000031035	2106011		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.286:N 81 D/941-70	C 55.286:N 81 D/941-70					1973		FALSE							
Subject added entry--geographic name; Title statement	651; 245	Monthly averages of temperature and precipitation for state climatic divisions 1941-1970: North Dakota.	000031079	3522971		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.286/2:N 81 D/941-70	C 55.286/2:N 81 D/941-70					1973		FALSE							
Title statement	245	Omega table: area 01, Northern Europe, pair A-D (Norway-North Dakota, U.S.A.).	000031119	3548569		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 5.317:224(101)A-D	D 5.317:224(101)A-D		378-G			1977		FALSE							
Varying form of title; Title statement	246; 245	Omega table: area 11, North America, pair G-D (Trinidad--North Dakota, U.S.A).	000031120	3520940		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 5.317:224(111)G-D	D 5.317:224(111)G-D		378-G			1977		FALSE							
Title statement	245	Omega table: area 06, Greenland, pair A-D (Norway-North Dakota, U.S.A.).	000031121	3520436		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 5.317:224(106)A-D	D 5.317:224(106)A-D		378-G			1977		FALSE							
Varying form of title; Title statement	246; 245	Omega table: area 05, Canada, pair A-D (Norway--North Dakota, U.S.A).	000031122	3518535		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 5.317:224(105)A-D	D 5.317:224(105)A-D		378-G			1977		FALSE							
Varying form of title; Title statement	246; 245	Omega table: area 02, central USSR, pair A-D (Norway-North Dakota, U.S.A.).	000031123	3505881		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 5.317:224(102)A-D	D 5.317:224(102)A-D		378-G			1977		FALSE							
Varying form of title; Title statement	246; 245	Omega table: area 03, eastern USSR, pair A-D (Norway-North Dakota, U.S.A.).	000031124	3505866		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 5.317:224 (103) A-D	D 5.317:224(103)A-D		378-G			1977		FALSE							
Varying form of title; Title statement	246; 245	Omega table: area 24, Weddell Sea, pair D-E (North Dakota, U.S.A.--Reunion).	000031125	3505957		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 5.317:224(124)D-E	D 5.317:224(124)D-E		378-G			1977		FALSE							
Varying form of title; Title statement	246; 245	Omega propagation correction tables for 10.2 kHz: area 23, Amundsen Sea, station D (North Dakota).	000031127	3520454		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 5.317:224(123-C)D	D 5.317:224(123-C)D		378-G			1977		FALSE							
Varying form of title; Title statement	246; 245	Omega propagation correction tables for 13.6 kHz: area 10, Central Pacific, station D (North Dakota).	000031133	3506047		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 5.317:224(310-C)D	D 5.317:224(310-C)D		378-G			1977		FALSE							
Title statement; Subject added entry--topical term	245; 650	Providing that Bottineau, McHenry, Pierce, Sheridan, and Wells Counties, N. Dak., shall be included in the Northwestern Division of the Judicial District of North Dakota: report to accompany S. 195.	000032742	3466142		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			95-1:S.RP.221	95-1:S.RP.221		1008-A			1977		FALSE							
Varying form of title; Title statement	246; 245	Omega propagation correction tables for 13.6 kHz: area 05, Canada, station D (North Dakota).	000033221	3632922		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 5.317:224 (305-C)D	D 5.317:224 (305-C)D		378-G			1978		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: city of West Fargo, North Dakota, Cass County.	000036005	3687175		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:W 52 F/2	HH 10.9:W 52 F/2		594-C-37			1977		FALSE							
Title statement; Subject added entry--topical term	245; 650	Conserving North Dakota resources	000037254	2713184		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.2:N 81 D	A 57.2:N 81 D					1976		FALSE							
Varying form of title; Title statement	246; 245	Pembilier Lake and Dam, Pembina River basin, North Dakota	000039591	3863972		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.62:P 36/REV.DRAFT	D 103.62:P 36/REV.DRAFT					1976		FALSE							
Varying form of title; Title statement; Subject added entry--topical term	246; 245; 650	Flood insurance study: city of Dickinson, North Dakota, Stark County.	000040464	3860793		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:D 56/2	HH 10.9:D 56/2		594-C-37			1977		FALSE							
Title statement; Subject added entry--topical term	245; 650	Long-horned wood-boring beetles of North Dakota (Coleoptera: cerambycidae)	000043426	2710200		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.78:RM-171	A 13.78:RM-171					1976		FALSE							
Title statement	245	Dickinson Dam, North Dakota: hearing before the Subcommittee on Public Lands and Resources of the Committee on Energy and Natural Resources, United States Senate, Ninety-fifth Congress, second session, on S. 817 ... February 22, 1978.	000045939	3977648		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.EN 2:95-98	Y 4.EN 2:95-98		1040			1978		FALSE							
Subject added entry--geographic name; Title statement	651; 245	1970 census of population: 1970 population of North Dakota by township and city.	000046561	4084872		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.223/12:970/107			0154			1976		FALSE							
