MATCHED_ON_CODE	MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	RECORD_TYPE_TEXT	RECORD_TYPE_CODE	RECORD_FORMAT_TEXT	RECORD_FORMAT_CODE	BIB_LEVEL_TEXT	BIB_LEVEL_CODE	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	SHIPPING_LIST	ONLINE_EQUIV	ONLINE_EQUIV_OCLC	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
Main entry; Title statement	110; 245	Race relations in Cooper County, Missouri, 1978: a report	000068716	5094978		Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:C 78	CR 1.2:C 78		288-A			1979		FALSE							
Main entry	110	Yellowstone River Basin and adjacent coal areas river and reservoir operation studies: ad hoc work group report, work item no. 22, level B study	000083809	4929292		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 27.2:Y 3/8	I 27.2:Y 3/8					1978		FALSE							
Main entry	110	Yellowstone River Basin and adjacent coal areas: depletion study, 1975 level of development	000083810	4929432		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 27.2:Y 3/9	I 27.2:Y 3/9					1976		FALSE							
Main entry	110	Chemical and physical stability of refractories for use in coal gasification	000084985	5024448		Language material	a	No attempt to code	|	Monograph/item	m	E			Department of Energy			E 1.28:COO-2904-	E 1.28:COO-2904-7		429-T-4 (microfiche)			1978-		FALSE							
Main entry; Name of publisher, distributor, etc.	110; 260/264$b	Yellowstone River basin and adjacent coal area level B study: report and environmental assessment.	000086627	4904651		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.M 69/2:2 Y 3/2/V.1-8 A	Y 3.M 69/2:2 Y 3/2/V.1-8 A					1977-78		FALSE							
Main entry; Title statement	110; 245	Missouri Pacific's computerized freight car scheduling system: advanced systems study	000102252	6573313		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 3.15/5:80-4	TD 3.15/5:80-4		701-C-1			1980		FALSE							
Main entry; Title statement	110; 245	Missouri Pacific's computerized freight car scheduling system: system performance measurement	000123173	3911134		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 3.15/5:78-9	TD 3.15/5:78-9		701-C-1 (microfiche)			1978		FALSE							
Subject added entry--topical term; Main entry; Subject added entry--corporate name	650; 110; 610	Annual report	000133535	1791466		Language material	a	No attempt to code	|	Serial	s	Y			Congress			Y 3.M 69/2:1/	Y 3.M 69/2:1/979	Y 3.M 69/2:1/980	607 (microfiche)			1973		FALSE							
Main entry; Name of publisher, distributor, etc.; Subject added entry--corporate name	110; 260/264$b; 610	Priorities report	000135974	4256152		Language material	a	No attempt to code	|	Serial	s	Y			Congress			Y 3.M 69/2:2 P 93/	Y 3.M 69/2:2 P 93		607 (microfiche)			197u		FALSE							
Subject added entry--topical term; Main entry; Title statement	650; 110; 245	Missouri River Basin water resources management plan: a comprehensive, coordinated joint plan for water and related land resources development, management, and conservation and final environmental impact statement.	000138872	7450784		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.M 69/2:2 W 29/6	Y 3.M 69/2:2 W 29/6		607 (microfiche)			1980		FALSE							
Subject added entry--topical term; Main entry; Subject added entry--geographic name	650; 110; 651	Fair housing in America	000141545	8289978		Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:F 15/			0288-A			1981-1982		FALSE							
Subject added entry--topical term; Main entry; Title statement	650; 110; 245	Missouri River Basin water resources management plan: a comprehensive, coordinated joint plan for water and related land resources development, management, and conservation and final environmental impact statement	000178892	8866142		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.M 69/2:W 324/2/980/X	Y 3.M 69/2:W 324/2/980/X					1980		FALSE							
Subject added entry--topical term; Main entry; Title statement	650; 110; 245	Final report of the Missouri agriculture products promotion study	000180610	7502465		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.OZ 1:2 AG 8/X	Y 3.OZ 1:2 AG 8/X					1980?		FALSE							
Subject added entry--geographic name; Main entry; Title statement; Subject added entry--corporate name	651; 110; 245; 610	Missouri River Basin Commission	000200248	11298501		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.M 69/2:2 M 69/2	Y 3.M 69/2:2 M 69/2					1984?		FALSE							
Main entry	110	North Loup Division, Nebraska, general map	000287374	14927605		Cartographic material	e	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 27.7/4:N 81	I 27.7/4:N 81		664-C			1986	86-746-P.	FALSE							
Main entry; Name of publisher, distributor, etc.; Subject added entry--corporate name	110; 260/264$b; 610	Telephone directory	000327705	10293194		Language material	a	No attempt to code	|	Serial	s	I			Department of the Interior			I 27.77:M 69/			660-C			19uu		FALSE							
Subject added entry--topical term; Subject added entry--corporate name; Main entry; Subject added entry--geographic name; Title statement; Varying form of title	650; 610; 110; 651; 245; 246	Missouri report	000561500	55153657		Language material	a	Online	o	Serial	s	A			Department of Agriculture			A 57.81/25:			0120-C-25 (online)			19uu		FALSE		https://purl.fdlp.gov/GPO/LPS48910					
Subject added entry--topical term; Subject added entry--corporate name; General note; Main entry; Subject added entry--geographic name	650; 610; 500; 110; 651	Upper White River review	000574827	57224469		Language material	a	Online	o	Serial	s	A			Department of Agriculture			A 57.81/25-2:			0120-C-29 (online)			2004]-		FALSE		https://purl.fdlp.gov/GPO/LPS56018					
Subject added entry--topical term; Main entry; Title statement	650; 110; 245	General revenue sharing in St. Louis City and County: report of Missouri Advisory Committee	000680670			Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:SA 2 L			0288-A			1976		FALSE							
Subject added entry--geographic name; Main entry; Title statement; Varying form of title	651; 110; 245; 246	Department of Interior in Missouri River Basin, progress report	000838206			Language material	a	No attempt to code	|	Serial	s	I			Department of the Interior			I 1.80:						19uu		FALSE							
Main entry; Title statement; Subject added entry--geographic name	110; 245; 651	Progress in Missouri River Basin	000838333			Language material	a	No attempt to code	|	Serial	s	I			Department of the Interior			I 1.80:						1951		FALSE							
Main entry; Title statement; Subject added entry--geographic name	110; 245; 651	Progress, Missouri River Basin [report]	000838419			Language material	a	No attempt to code	|	Serial	s	I			Department of the Interior			I 1.80:						1953		FALSE							
Subject added entry--geographic name; Main entry; Title statement; Subject added entry--corporate name	651; 110; 245; 610	Annual report of the Missouri River Commission for the fiscal year ending	000899581			Language material	a	No attempt to code	|	Serial	s													18uu		FALSE							
General note; Subject added entry--topical term; Main entry; Title statement	500; 650; 110; 245	Department of Interior in Missouri River Basin, progress report	000947197			Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 1.79:949						1949		FALSE							
Subject added entry--topical term; Main entry; Subject added entry--geographic name; Subject added entry--corporate name	650; 110; 651; 610	... annual report	001109281	759169255		Language material	a	No attempt to code	|	Serial	s	JU			Judiciary			JU 4.1:						2008		TRUE	1126334827						
Subject added entry--topical term; Subject added entry--corporate name; Main entry; Subject added entry--geographic name; Title statement; Name of publisher, distributor, etc.; Varying form of title	650; 610; 110; 651; 245; 260/264$b; 246	U.S. District Court, Eastern District of Missouri	001109283	1126335083		Language material	a	Online	o	Serial	s	JU			Judiciary			JU 4.1:			0732-A-03 (online)			2017-		FALSE		https://purl.fdlp.gov/GPO/gpo127574			https://www.moed.uscourts.gov/clerks-office-annual-reports		
Subject added entry--topical term; Subject added entry--corporate name; Main entry; Subject added entry--geographic name; Name of publisher, distributor, etc.	650; 610; 110; 651; 260/264$b	... annual report	001109284	1126334827		Language material	a	Online	o	Serial	s	JU			Judiciary			JU 4.1:			0732-A-03 (online)			-2016		FALSE		https://purl.fdlp.gov/GPO/gpo127572			https://www.moed.uscourts.gov/clerks-office-annual-reports		
Subject added entry--topical term; Main entry; Subject added entry--geographic name; Title statement; Name of publisher, distributor, etc.; Varying form of title	650; 110; 651; 245; 260/264$b; 246	Missouri River main stem system ... annual operating plan	001115271	1141253861		Language material	a	Online	o	Serial	s	D			Department of Defense			D 103.141:			0337-B-40 (online)			2001-		FALSE		https://purl.fdlp.gov/GPO/gpo132447			http://www.nwd-mr.usace.army.mil/rcc/aop.html		
Subject added entry--topical term; Main entry; Subject added entry--geographic name; Title statement; Name of publisher, distributor, etc.	650; 110; 651; 245; 260/264$b	Missouri River main stem reservoirs ... annual operating plan	001115272	1141253819		Language material	a	Online	o	Serial	s	D			Department of Defense			D 103.141:			0337-B-40 (online)			2001		FALSE		https://purl.fdlp.gov/GPO/gpo132369			http://www.nwd-mr.usace.army.mil/rcc/aop.html		
Subject added entry--topical term; Main entry; Subject added entry--geographic name; Title statement; Name of publisher, distributor, etc.	650; 110; 651; 245; 260/264$b	Missouri River main stem reservoirs ... annual operating plan	001115273	1141253784		Language material	a	Online	o	Serial	s	D			Department of Defense			D 103.141:			0337-B-40 (online)			1999		FALSE		https://purl.fdlp.gov/GPO/gpo132368			http://www.nwd-mr.usace.army.mil/rcc/aop.html		
Subject added entry--topical term; Main entry; Subject added entry--geographic name; Title statement; Name of publisher, distributor, etc.	650; 110; 651; 245; 260/264$b	Missouri River main stem reservoirs summary of actual ... operations	001115279	1141255617		Language material	a	Online	o	Serial	s	D			Department of Defense			D 103.141/2:			0337-B-41 (online)			2001-		FALSE		https://purl.fdlp.gov/GPO/gpo132456			http://www.nwd-mr.usace.army.mil/rcc/aop.html010		
Subject added entry--topical term; Main entry; Subject added entry--geographic name; Title statement; Name of publisher, distributor, etc.	650; 110; 651; 245; 260/264$b	Missouri River main stem reservoirs summary of actual ... operations	001115280	1141255518		Language material	a	Online	o	Serial	s	D			Department of Defense			D 103.141/2:			0337-B-41 (online)			1999-2000		FALSE		https://purl.fdlp.gov/GPO/gpo132453			http://www.nwd-mr.usace.army.mil/rcc/aop.html010		
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Missouri River main stem reservoirs system description and operation	001115303	1141280364		Language material	a	Online	o	Monograph/item	m	D			Department of Defense			D 103.2:R 31/10			0337 (online)			1998		FALSE		https://purl.fdlp.gov/GPO/gpo132467			http://www.nwd-mr.usace.army.mil/rcc/reports/pdfs/aop98b.pdf		
Subject added entry--topical term; Main entry; Name of publisher, distributor, etc.; Title statement	650; 110; 260/264$b; 245	Missouri River mainstem reservoir system, system description and operation	001115304	1141285204		Language material	a	Online	o	Monograph/item	m	D			Department of Defense			D 103.2:R 31/11			0337 (online)			2007		FALSE		https://purl.fdlp.gov/GPO/gpo132469			http://www.nwd-mr.usace.army.mil/rcc/reports/pdfs/SystemDescription2007.pdf		
Subject added entry--topical term; Main entry; Title statement; Subject added entry--corporate name	650; 110; 245; 610	Missouri annual report	001116724	1264723010		Language material	a	No attempt to code	|	Serial	s	A			Department of Agriculture			A 57.81/25:						20uu		TRUE	1264723078						
Main entry	110	Emancipation of the slaves of rebels. (To accompany Bill H.R. No. 472.) June 17, 1862. -- Ordered to be printed	001147357	1064020191		Language material	a	Online	o	Monograph/item	m	Y			Congress			37-2:H.RP.120	Y 1.1/2:1145					1862		FALSE		https://purl.fdlp.gov/GPO/gpo170609			https://www.govinfo.gov/content/pkg/SERIALSET-01145_00_00-036-0120-0000/pdf/SERIALSET-01145_00_00-036-0120-0000.pdf		
Main entry	110	Emancipation and colonization. (To accompany Bill H.R. No. 576.) July 16, 1862. -- Ordered to be printed	001147360	1064023384		Language material	a	Online	o	Monograph/item	m	Y			Congress			37-2:H.RP.148	Y 1.1/2:1145					1862		FALSE		https://purl.fdlp.gov/GPO/gpo170612			https://www.govinfo.gov/content/pkg/SERIALSET-01145_00_00-064-0148-0000/pdf/SERIALSET-01145_00_00-064-0148-0000.pdf		
Subject added entry--topical term; Main entry; Title statement; Subject added entry--corporate name	650; 110; 245; 610	Missouri annual report	001162894	1264723078		Language material	a	Online	o	Serial	s	A			Department of Agriculture			A 57.81/25:			0120-C-25 (online)			20uu		FALSE		https://purl.fdlp.gov/GPO/gpo158773			https://www.nrcs.usda.gov/wps/portal/nrcs/mo/newsroom/factsheets/		
Main entry; Title statement	110; 245	In Senate of the United States, November 29, 1820. The committee to whom was referred the constitution of the State of Missouri, report: That they have the same under consideration, and, by reference to the law of Congress, passed on the sixth day of March	001182069	1065561477		Language material	a	Online	o	Monograph/item	m	Y			Congress			Y 1.1/2:42	16-2:S.DOC.10					1820		FALSE		https://purl.fdlp.gov/GPO/gpo196185			https://www.govinfo.gov/content/pkg/SERIALSET-00042_00_00-011-0010-0000/pdf/SERIALSET-00042_00_00-011-0010-0000.pdf		
Subject added entry--topical term; Main entry; Title statement; Subject added entry--geographic name	650; 110; 245; 651	Constitution of the state of Missouri: November 16, 1820	001201049	367819484	746795193; 813377246; 1065570819; 1065896522; 1195462576; 1195811109; 1256108721; 1263630298	Language material	a	Online	o	Monograph/item	m	Y			Congress			Y 1.1/2:48	16-2:H.DOC.2					1820		FALSE		https://purl.fdlp.gov/GPO/gpo210975			https://www.govinfo.gov/content/pkg/SERIALSET-00048_00_00-003-0002-0000/pdf/SERIALSET-00048_00_00-003-0002-0000.pdf		
Subject added entry--topical term; Main entry; Title statement; Subject added entry--geographic name	650; 110; 245; 651	Missouri: a great river basin of the United States : its resources and how we are using them	001411625	6110581		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3. M 69:2 M 69			0607			1958		FALSE							
General note; Subject added entry--topical term; Title statement	500; 650; 245	Soil survey of Henry County, Missouri	000000056	2079484		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:H 39/4	A 57.38:H 39/4					1975		FALSE							
Subject added entry--topical term; Title statement	650; 245	Policies and practices for acquiring land at three Missouri water resources projects : Corps of Engineers (Civil functions), Department of the Army	000000622	2148507		Language material	a	No attempt to code	|	Monograph/item	m	GA			Government Accountability Office			GA 1.13:RED-75-386	GA 1.13:RED-75-386					1975		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Public Law 94-242: 94th Congress, H.R. 1313, March 24, 1976 : an act to authorize the Secretary of Transportation to release restrictions on the use of certain property conveyed to the city of Rolla, Missouri, for airport purposes.	000001382	2140298		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:PUB.LAW 242	94-2:PUB.LAW 242					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Timber and wildlife research, Columbia Missouri	000001575	2294255		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.82/2:T 48	A 13.82/2:T 48					1976		FALSE							
General note; Subject added entry--topical term; Title statement	500; 650; 245	Flood plain information: Line Creek, Kansas City, Missouri.	000002193	2232448		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:K 13/5	D 103.47:K 13/5					1975		FALSE							
Subject added entry--topical term; Title statement	650; 245	Chemical variation of soils in Missouri associated with selected levels of the soil classification system	000002757	1959100		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.16:954-B	I 19.16:954-B					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Timber volume in Missouri counties	000004524	1330041		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.79:NC-179	A 13.79:NC-179					1974		FALSE							
General note; Subject added entry--topical term; Title statement; Varying form of title	500; 650; 245; 246	Flood plain information: Little Blue River, Grandview, Missouri.	000004906	2338618		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:G 76/7	D 103.47:G 76/7					1975		FALSE							
General note; Subject added entry--topical term; Title statement; Varying form of title	500; 650; 245; 246	Flood plain information: Todd Creek, Kansas City, Missouri.	000004909	2335234		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:K 13/3	D 103.47:K 13/3					1975		FALSE							
General note; Subject added entry--topical term; Title statement	500; 650; 245	Flood plain information: Round Grove Creek, Kansas City, Missouri.	000004910	2335077		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:K 13/4	D 103.47:K 13/4					1975		FALSE							
Title statement	245	Public Health Conference on Records and Statistics: 16th national meeting [announcement] June 14-16, 1976, St. Louis, Missouri	000005163	2355415		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.6214/2:976	HE 20.6214/2:976					1976?		FALSE							
Subject added entry--topical term; Title statement	650; 245	Forest area in Missouri counties, 1972	000006324	1330095		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.79:NC-182	A 13.79:NC-182					1974		FALSE							
Title statement	245	Formulas of site index prediction tables for oak in Missouri	000006328	2419734		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.79:NC-200	A 13.79:NC-200					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Elemental composition of selected native plants and associated soils from major vegetation-type areas in Missouri	000006801	1993968		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.16:954-C	I 19.16:954-C					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Elemental composition of corn grains, soybean seeds, pasture grasses, and associated soils from selected areas in Missouri	000006802	2020403		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.16:954-D	I 19.16:954-D					1976		FALSE							
Title statement; Subject added entry--geographic name	245; 651	Missouri River basin industrial water marketing: hearing before the Subcommittee on Energy Research and Water Resources of the Committee on Interior and Insular Affairs, United States Senate, Ninety-fourth Congress, first session, on ...	000007241	1859468		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/13:M 690/6/PT.2	Y 4.IN 8/13:M 690/6/PT.2		1040			1975-		FALSE							
Title statement	245	Growth of four types of white oak reproduction after clearcutting in the Missouri Ozarks	000007549	2432429		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.78:NC-116	A 13.78:NC-116					1975		FALSE							
Title statement	245	Pruning pin oak in southeastern Missouri	000007552	2455006		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.78:NC-121	A 13.78:NC-121					1975		FALSE							
Subject added entry--topical term; Title statement	650; 245	Annual changes in forest floor weights under a southeast Missouri oak stand	000007582	1934437		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.79:NC-184	A 13.79:NC-184					1975		FALSE							
Title statement	245	Site index tables for shortleaf pine in the Ozark Highlands of northern Arkansas and southern Missouri	000007596	2473287		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.79:SO-207	A 13.79:SO-207					1975		FALSE							
General note; Subject added entry--topical term; Title statement	500; 650; 245	Timber resource of Missouri's prairie region '72	000007601	2459703		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.80:NC-26	A 13.80:NC-26					1975		FALSE							
Subject added entry--topical term; Title statement	650; 245	Local net volume equations for Missouri	000007607	2459590		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.88:NC-15	A 13.88:NC-15					1975		FALSE							
Subject added entry--topical term; Title statement	650; 245	Providence Educational Center: a program for juvenile delinquents, St. Louis, Missouri : [brochure]	000010754	2554549		Language material	a	No attempt to code	|	Monograph/item	m	J			Department of Justice			J 1.10:P 94/DESC.	J 1.10:P 94/DESC.					1975		FALSE							
General note; Title statement	500; 245	Legal status of homemakers in Missouri	000010944	2595185		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.W 84:9/26	Y 3.W 84:9/26					1976		FALSE							
Title statement; Subject added entry--corporate name	245; 610	To construct, operate, and maintain the Kanopolis unit of the Pick-Sloan Missouri Basin program, Kansas: hearing before the Subcommittee on Energy Research and Water Resources of the Committee on Interior and Insular Affairs, United States Senate, Ninety-fourth Congress, second session, on S. 1821 ... May 6, 1976.	000011033	2556483	880014236	Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/13:K 13/2			1040			1976		TRUE	1282610103						
Title statement	245	Locks and dam 26: Hearings before the Subcommittee on Water Resources of the Committee on Public Works, United States Senate, Ninety-fourth Congress, second session, on S. 1825 a bill to authorize the construction of a lock and dam project on the Mississippi River near Alton, Illinois and Missouri, S. 3425 a bill to	000011082	2562540		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.P 96/10:94-H 45	Y 4.P 96/10:94-H 45		1045			1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Designating certain lands in Missouri as wilderness and wilderness study areas: report to accompany S. 3204.	000011321	2587081		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:S.RP.1270	94-2:S.RP.1270					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Timber in Missouri, 1972	000011391	2608265		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.80:NC-30	A 13.80:NC-30					1976		FALSE							
Subject added entry--geographic name; Title statement; Varying form of title	651; 245; 246	Estimates of the population of Missouri counties and metropolitan areas: July 1, 1974 and 1975.	000011472	2650323		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.186:P-26/75-25			0142-C			1976		FALSE							
Title statement	245	Changes in young-of-the-year fish stocks during and after filling of Lake Oahe, an upper Missouri River storage reservoir, 1966-74	000012179	2318400		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 49.68:87	I 49.68:87					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Estimation of river towboat air pollution in Saint Louis, Missouri	000012260	2534329		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 1.20/2:75-42	TD 1.20/2:75-42					1976		FALSE							
Title statement	245	Environmental directory for Region VII: Iowa, Missouri, Kansas, Nebraska.	000014706	2756894		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.2:EN 8/20	EP 1.2:EN 8/20					1976?		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Canton, Lewis County, Missouri.	000015039	2742129		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:C 16/2	HH 10.9:C 16/2		594-A-2			1976		FALSE							
Title statement	245	Memorial services held in the House of Representatives and Senate of the United States, together with remarks presented in eulogy of Jerry L. Litton, late a Representative from Missouri	000015396	2729394		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 7.1:L 73	Y 7.1:L 73		1005			1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Water resources of the Missouri River basin	000017469	2781333		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/13:M 69 O/7	Y 4.IN 8/13:M 69 O/7		1040			1976		FALSE							
Title statement; Subject added entry--geographic name	245; 651	Designation of Missouri River segment as a wild and scenic river: hearing before the Subcommittee on National Parks and Recreation of the Committee on Interior and Insular Affairs, House of Representatives, Ninety-fourth Congress, second session, on S. 1506 ... June 21, 1976.	000019083	2857616		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/14:94-64	Y 4.IN 8/14:94-64		1023			1977		FALSE							
Title statement	245	Tributes to the Honorable Stuart Symington of Missouri: in the United States Senate upon the occasion of his retirement from the Senate.	000019240	2854330		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:S.DOC.276	94-2:S.DOC.276					1977		FALSE							
General note; Subject added entry--topical term; Title statement	500; 650; 245	Plan for managing the national forests in Missouri: Mark Twain & Clark.	000019620	2989433		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.2:M 69/4/ADD.	A 13.2:M 69/4/ADD.		84			1976		FALSE							
