MATCHED_ON_CODE	MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	RECORD_TYPE_TEXT	RECORD_TYPE_CODE	RECORD_FORMAT_TEXT	RECORD_FORMAT_CODE	BIB_LEVEL_TEXT	BIB_LEVEL_CODE	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	SHIPPING_LIST	ONLINE_EQUIV	ONLINE_EQUIV_OCLC	ONLINE_EQUIV_IN_CGP	ONLINE_EQUIV_CGP_SYS_NO	ONLINE_EQUIV_PURL	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
Added entry--corporate name; Subject added entry--topical term; General note; Title statement	710; 650; 500; 245	Soil survey of Plymouth County, Iowa	000001611	2172041		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:P 74/2	A 57.38:P 74/2					1976		FALSE		FALSE								
Title statement	245	Eliminating a restriction on the use of certain lands patented to the city of Hobart, Kiowa County, Okla.: report to accompany S. 2004.	000004366	2235618		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:S.RP.760	94-2:S.RP.760					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Forest area in Iowa counties, 1974	000004526	2363347		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.79:NC-195	A 13.79:NC-195					1975		FALSE		FALSE								
Added entry--corporate name; Subject added entry--topical term; General note; Title statement	710; 650; 500; 245	Soil survey of Harrison County, Iowa	000004609	2368051		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:H 24/4	A 57.38:H 24/4					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Local net volume equation for Iowa	000006327	2419698		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.79:NC-199	A 13.79:NC-199					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Primary forest products industry and timber use, Iowa, 1972	000007603	2459502		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.80:NC-28	A 13.80:NC-28					1975		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Federal outlays in Iowa;: a report of the Federal Government's impact by state, county and large city.	000007755	1937289		Language material	a	No attempt to code	|	Serial	s	CSA			Community Services Administration			CSA 1.10:IO 9/975	CSA 1.10:IO 9/975					1975		FALSE		FALSE								
General note; Title statement	500; 245	FmHA management capability: hearing before the Subcommittee on Rural Development of the Committee on Agriculture and Forestry, United States Senate, Ninety-fourth Congress, second session, Bondurant, Iowa, May 1, 1976.	000008574	2819313	2432465	Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.AG 8/2:F 22/59						1976		TRUE	692524054	FALSE	None	None						
Varying form of title; Title statement	246; 245	Versatile three-dimensional ray tracing computer program for radio waves in the ionosphere	000009063	2497919		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 1.60/3:75-76	C 1.60/3:75-76					1975		FALSE		FALSE								
General note; Title statement	500; 245	Legal status of homemakers in Iowa	000009718	2534258		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.W 84:9/16	Y 3.W 84:9/16					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Guide to mapping units: [soil survey of Harrison County, Iowa]	000010072	2551258		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:H 24/4/ADD.	A 57.38:H 24/4/ADD.					1976		FALSE		FALSE								
Subject added entry--geographic name; Varying form of title; Title statement	651; 246; 245	Estimates of the population of Iowa counties and metropolitan areas: July 1, 1974 and 1975.	000010112	49505532		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.186:P-26/75-15			0142-C			1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Forest statistics for Iowa, 1974: the second forest inventory of Iowa shows that 1.5 million acres of commercial forest land supported more than 1 billion cubic feet of growing stock in 1974	000011392	2630504		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.80:NC-33	A 13.80:NC-33					1976		FALSE		FALSE								
Title statement	245	Foster care in five states: a synthesis and analysis of studies from Arizona, California, Iowa, Massachusetts, and Vermont	000011845	2593541		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 1.452:F 81/2	HE 1.452:F 81/2					1976?		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Eliminating a restriction on use of certain lands patented to the city of Hobart, Kiowa County, Okla.: report to accompany H.R. 12213.	000012667	2650793		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:H.RP.1541	94-2:H.RP.1541					1976		FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Iowa and Cedar Rivers, Iowa and Minnesota, at Evansdale, Iowa: Communication from the Assistant Secretary of the Army (Civil Works) transmitting a letter from the Chief of Engineers, Department of the Army, dated November 14, 1975, submitting a report on Iowa and Cedar Rivers, Iowa and Minnesota, at Evansdale, Iowa, requested by a resolution of the House Commit	000013208	2673130		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.22:IO 9/3	D 103.22:IO 9/3					1976		FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Saylorville Lake, Des Moines River, Iowa: Communication from the Assistant Secretary of the Army (Civil Works) transmitting a letter from the Chief of Engineers, Department of the Army, dated September 18, 1975, submitting a report, together with accompanying papers and illustrations, on Saylorville Lake, Des Moines River, Iowa, requesting	000013227	2672855		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.22:SA 9/6	D 103.22:SA 9/6					1976		FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Saylorville Lake, Des Moines River, Iowa: Communication from the Assistant Secretary of the Army (Civil Works) transmitting a letter from the Chief of Engineers, Department of the Army, dated September 18, 1975, submitting a report, together with accompanying papers and illustrations, on Saylorville Lake, Des Moines River, Iowa, requesting	000014243	2672877		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:H.DOC.487	94-2:H.DOC.487					1976		FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; Title statement	650; 651; 245	Iowa and Cedar Rivers, Iowa and Minnesota, at Evansdale, Iowa: Communication from the Assistant Secretary of the Army (Civil Works) transmitting a letter from the Chief of Engineers, Department of the Army, dated November 14, 1975, submitting a report on Iowa and Cedar Rivers, Iowa and Minnesota, at Evansdale, Iowa, requested by a resolution of the House Commit	000014256	2673148		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:H.DOC.563	94-2:H.DOC.563					1976		FALSE		FALSE								
Title statement	245	Environmental directory for Region VII: Iowa, Missouri, Kansas, Nebraska.	000014706	2756894		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.2:EN 8/20	EP 1.2:EN 8/20					1976?		FALSE		FALSE								
General note; Title statement	500; 245	Determination of radium removal efficiencies in Iowa water supply treatment processes	000014790	2726379		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 6.10/7:76-1	EP 6.10/7:76-1		431-I-61			1976		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Community response to rape: Polk County Rape/Sexual Assault Care Center, Des Moines, Iowa : [brochure]	000015077	2727958		Language material	a	No attempt to code	|	Monograph/item	m	J			Department of Justice			J 1.10:R 18/DESC.	J 1.10:R 18/DESC.		717-0			1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Community-based corrections in Des Moines: [Brochure], Des Moines, Iowa.	000017186	2813933		Language material	a	No attempt to code	|	Monograph/item	m	J			Department of Justice			J 1.10:D 46/2/DESC.	J 1.10:D 46/2/DESC.		717-0			1976		FALSE		FALSE								
Added entry--corporate name; Subject added entry--topical term; General note; Title statement	710; 650; 500; 245	Soil survey of Appanoose County, Iowa	000017621	2905033		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:AP 4	A 57.38:AP 4		102 (Rev. 1957)			1977		FALSE		FALSE								
Added entry--corporate name; Subject added entry--topical term; General note; Title statement	710; 650; 500; 245	Soil survey of Palo Alto County, Iowa	000017631	2905275		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:P 18	A 57.38:P 18		102 (Rev. 1957)			1977		FALSE		FALSE								
Subject added entry--topical term; Subject added entry--geographic name; General note; Title statement	650; 651; 500; 245	Woodland complexes in northeastern Iowa	000018278	1622166		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 29.59:15	I 29.59:15		646-A			1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Community response to rape: Polk County Rape/Sexual Assault Care Center, Des Moines, Iowa	000018321	2843014		Language material	a	No attempt to code	|	Monograph/item	m	J			Department of Justice			J 1.10:R 18	J 1.10:R 18		717-0			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Rural health services in Iowa: hearings before the Subcommittee on Rural Development of the Committee on Agriculture and Forestry, United States Senate, Ninety-fourth Congress, second session ...	000018923	2844867		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.AG 8/2:R 88/46	Y 4.AG 8/2:R 88/46		1032			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Timber volume in Iowa counties	000019649	2958617		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.79:NC-217	A 13.79:NC-217		83-B			1977		FALSE		FALSE								
Added entry--corporate name; Subject added entry--topical term; General note; Title statement	710; 650; 500; 245	Soil survey of Grundy County, Iowa	000019718	3056553		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:G 92	A 57.38:G 92		102(Rev.1957)			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Water resources developmemt in Iowa	000020427	3048864		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.35:IO 9/977	D 103.35:IO 9/977		334-A-6			1977		FALSE		FALSE								
Title statement	245	IRIS: International Registration Information System and the Iowa DOT Truck Permit Center.	000022113	3082207		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 2.2:R 26/5	TD 2.2:R 26/5		982-G-5			1977?		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	School desegregation in Waterloo, Iowa: a staff report of the U.S. Commission on Civil Rights.	000024573	3228920		Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:D 45/21	CR 1.2:D 45/21		288-A			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Charles City, Floyd County, Iowa.	000024997	3181955		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:C 38	HH 10.9:C 38		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Estherville, Iowa, Emmet County.	000025041	3179292		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:ES 8	HH 10.9:ES 8		594-C-18			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Independence, Iowa, Buchanan County.	000025075	3181520		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:IN 2	HH 10.9:IN 2		594-A-2			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Missouri Valley, Iowa, Harrison County.	000025119	3191551		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:M 69	HH 10.9:M 69		594-C-18			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: Scott County, Iowa, unincorporated area.	000025201	3190840		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:SCO 8	HH 10.9:SCO 8		594-C-18			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Dyersville, Iowa, Dubuque and Delaware Counties.	000026341	3283156		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:D 98	HH 10.9:D 98		594-C-18			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Muscatine, Iowa, Muscatine County.	000027537	3391531		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:M 97/4	HH 10.9:M 97/4		594-C-18			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Riverdale, Iowa, Scott County.	000027548	3390700		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:R 52/6	HH 10.9:R 52/6		594-C-18			1977		FALSE		FALSE								
Title statement	245	Soil conservation: hearings before the Subcommittee on Environment, Soil Conservation, and Forestry of the Committee on Agriculture, Nutrition, and Forestry, United States Senate, Ninety-fifth Congress, first session, April 11, 1977, Cumming and Whittier, Iowa.	000027917	3370544		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.AG 8/3:SO 3	Y 4.AG 8/3:SO 3		1032-B			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Soil survey of Mahaska County, Iowa	000028328	3170084		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:M 27/2/ERRATUM	A 57.38:M 27/2/ERRATUM		102 (Rev. 1957)			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Eppley Airfield, Nebraska: problems caused in Council Bluffs, Iowa : Department of Transportation, Federal Aviation Administration : report of the Comptroller General of the United States.	000028642	3429835		Language material	a	No attempt to code	|	Monograph/item	m	GA			Government Accountability Office			GA 1.13:CED-77-73	GA 1.13:CED-77-73		546-D (microfiche)			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Soil survey of Buena Vista County, Iowa	000030850	3128702		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:B 86/2/ERRATUM	A 57.38:B 86/2/ERRATUM		102 (Rev. 1957)			1977		FALSE		FALSE								
Subject added entry--geographic name; Title statement	651; 245	Monthly normals of temperature, precipitation, and heating and cooling degree days 1941-1970: Iowa.	000031019	2106011		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.286:IO 9/941-70	C 55.286:IO 9/941-70					1973		FALSE		FALSE								
Subject added entry--geographic name; Title statement	651; 245	Monthly averages of temperature and precipitation for state climatic divisions 1941-1970: Iowa.	000031063	3522971		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.286/2:IO 9/941-70	C 55.286/2:IO 9/941-70					1973		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Davenport, Iowa, Scott County.	000031741	3509336		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:D 27	HH 10.9:D 27		594-C-18			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Keokuk, Iowa, Lee County.	000031753	3509422		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:K 43	HH 10.9:K 43		594-D-18			1977		FALSE		FALSE								
Title statement	245	Fish and fish food organisms in various habitats of the Missouri River in South Dakota, Nebraska, and Iowa	000031910	3505837		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 49.2:H 11/2	I 49.2:H 11/2		612			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Chicago and North Western Transportation Company, Clinton, Iowa: November 7, 1974.	000032154	3522738		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 3.110/3:179	TD 3.110/3:179					l975		FALSE		FALSE								
Title statement	245	Bridge Replacement and Rehabilitation Act of 1977: Hearing before the Subcommittee on Transportation of the Committee on Environment and Public Works, United States Senate, Ninety-fifth Congress, first session, on S. 394 a bill to amend Title 23 to provide a comprehensive bridge replacement and rehabilitation program, May 21, 1977, Ankeny, Iowa.	000032483	3506752		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.P 96/10:95-H 35	Y 4.P 96/10:95-H 35		1045			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Le Mars, Iowa, Plymouth County.	000035943	3686072		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:L 54/2	HH 10.9:L 54/2		594-C-18			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Little River, Iowa, watershed project: hearing before the Subcommittee on Water Resources of the Committee on Public Works and Transportation, House of Representatives, Ninety-fifth Congress, first session, November 29, 1977.	000036859	3718117		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.P 96/11:95-41	Y 4.P 96/11:95-41		1024			1978		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Soil survey of Appanoose County, Iowa	000037259	3793283		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:AP 4/ERRATUM	A 57.38:AP 4/ERRATUM		102 (Rev. 1957)			1978		FALSE		FALSE								
Title statement	245	Research progress and needs conservation tillage: Council Bluffs, Iowa, January 6-7, 1976.	000037277	3785582		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 77.15:NC-57	A 77.15:NC-57		25-B (microfiche)			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Bettendorf, Iowa, Scott County.	000038214	3778016		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:B 46/2	HH 10.9:B 46/2		594-C-18			1977		FALSE		FALSE								
Added entry--corporate name; Subject added entry--topical term; General note; Title statement	710; 650; 500; 245	Soil survey of Lyon County, Iowa	000039237	3809284		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:L 99/2	A 57.38:L 99/2		102 (Rev. 1957)			1978		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Council Bluffs, Iowa, Pottawattamie County.	000040460	3854746		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:C 83/3	HH 10.9:C 83/3		594-C-18			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Panorama Park, Iowa, Scott County.	000040532	3860735		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:P 19 P	HH 10.9:P 19 P		594-C-18			1977		FALSE		FALSE								
Title statement	245	Meat market reporting reform act: hearings before the Subcommittee on Livestock and Grains of the Committee on Agriculture, House of Representatives, Ninety-fifth Congress, first session, on H.R. 7393, August 6, 1977, Sioux City, Iowa, October 4, 1977, Washington, D.C.	000041115	3823516		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.AG 8/1:M 46/20	Y 4.AG 8/1:M 46/20		1010			1977		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood insurance study: city of Webster City, Iowa, Hamilton County.	000042355	3955962		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:W 39	HH 10.9:W 39		594-C-18			1978		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Loneliness and social alienation of the elderly: hearing before the Subcommittee on Federal, State, and Community Services of the Select Committee on Aging, House of Representatives, Ninety-fifth Congress, first session, Cedar Rapids, Iowa, November 15, 1977.	000045834	3990438		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.AG 4/2:L 84	Y 4.AG 4/2:L 84		1009			1978		FALSE		FALSE								
Added entry--corporate name; Subject added entry--topical term; General note; Title statement	710; 650; 500; 245	Soil survey of Page County, Iowa	000046406	4079873		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:P 14	A 57.38:P 14		102 (Rev. 1957)			1978		FALSE		FALSE								
Added entry--corporate name; Subject added entry--topical term; General note; Title statement	710; 650; 500; 245	Soil survey of Union County, Iowa	000046409	4103811		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:UN 3/3	A 57.38:UN 3/3		102 (Rev. 1957)			1978		FALSE		FALSE								
