MATCHED_ON_CODE	MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	RECORD_TYPE_TEXT	RECORD_TYPE_CODE	RECORD_FORMAT_TEXT	RECORD_FORMAT_CODE	BIB_LEVEL_TEXT	BIB_LEVEL_CODE	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	SHIPPING_LIST	ONLINE_EQUIV	ONLINE_EQUIV_OCLC	ONLINE_EQUIV_IN_CGP	ONLINE_EQUIV_CGP_SYS_NO	ONLINE_EQUIV_PURL	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
Main entry; Varying form of title; Title statement	110; 246; 245	Appendices, investigation of the question of the right of Frank McCloskey or Richard McIntyre, from the Eighth Congressional District of Indiana, to a seat in the Ninety-ninth Congress pursuant to House resolution 1: meetings and hearings before the Task Force on the Indiana Eighth Congressional District of the Committee on House Administration, House of Representatives, Ninety-ninth Congress, first session, counties of Crawford ...	000220094	12074727		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.H 81/3:IN 8	Y 4.H 81/3:IN 8		1018-A	1018-B (microfiche)		1985		FALSE		FALSE								
Main entry	110	Standard Finance System (STANFINS): user manual.	000486389	39088188		Language material	a	Electronic	s	Monograph/item	m	D			Department of Defense			D 101.6/5:98017706			0325-B (online)			1997-		FALSE		FALSE						https://purl.fdlp.gov/GPO/LPS355		
Main entry; Subject added entry--topical term; Title statement	110; 650; 245	Hate crime in Indiana: a monitoring of the level, victims, locations, and motivations	000501025	40867970		Language material	a	Microfiche	b	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:C 86/5			0288-A (MF)			1994	99-0241-M.	FALSE		FALSE								
Main entry; Subject added entry--topical term; Title statement	110; 650; 245	Increase of hate crime in Indiana	000501837	40992584		Language material	a	Microfiche	b	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:C 86/6			0288-A (MF)			1992	99-0241-M.	FALSE		FALSE								
Main entry; Subject added entry--topical term; Title statement	110; 650; 245	Enforcement of affirmative action compliance in Indiana under Executive Order 11246	000503262	41174766		Language material	a	Microfiche	b	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:AF 2/10			0288-A (MF)			1996	99-0361-M.	FALSE		FALSE								
Main entry; Subject added entry--topical term; Title statement	110; 650; 245	Decision to prosecute drug offenses and homicides in Marion County, Indiana	000536208	47840752		Language material	a	Electronic	s	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:2001041822	CR 1.2:2001041822		0288-A (online)			2001		NA		FALSE			https://purl.fdlp.gov/GPO/LPS14214					
Main entry; Subject added entry--topical term; Title statement	110; 650; 245	Briefing on civil rights issues facing Muslims and Arab Americans in Indiana post-September 11: before the Indiana Advisory Committee to the U.S. Commission on Civil Rights, May 30, 2002.	000576300	57725376		Language material	a	Electronic	s	Monograph/item	m	CR			Civil Rights Commission			CR 1.8/2:M 91/3			0288-A-11(online)			2002		NA		FALSE			https://purl.fdlp.gov/GPO/LPS58294					
Subject added entry--corporate name; Name of publisher, distributor, etc.; Main entry; Subject added entry--topical term; Subject added entry--geographic name	610; 260/264$b; 110; 650; 651	Annual report	000627956	272380388		Language material	a	Online	o	Serial	s	FHF			Federal Housing Financing Agency			FHF 1.2:IN 2			0595-B-01 (online)			19uu		FALSE		FALSE						http://purl.access.gpo.gov/GPO/LPS96021		
Subject added entry--corporate name; Name of publisher, distributor, etc.; Main entry; Subject added entry--topical term; Subject added entry--geographic name	610; 260/264$b; 110; 650; 651	Annual report	000631161	298320908		Language material	a	Online	o	Serial	s	FHF			Federal Housing Financing Agency			FHF 1.19/2:						19uu		FALSE		FALSE						http://purl.access.gpo.gov/GPO/LPS105669		
Main entry; Subject added entry--topical term	110; 650	Gary midtown west families on AFDC: report of public meeting concerning aid to families with dependent children program in Gary, Ind.	000679533			Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:G 19						1966		FALSE		FALSE								
Main entry; Subject added entry--topical term; Title statement	110; 650; 245	Indiana migrants, blighted hopes, slighted rights: [report	000679887			Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:IN 2/4			0288-A			1975		FALSE		FALSE								
Main entry; Subject added entry--topical term; Title statement	110; 650; 245	Racial conditions in Indiana penal institutions: report	000680387			Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:P 37						1971		FALSE		FALSE								
Main entry	110	Index of surface-water records, Part 4, St. Lawrence River Basin to September 30, 1948	001101538	965548842	953259282	Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.4/2:49			0620-A (online)			1949		NA		FALSE			https://purl.fdlp.gov/GPO/gpo109244			https://pubs.usgs.gov/circ/1949/0049/report.pdf		
Main entry	110	Index of surface-water records, Part 4, St. Lawrence River basin, to September 30, 1950	001101564	965548774	953267036	Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.4/2:123			0620-A (online)			1951		NA		FALSE			https://purl.fdlp.gov/GPO/gpo115490			https://pubs.usgs.gov/circ/0123/report.pdf		
Subject added entry--corporate name; Title statement; Main entry; Subject added entry--topical term; Varying form of title	610; 245; 110; 650; 246	TSA Indiana year in review	001165770	1277314452		Language material	a	No attempt to code	|	Serial	s	HS			Department of Homeland Security			HS 4.302:IN 2/2/						20uu		FALSE		FALSE								
Main entry; Subject added entry--corporate name; Name of publisher, distributor, etc.; Title statement	110; 610; 260/264$b; 245	Indiana Deaf-Blind Services Project: services for Children with Deaf-Blindness Program, CFDA 84.025A : state and multi-state projects : final performance report	001175294	1304837566		Language material	a	Online	o	Monograph/item	m	ED			Department of Education			ED 1.310/2:391294			0466-A-03 (online)			1995		NA		FALSE			https://purl.fdlp.gov/GPO/gpo176292			http://eric.ed.gov/?id=ED391294		
Main entry; Subject added entry--corporate name; Name of publisher, distributor, etc.; Title statement	110; 610; 260/264$b; 245	Indiana Deaf-Blind Services Project: services for Children with Deaf-Blindness Program, CFDA 84.025A : state and multi-state projects : final performance report	001175298	876862500		Language material	a	Microfiche	b	Monograph/item	m	ED			Department of Education			ED 1.310/2:391294			0466-A-03 (MF)			1995		TRUE	1304837566	TRUE	001175294	https://purl.fdlp.gov/GPO/gpo176292						
Title statement	245	Better overall planning needed to improve the standard of living of White Mountain Apaches of Arizona : Department of the Interior, Bureau of Indian Affairs: report to the Congress	000000524	1654413		Language material	a	No attempt to code	|	Monograph/item	m	GA			Government Accountability Office			GA 1.13:FGMSD-76-47	GA 1.13:FGMSD-76-47					1975		FALSE		FALSE								
Title statement	245	Indian law enforcement improvement act of 1975: hearings before the Subcommittee on Indian Affairs of the Committee on Interior and Insular Affairs, United States Senate, Ninety-fourth Congress, first session, on S. 2010 ...	000001233	2049806		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/13:IN 2/43/	Y 4.IN 8/13:IN 2/43/PT.1		1040			1975-		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Soil survey of Jennings County, Indiana	000001609	2172019		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:J 44	A 57.38:J 44					1976		FALSE		FALSE								
Title statement	245	Evaluation of the Bureau of Indian Affairs Alaska resupply program	000002794	2177049		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 20.52:233-1,2,3	I 20.52:233-1,2,3					1975		FALSE		FALSE								
Title statement	245	Indiana bat, Myotis sodalis: a bibliography	000002941	2091634		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 49.15/3:196	I 49.15/3:196					1976		FALSE		FALSE								
Title statement	245	Implementation of Public law 93-638, the Indian self-determination and education assistance act: hearings before the Subcommittee on Indian Affairs of the Committee on Interior and Insular Affairs, United States Senate, Ninety-fourth Congress, first session . October 20 and 28, 1975.	000003738	2200594	880013687	Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/13:IN 2/44			1040			1976		TRUE	1282639300	TRUE	001166707	https://purl.fdlp.gov/GPO/gpo171390						
Subject added entry--geographic name; Title statement	651; 245	Amending the act establishing the Indiana Dunes National Lakeshore to provide for the expansion of the lakeshore, and for other purposes: report together with dissenting views to accompany H.R. 11455.	000004034	2200723		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:H.RP.818	94-2:H.RP.818					1976		FALSE		FALSE								
Title statement	245	Employment preference for certain employees of the Bureau of Indian Affairs and the Indian Health Service: report to accompany H.R. 5465.	000004119	2278827		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:H.RP.1003	94-2:H.RP.1003					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Soil survey of Bartholomew County, Indiana	000004605	2302454		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:B 28/2	A 57.38:B 28/2					1976		FALSE		FALSE								
Subject added entry--geographic name; Varying form of title; Title statement	651; 246; 245	Estimates of the population of Indiana counties and metropolitan areas: July 1, 1974 and 1975.	000004668	2344671		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.186:P-26/75-14			0142-C			1976		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Flood plain information: Ohio River, Clark County, Indiana.	000004901	2339702		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:C 55	D 103.47:C 55					1973		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; General note; Title statement	650; 246; 500; 245	Flood plain information: Indian Creek, Marion County, Indiana.	000004914	2335096		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:M 33/11	D 103.47:M 33/11					1974		FALSE		FALSE								
Subject added entry--topical term; General note; Title statement	650; 500; 245	Technique for estimating the time of travel of water in Indiana streams	000005237	2329078		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:9-76	I 19.42/4:9-76					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Water-quality assessment of the Indiana Dunes National Lakeshore, 1973-74	000005238	2219019		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:14-75	I 19.42/4:14-75					1975		FALSE		FALSE								
Added entry--corporate name; Title statement; Subject added entry--topical term; General note; Subject added entry--geographic name	710; 245; 650; 500; 651	Preliminary evaluation of the ground-water data network in Indiana	000005239	2237226		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:76-24						1976		TRUE	624759433	FALSE	None	None						
Subject added entry--topical term; General note; Title statement	650; 500; 245	Availability of ground water near Carmel, Hamilton County, Indiana	000005240	2323669		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:76-46	I 19.42/4:76-46					1976		FALSE		FALSE								
Title statement	245	Muscatatuck National Wildlife Refuge, Indiana	000005346	2314725		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 49.44/2:M 97	I 49.44/2:M 97					1976		FALSE		FALSE								
Title statement	245	Authorizing appropriations for the Indian Claims Commission for fiscal year 1977: hearing before the Subcommittee on Indian Affairs of the Committee on Interior and Insular Affairs, House of Representatives, Ninety-fourth Congress, second session, on H.R. 11909 ... March 18, 1976 ...	000005875	2312885		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/14:94-51	Y 4.IN 8/14:94-51					1976		FALSE		FALSE								
Title statement	245	Retirement benefits for certain employees of Indian agencies: report to accompany H.R. 5465.	000006174	2312808		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:S.RP.828	94-2:S.RP.828					1976		FALSE		FALSE								
Title statement	245	Economic analysis of Westinghouse low-BTU gasification - combined-cycle power generating system producing 134.1 megawatts: coal-dolomite gas producer, Indiana coal seam	000006554	2380661		Language material	a	No attempt to code	|	Monograph/item	m	ER			Energy Research and Development Administration			ER 1.11:ERDA 76-49	ER 1.11:ERDA 76-49					1976		FALSE		FALSE								
Subject added entry--topical term; General note; Title statement	650; 500; 245	Digital-model analysis to predict water levels in a well field near Columbus, Indiana	000006847	2367523		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:76-63						1976		TRUE	624695376	FALSE	None	None						
Title statement	245	Ottawa Indians judgment distribution bill: hearings before the Subcommittee on Indian Affairs of the Committee on Interior and Insular Affairs, House of Representatives, Ninety-fourth Congress, second session, on S. 1659 ... March 4, 1976 ...	000007244	2407796		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/14:94-48	Y 4.IN 8/14:94-48					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Soil survey of Vanderburgh County, Indiana	000007623	2429169		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:V 28	A 57.38:V 28					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Federal outlays in Indiana;: a report of the Federal Government's impact by state, county and large city.	000007754	1937190		Language material	a	No attempt to code	|	Serial	s	CSA			Community Services Administration			CSA 1.10:IN 2/975	CSA 1.10:IN 2/975					1975		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Ohio River: floods in Clark County, Indiana ... how to avoid damage	000007897	2457437		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:C 54/2	D 103.47/2:C 54/2					1972		FALSE		FALSE								
Subject added entry--topical term; Varying form of title; Title statement	650; 246; 245	Silver Creek: floods in Clark County, Indiana ... how to avoid damage	000007898	2457471		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:C 54/3	D 103.47/2:C 54/3					1976		FALSE		FALSE								
Subject added entry--topical term; General note; Title statement	650; 500; 245	Floods in the vicinity of Indian Creek, Marion County, Indiana: how to avoid damage.	000007904	2457640		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:M 33/9	D 103.47/2:M 33/9					1974		FALSE		FALSE								
Title statement	245	Indian and Eskimo organizations marketing Native American arts and crafts: source directory 1.	000008244	2477403		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 1.84/3:1/3	I 1.84/3:1/3					1976		FALSE		FALSE								
Title statement	245	Indian and Eskimo individuals marketing Native American arts and crafts: source directory 2.	000008245	2477424		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 1.84/3:2/2/976	I 1.84/3:2/2/976					1976		FALSE		FALSE								
Subject added entry--geographic name; Title statement	651; 245	Model analysis of effects on water levels at Indiana Dunes National Lakeshore caused by construction dewatering	000008261	2438051		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:76-82			0624-B			1976		TRUE	624695413	FALSE	None	None						
Title statement	245	Motor carrier accident investigation : A. V. Jackson, accident - June 13, 1975 - Indianapolis, Indiana	000008502	2489033		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 2.309:75-5	TD 2.309:75-5					1975		FALSE		FALSE								
Title statement	245	To amend the Indian Claims Commission act of August 13, 1946: hearing before the Subcommittee on Indian Affairs of the Committee on Interior and Insular Affairs, United States Senate, Ninety-fourth Congress, second session on S. 2780 ... May 4, 1976.	000008664	2455600	1225660302	Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/13:IN 2/11/976			1040			1976		TRUE	1282630811	TRUE	001166661	https://purl.fdlp.gov/GPO/gpo171363						
Title statement	245	Indian postsecondary educational assistance act: hearing before the Subcommittee on Indian Affairs of the Committee on Interior and Insular Affairs, United States Senate, Ninety-fourth Congress, second session on S. 2634 ... March 15, 1976.	000008666	2458026	1225694891	Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/13:IN 2/46			1040			1976		TRUE	1282180322	TRUE	001166596	https://purl.fdlp.gov/GPO/gpo171376						
Title statement	245	Siletz restoration act: hearings before the Subcommittee on Indian Affairs of the Committee on Interior and Insular Affairs, United States Senate, Ninety-fourth Congress, second session, on S. 2801 ... March 30 and 31, 1976.	000008671	2458606		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/13:SI 3	Y 4.IN 8/13:SI 3					1976		FALSE		FALSE								
Title statement	245	Oversight hearing on Bureau of Indian Affairs budget for fiscal year 1977: hearing before the Subcommittee on Indian Affairs of the Committee on Interior and Insular Affairs, House of Representatives, Ninety-fourth Congress, second session ... February 20, 1976 ...	000008674	2471871		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/14:94-45	Y 4.IN 8/14:94-45					1976		FALSE		FALSE								
Title statement	245	Bureau of Indian Affairs announces higher education assistance for Native Americans	000009424	2515047		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 20.2:ED 8/10	I 20.2:ED 8/10					1975		FALSE		FALSE								
Title statement	245	Federal-State Indian Affairs Conference, Sahara Tahoe Hotel, Lake Tahoe, Stateline, Nevada, August 19-21, 1969	000009712	2499317		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.IN 2/9:2 C 74/NE	Y 3.IN 2/9:2 C 74/NE					1969		FALSE		FALSE								
Title statement	245	Retirement benefits for certain employees of the Bureau of Indian Affairs and the Indian Health Service: conference report to accompany H.R. 5465.	000009866	2538562		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:H.RP.1456	94-2:H.RP.1456					1976		FALSE		FALSE								
Title statement	245	Bureau of Indian Affairs revised retirement benefits amendments of 1976: report to accompany H.R. 5465.	000009942	2505625		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:S.RP.1029	94-2:S.RP.1029					1976		FALSE		FALSE								
Subject added entry--geographic name; Title statement	651; 245	Indiana Dunes National Lakeshore : report to accompany H.R. 11455	000009993	2540632		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:S.RP.1189	94-2:S.RP.1189					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Flood plain information: Silver Creek, Clark County, Indiana.	000010305	2548385		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:C 55/2	D 103.47:C 55/2					1973		FALSE		FALSE								
Subject added entry--topical term; General note; Title statement	650; 500; 245	Floods in the vicinity of Chesterton and Porter, Indiana: how to avoid damage.	000010326	2582223		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47/2:C 42/6	D 103.47/2:C 42/6					1975		FALSE		FALSE								
Added entry--corporate name; General note; Title statement	710; 500; 245	Statistical summaries of Indiana streamflow data	000010707	2291999		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:35-75	I 19.42/4:35-75					1976		FALSE		FALSE								
Title statement	245	Wichita Indian tribe claims: hearing before the Subcommittee on Indian Affairs of the Committee on Interior and Insular Affairs, United States Senate, Ninety-fourth Congress, second session, on S. 3515 ... June 15, 1976.	000011032	2544255		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/13:IN 2/47	Y 4.IN 8/13:IN 2/47		1040			1976		FALSE		FALSE								
Title statement	245	Indian amendment to Freedom of Information act: hearing before the Subcommittee on Indian Affairs of the Committee on Interior and Insular Affairs, United States Senate, Ninety-fourth Congress, second session, on S. 2652 ... May 17, 1976.	000012488	2610807		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/13:IN 2/48	Y 4.IN 8/13:IN 2/48		1040			1976		FALSE		FALSE								
Title statement	245	Tribal land consolidation and resource inventory: hearings before the Subcommittee on Indian Affairs of the Committee on Interior and Insular Affairs, House of Representatives, Ninety-fourth Congress, second session, on H.R. 14417 ...	000012506	2621384		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/14:94-74	Y 4.IN 8/14:94-74					1976		FALSE		FALSE								
Title statement	245	Indian Claims Commission act amendment: hearing before the Subcommittee on Indian Affairs of the Committee on Interior and Insular Affairs, House of Representatives, Ninety-fourth Congress, second session, on H.R. 14629 ... September 10, 1976.	000012507	2625493		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/14:94-75	Y 4.IN 8/14:94-75					1976		FALSE		FALSE								
Title statement	245	Zuni land claims: hearing before the Subcommittee on Indian Affairs of the Committee on Interior and Insular Affairs, House of Representatives, Ninety-fourth Congress, second session, on H.R. 4212 and S. 877 ... September 10, 1976.	000012508	2638532		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 8/14:94-76	Y 4.IN 8/14:94-76					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Little Calumet River, Indiana: Communication from the Assistant Secretary of the Army (Civil Works) transmitting a letter from the Chief of Engineers, Department of the Army, submitting a report on the Little Calumet River, Indiana, in partial response to resolutions of the House and Senate Committees on Public Works adopted July	000013214	2672914		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.22:L 72 C/2	D 103.22:L 72 C/2					1976		FALSE		FALSE								
Title statement	245	Bureau of Indian Affairs management study	000014048	2671537		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.IN 2/10:M 31	Y 4.IN 2/10:M 31		1009			1976		FALSE		FALSE								
Title statement	245	Veto of act providing special retirement benefits to certain non-Indian employees of the Bureau of Indian Affairs and the Indian Health Service: message from the President of the United States ...	000014274	2673832		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:H.DOC.624	94-2:H.DOC.624					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Little Calumet River, Indiana: Communication from the Assistant Secretary of the Army (Civil Works) transmitting a letter from the Chief of Engineers, Department of the Army, submitting a report on the Little Calumet River, Indiana, in partial response to resolutions of the House and Senate Committees on Public Works adopted July	000014290	2672926		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:H.DOC.646	94-2:H.DOC.646					1976		FALSE		FALSE								
Subject added entry--geographic name; Varying form of title; Title statement	651; 246; 245	Public Law 94-549, Oct. 18, 1976: an act to amend the act establishing the Indiana Dunes National Lakeshore to provide for the expansion of the lakeshore, and for other purposes.	000014413	2678159		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:PUB.LAW 549	94-2:PUB.LAW 549					1976		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Water resources development [in] Indiana, 1977	000016925	2807125		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.35:IN 2/977	D 103.35:IN 2/977		334-A-6			1977		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Flood plain information : Beanblossom Creek and its tributaries, vicinity of Bloomington, Indiana	000017810	2465238		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:B 62/2	D 103.47:B 62/2					1974		FALSE		FALSE								
Subject added entry--topical term; Title statement	650; 245	Flood plain information: Clear and Jackson Creeks in the vicinity of Bloomington, Indiana.	000017811	2465227		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 103.47:B 62/3	D 103.47:B 62/3					1976		FALSE		FALSE								
