MATCHED_ON_CODE	MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	RECORD_TYPE_TEXT	RECORD_TYPE_CODE	RECORD_FORMAT_TEXT	RECORD_FORMAT_CODE	BIB_LEVEL_TEXT	BIB_LEVEL_CODE	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	SHIPPING_LIST	ONLINE_EQUIV	ONLINE_EQUIV_OCLC	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
Subject added entry--topical term; Main entry; Title statement	650; 110; 245	Black student in Wisconsin State Universities System	000681437			Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:W 75/2			0288-A			1971		FALSE							
Subject added entry--topical term; Subject added entry--corporate name; Main entry; Title statement; Name of publisher, distributor, etc.	650; 610; 110; 245; 260/264$b	Wisconsin annual report	000897535	840816880		Language material	a	No attempt to code	|	Serial	s	A			Department of Agriculture			A 114.1/49:						19uu		TRUE	60663297						
Subject added entry--topical term; Main entry; Title statement; Subject added entry--corporate name	650; 110; 245; 610	Wisconsin report	001063183	974797724		Language material	a	No attempt to code	|	Serial	s	A			Department of Agriculture			A 57.81/49:						200u		TRUE	233572995						
Subject added entry--topical term; Title statement	650; 245	Menominee Indian tribe of Wisconsin	000000834	2048046		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 20.52:230	I 20.52:230					1975		FALSE							
Subject added entry--topical term; Title statement	650; 245	Seed crops and regeneration problems of 19 species in northeastern Wisconsin	000001525	2197311		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.78:NC-123	A 13.78:NC-123					1976		FALSE							
Title statement; Subject added entry--geographic name	245; 651	Special census of Milwaukee, Wisconsin, March 3, 1975	000001720	2169034		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.186:P-28/1524			0142-C			1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Wisconsin River, wild and scenic river study, update on study progress	000002961	2272713		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 66.2:W 75	I 66.2:W 75					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Effect of plantation establishment on soil and soil water in southwestern Wisconsin	000004488	2329738		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.78:NE-127	A 13.78:NE-127					1976		FALSE							
Title statement	245	Global challenge and international cooperation: speech, July 14, 1975, Milwaukee, Wisconsin	000005549	2307330		Language material	a	No attempt to code	|	Monograph/item	m	S			Department of State			S 1.106:K 64/31	S 1.106:K 64/31					1975		FALSE							
Title statement	245	Eight-year performance of interplanted hardwoods in southern Wisconsin oak clearcuts	000006315	2377814		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.78:NC-126	A 13.78:NC-126					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Wisconsin saw log production by county and species, 1973	000006329	2419770		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.79:NC-201	A 13.79:NC-201					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Snowmelt runoff from planted conifers in southwestern Wisconsin	000006333	2382474		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.79:NC-205	A 13.79:NC-205					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Federal outlays in Wisconsin;: a report of the Federal government's impact by state, county and large city.	000006458	1983807		Language material	a	No attempt to code	|	Serial	s	CSA			Community Services Administration			CSA 1.10:W 75/975	CSA 1.10:W 75/975					1975		FALSE							
Subject added entry--topical term; Title statement	650; 245	Impact of pulpwood rail freight costs on the Minnesota-Wisconsin pulpwood market	000010056	2589604		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.79:NC-215	A 13.79:NC-215					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Primary forest products industry & timber use Wisconsin, 1973	000010062	2552536		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.80:NC-31	A 13.80:NC-31					1976		FALSE							
Subject added entry--geographic name; Title statement; Varying form of title	651; 245; 246	Estimates of the population of Wisconsin counties and metropolitan areas: July 1, 1974 and 1975.	000010129	43064715		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.186:P-26/75-49			0142-C-04			1976		FALSE							
Subject added entry--topical term; Title statement; Added entry--corporate name	650; 245; 710	Recycling ground water in Waushara County, Wisconsin: resource management for cold-water fish hatcheries	000010708	2362636		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:76-20	I 19.42/4:76-20					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Northern Wisconsin snowmobilers: their characteristics and management preferences	000011384	2630000		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.78:NC-135	A 13.78:NC-135					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Empirical yield tables for Wisconsin	000011401	2608293		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.88:NC-25	A 13.88:NC-25					1976		FALSE							
Title statement	245	Workshop on in-plant waste reduction in the meat industry: held at University of Wisconsin, Madison December 13-14, 1973	000011738	2591370	987339137; 1225658320	Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.23/2:600/2-76-214			0431-I-12			1976		FALSE							
General note; Subject added entry--topical term; Title statement	500; 650; 245	Hydrology of the Lake Wingra basin, Dane County, Wisconsin	000012120	2216454		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:17-75	I 19.42/4:17-75					1975		FALSE							
Title statement; Varying form of title	245; 246	Public Law 94-420: 94th Congress, H.R. 9811, September 23, 1976 : an act to designate the Veterans' Administration hospital in Madison, Wisconsin, as the "William S. Middleton Memorial Veterans' Hospital", and for other purposes.	000012792	2629303		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:PUB.LAW 420	94-2:PUB.LAW 420					1976		FALSE							
Title statement	245	Naming of Veterans' Administration hospital at Madison, Wisconsin, for William S. Middleton: report of the Committee on Veterans' Affairs, United States Senate, to accompany H.R. 9811.	000012904	2651582		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			94-2:S.RP.1163	94-2:S.RP.1163					1976		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Soil survey of Trempealeau County, Wisconsin	000013075	2708834		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:T 72	A 57.38:T 72		102			1977		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Soil survey of Wood County, Wisconsin	000016702	2788261		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:W 85/4	A 57.38:W 85/4					1977		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Wildlife habitat on the national forest in Wisconsin: a program.	000017573	2850361		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.2:W 65/7	A 13.2:W 65/7		84			1977		FALSE							
General note; Subject added entry--topical term; Title statement	500; 650; 245	Simulation of streamflow of Flambeau River at Park Falls, Wisconsin to define low-flow characteristics	000018235	2878476		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:76-116	I 19.42/4:76-116		624-B			1976		FALSE							
Title statement	245	Motor carrier accident investigation: Mt. Zion Baptist Church, accident, May 30, 1975, Milwaukee, Wisconsin.	000018746	2898252		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 2.309:75-3	TD 2.309:75-3		689-A-3			1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	School desegregation in Racine, Wisconsin: a staff report of the U.S. Commission on Civil Rights.	000020153	3042158		Language material	a	No attempt to code	|	Monograph/item	m	CR			Civil Rights Commission			CR 1.2:D 45/13	CR 1.2:D 45/13		288-A			1977		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Reaeration-coefficient measurements of 10 small streams in Wisconsin using radioactive tracers: with a section on the energy-dissipation model	000021368	2767746		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:76-96	I 19.42/4:76-96		624-B			1976		FALSE							
General note; Subject added entry--topical term; Title statement	500; 650; 245	Legal status of homemakers in Wisconsin	000022419	3007712		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.W 84:9/50	Y 3.W 84:9/50		1089			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Ashland, Wisconsin, Ashland County.	000023623	3139678		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:AS 3	HH 10.9:AS 3		594-C-54			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Berlin, Wisconsin, Green Lake and Waushara Counties.	000023628	3137126		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:B 45/2	HH 10.9:B 45/2		594-C-54			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Chippewa Falls, Wisconsin, Chippewa County.	000023641	3137675		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:C 44/2	HH 10.9:C 44/2		594-C-54			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Franklin, Wisconsin, Milwaukee County.	000023657	3162741		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:F 85/2	HH 10.9:F 85/2		594-C-54			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Green Bay, Wisconsin, Brown County.	000023662	3126163		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:G 82/2	HH 10.9:G 82/2		594-C-54			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: Outagamie County, Wisconsin unincorporated areas.	000023680	3160662		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:OU 8	HH 10.9:OU 8		594-C-54			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: Waupaca County, Wisconsin unincorporated areas.	000023690	3160901		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:W 35	HH 10.9:W 35		594-C-54			1977		FALSE							
Title statement	245	Rail service in the Midwest and Northeast Region: a report by the Secretary of Transportation : volume II, supplement to local rail service zone reports, Wisconsin, table of additions and corrections.	000023898	843906		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 1.2:R 13/3/V. 2/SUPP.	TD 1.2:R 13/3/V. 2/SUPP.					1974		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: Village of Fox Point, Wisconsin, Milwaukee County.	000025048	3176793		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:F 83	HH 10.9:F 83		594-A-2			1976, l977 printing		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: village of Fremont, Wisconsin, Waupaca County.	000025051	3192361		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:F 87	HH 10.9:F 87		594-A-2			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Manitowoc, Wisconsin, Manitowoc County.	000025104	3209402		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:M 31/2	HH 10.9:M 31/2		594-A-2			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Oshkosh, Wisconsin, Winnebago County.	000025148	3182258		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:OS 4	HH 10.9:OS 4		594-A-2			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Sheboygan, Sheboygan County, Wisconsin.	000025203	3209321		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:SH 3	HH 10.9:SH 3		594-A-2			1977		FALSE							
Title statement	245	Address by Secretary of Commerce Elliot L. Richardson for delivery before the United States Conference of Mayors, Milwaukee, Wisconsin, June 28, 1976	000025951	3319636		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 1.18:R 39/4	C 1.18:R 39/4					1976		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Soil survey of Green Lake County, Wisconsin	000027034	3369063		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:G 82/2	A 57.38:G 82/2		102 (rev. 57)			1977		FALSE							
Title statement	245	Procedural operations of the Farmers Home Administration, Department of Agriculture, in Wisconsin: report of the Comptroller General of the United States.	000028616	3442547		Language material	a	No attempt to code	|	Monograph/item	m	GA			Government Accountability Office			GA 1.13:CED-77-29	GA 1.13:CED-77-29		546-D (microfiche)			1977		FALSE							
Subject added entry--topical term; Title statement	650; 245	Quality of mail service in southeastern Wisconsin: United States Postal Service.	000028717	3485882		Language material	a	No attempt to code	|	Monograph/item	m	GA			Government Accountability Office			GA 1.13:GGD-77-2	GA 1.13:GGD-77-2		546-D (microfiche)			1976		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: Ashland County, Wisconsin, unincorporated areas.	000028958	3488303		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:AS 3/2	HH 10.9:AS 3/2		594-C-54			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Wausau, Marathon County, Wisconsin.	000029009	3488661		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:W 35/2	HH 10.9:W 35/2		594-C-54			1977		FALSE							
Title statement; Subject added entry--geographic name	245; 651	Monthly normals of temperature, precipitation, and heating and cooling degree days 1941-1970: Wisconsin.	000031049	2106011		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.286:W 75/941-70	C 55.286:W 75/941-70					1973		FALSE							
Title statement; Subject added entry--geographic name	245; 651	Monthly averages of temperature and precipitation for state climatic divisions 1941-1970: Wisconsin.	000031093	3522971		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.286/2:W 75/941-70	C 55.286/2:W 75/941-70					1973		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: Door County, Wisconsin, unincorporated areas.	000034042	3597154		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:D 72/2	HH 10.9:D 72/2		594-C-54			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Marinette, Wisconsin, Marinette County.	000034065	3568420		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:M 33/4	HH 10.9:M 33/4		594-C-54			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: village of Niagara, Wisconsin, Marinette County.	000034072	3632604		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:N 51	HH 10.9:N 51		594-C-54			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Two Rivers, Wisconsin, Manitowoc County.	000034088	3596873		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:T 93	HH 10.9:T 93		594-C-54			1977		FALSE							
General note; Subject added entry--topical term; Title statement	500; 650; 245	Report on water and related land resources : southeast Wisconsin rivers basin : Wisconsin, Illinois, Michigan	000035355	3695027		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 1.105:SO 8 E	A 1.105:SO 8 E					1974		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Soil survey of Dane County, Wisconsin	000035393	3655593		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:D 19	A 57.38:D 19		102(Rev. 1957)			1978		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Soil survey of Eau Claire County, Wisconsin	000035394	3689267		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:EA 8	A 57.38:EA 8		102 (Rev.1957)			1977		FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Soil survey of Sheboygan County, Wisconsin	000035408	3695046		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:SH 3	A 57.38:SH 3		102 (Rev. 1957)			1978		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: Brown County, Wisconsin, (unincorporated areas).	000035884	3681869		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:B 81/2	HH 10.9:B 81/2		594-C-36			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: Florence County, Wisconsin, unincorporated areas.	000035913	3679349		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:F 66/3	HH 10.9:F 66/3		594-C-54			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Menasha, Wisconsin, Winnebgo County.	000035955	3663412		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:M 52/2	HH 10.9:M 52/2		594-C-54			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Superior, Wisconsin, Douglas County.	000035994	3663523		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:SU 7/3	HH 10.9:SU 7/3		594-C-54			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: village of Waunakee, Wisconsin, Dane County.	000036004	3686233		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:W 35/3	HH 10.9:W 35/3		594-C-54			1977		FALSE							
Subject added entry--topical term; Title statement	650; 245	Small city transit: Merrill, Wisconsin : point deviation service in a rural community.	000036608	3676449		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 7.11:MA-06-0049-76-11	TD 7.11:MA-06-0049-76-11					1976		FALSE							
Subject added entry--topical term; Title statement	650; 245	Soil water depletion after four years of forest regrowth in southwestern Wisconsin	000037212	3762809		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.79:NC-230	A 13.79:NC-230		83-B			1978		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Burlington, Wisconsin, Racine County.	000038218	3742364		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:B 92/2	HH 10.9:B 92/2		594-C-54			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: village of Butler, Wisconsin, Waukesha County.	000038219	3742374		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:B 97/2	HH 10.9:B 97/2		594-C-54			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: village of Campbellsport, Wisconsin, Fond du Lac County.	000038220	3742383		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:C 15	HH 10.9:C 15		594-C-54			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: village of Cleveland, Wisconsin, Manitowoc County.	000038224	3752143		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:C 59/3	HH 10.9:C 59/3		594-C-54			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Glendale, Wisconsin, Milwaukee County.	000038232	3785915		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:G 48/2	HH 10.9:G 48/2		594-C-54			1977		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Greenfield, Wisconsin, Milwaukee County.	000038234	3783896		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:G 83	HH 10.9:G 83		594-C-54			1978		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: Wood County, Wisconsin (unincorporated areas).	000038277	3778153		Language material	a	No attempt to code	|	Monograph/item	m	HH			Department of Housing and Urban Development			HH 10.9:W 85/5	HH 10.9:W 85/5		594-C-54			1977		FALSE							
